"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"10.09.2014","Wed","0.09090","0.12125","0.15350","0.19525","0.23460","0.33140","0.58070"
"09.09.2014","Tue","0.09050","0.11955","0.15350","0.19500","0.23460","0.32940","0.57370"
"08.09.2014","Mon","0.09100","0.11985","0.15350","0.19530","0.23360","0.32630","0.56260"
"05.09.2014","Fri","0.09100","0.11825","0.15280","0.19500","0.23230","0.32700","0.56910"
"04.09.2014","Thu","0.09100","0.12125","0.15610","0.19660","0.23310","0.32890","0.56410"
"03.09.2014","Wed","0.09050","0.12125","0.15610","0.19660","0.23410","0.32890","0.56560"
"02.09.2014","Tue","0.09050","0.12225","0.15650","0.19700","0.23310","0.32965","0.56210"
"01.09.2014","Mon","0.08950","0.12445","0.15650","0.19675","0.23360","0.32940","0.56460"
"29.08.2014","Fri","0.08950","0.12325","0.15700","0.19590","0.23360","0.32990","0.56560"
"28.08.2014","Thu","0.09150","0.12425","0.15450","0.19690","0.23360","0.33190","0.56310"
"27.08.2014","Wed","0.09200","0.12350","0.15670","0.19710","0.23460","0.33190","0.56260"
"26.08.2014","Tue","0.09200","0.12300","0.15600","0.19675","0.23810","0.32990","0.56460"
"22.08.2014","Fri","0.09190","0.12100","0.15500","0.19510","0.23840","0.33050","0.56560"
"21.08.2014","Thu","0.09200","0.12250","0.15500","0.19400","0.23490","0.32900","0.56460"
"20.08.2014","Wed","0.09110","0.12125","0.15500","0.19375","0.23490","0.32700","0.55610"
"19.08.2014","Tue","0.09190","0.12225","0.15550","0.19375","0.23440","0.32850","0.55210"
"18.08.2014","Mon","0.09140","0.12175","0.15550","0.19385","0.23210","0.32850","0.55110"
"15.08.2014","Fri","0.09150","0.12175","0.15550","0.19450","0.23210","0.32850","0.55060"
"14.08.2014","Thu","0.09110","0.12150","0.15500","0.19425","0.23110","0.32920","0.55080"
"13.08.2014","Wed","0.09030","0.12050","0.15500","0.19550","0.23360","0.33090","0.55530"
"12.08.2014","Tue","0.09010","0.12125","0.15600","0.19600","0.23310","0.32890","0.55530"
"11.08.2014","Mon","0.09020","0.12025","0.15550","0.19625","0.23380","0.32810","0.55450"
"08.08.2014","Fri","0.08950","0.12050","0.15600","0.19475","0.23510","0.32890","0.55400"
"07.08.2014","Thu","0.08950","0.12150","0.15700","0.19300","0.23310","0.32830","0.55540"
"06.08.2014","Wed","0.08990","0.12000","0.15880","0.19410","0.23420","0.32830","0.55590"
"05.08.2014","Tue","0.08990","0.12200","0.15850","0.19600","0.23710","0.32990","0.56040"
"04.08.2014","Mon","0.09050","0.12050","0.15690","0.19625","0.23710","0.33060","0.56210"
"01.08.2014","Fri","0.08990","0.12200","0.15600","0.19775","0.23810","0.33440","0.57810"
"31.07.2014","Thu","0.08650","0.12325","0.15600","0.19850","0.23910","0.33450","0.57960"
"30.07.2014","Wed","0.09100","0.12325","0.15580","0.19850","0.23960","0.33250","0.56860"
"29.07.2014","Tue","0.09110","0.12225","0.15500","0.19700","0.23710","0.33000","0.56460"
"28.07.2014","Mon","0.09070","0.12175","0.15500","0.19725","0.23610","0.32880","0.56360"
"25.07.2014","Fri","0.09150","0.12200","0.15600","0.19725","0.23410","0.32810","0.56010"
"24.07.2014","Thu","0.09130","0.12325","0.15425","0.19750","0.23510","0.32910","0.55710"
"23.07.2014","Wed","0.09200","0.12300","0.15500","0.19765","0.23410","0.32880","0.55360"
"22.07.2014","Tue","0.09250","0.12300","0.15525","0.19750","0.23260","0.32710","0.55610"
"21.07.2014","Mon","0.09150","0.12300","0.15475","0.19725","0.23310","0.32740","0.55210"
"18.07.2014","Fri","0.09300","0.12200","0.15425","0.19725","0.23160","0.32540","0.55290"
"17.07.2014","Thu","0.09250","0.12275","0.15620","0.19595","0.23360","0.32710","0.55440"
"16.07.2014","Wed","0.09240","0.12275","0.15545","0.19595","0.23360","0.32660","0.55490"
"15.07.2014","Tue","0.09420","0.12275","0.15420","0.19575","0.23310","0.32640","0.55190"
"14.07.2014","Mon","0.09340","0.12250","0.15200","0.19275","0.23260","0.32640","0.55190"
"11.07.2014","Fri","0.09390","0.12275","0.15200","0.19150","0.23360","0.32570","0.54970"
"10.07.2014","Thu","0.09400","0.12225","0.15150","0.19175","0.23360","0.32720","0.54920"
"09.07.2014","Wed","0.09420","0.12250","0.15275","0.19500","0.23410","0.33070","0.55720"
"08.07.2014","Tue","0.09410","0.12225","0.15250","0.19250","0.23360","0.33020","0.55620"
"07.07.2014","Mon","0.09450","0.12300","0.15340","0.19275","0.23410","0.32830","0.55620"
