"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"04.06.2021","Fri","0.05513","0.06038","0.08125","0.11788","0.12825","0.16488","0.24600"
"03.06.2021","Thu","0.05463","0.06250","0.08000","0.11013","0.13075","0.16475","0.24563"
"02.06.2021","Wed","0.05500","0.06013","0.08550","0.11050","0.13400","0.16738","0.24488"
"01.06.2021","Tue","0.05425","0.06100","0.08875","0.11688","0.12850","0.17488","0.24688"
"28.05.2021","Fri","0.06113","0.05800","0.08588","0.11725","0.13138","0.17100","0.24813"
"27.05.2021","Thu","0.05700","0.06138","0.09213","0.11675","0.13463","0.17113","0.24875"
"26.05.2021","Wed","0.05888","0.05813","0.09250","0.11763","0.13500","0.17175","0.25188"
"25.05.2021","Tue","0.06063","0.06175","0.09000","0.11688","0.13850","0.17675","0.25600"
"24.05.2021","Mon","0.05925","0.06225","0.09100","0.12025","0.14088","0.17663","0.25825"
"21.05.2021","Fri","0.05975","0.06188","0.09163","0.12113","0.14700","0.17875","0.25963"
"20.05.2021","Thu","0.06113","0.06225","0.09250","0.12213","0.15013","0.18425","0.26400"
"19.05.2021","Wed","0.06163","0.06788","0.09650","0.12750","0.14925","0.18363","0.26350"
"18.05.2021","Tue","0.06288","0.07075","0.09925","0.12200","0.15525","0.18375","0.26275"
"17.05.2021","Mon","0.06238","0.06750","0.09750","0.12300","0.14963","0.18650","0.26450"
"14.05.2021","Fri","0.06200","0.06625","0.09750","0.12263","0.15513","0.18763","0.26588"
"13.05.2021","Thu","0.06225","0.06875","0.10088","0.12575","0.15588","0.19263","0.26463"
"12.05.2021","Wed","0.06000","0.07250","0.09813","0.12850","0.15413","0.19013","0.26438"
"11.05.2021","Tue","0.06063","0.07125","0.09375","0.12713","0.16025","0.19100","0.26513"
"10.05.2021","Mon","0.06338","0.07150","0.09813","0.13250","0.16750","0.19250","0.26700"
"07.05.2021","Fri","0.06413","0.06938","0.10138","0.12838","0.15988","0.19275","0.27100"
"06.05.2021","Thu","0.06425","0.07325","0.09513","0.13500","0.16200","0.20013","0.27350"
"05.05.2021","Wed","0.06788","0.07700","0.10563","0.14175","0.16988","0.20063","0.27900"
"04.05.2021","Tue","0.06450","0.08075","0.10838","0.14725","0.17538","0.20663","0.28288"
"30.04.2021","Fri","0.07125","0.07775","0.10725","0.14413","0.17638","0.20488","0.28113"
"29.04.2021","Thu","0.07275","0.08163","0.11013","0.14413","0.17563","0.20638","0.28138"
"28.04.2021","Wed","0.07313","0.08275","0.11325","0.14738","0.18550","0.20600","0.28375"
"27.04.2021","Tue","0.07400","0.08650","0.11025","0.14550","0.17713","0.21425","0.28263"
"26.04.2021","Mon","0.07375","0.08425","0.11100","0.14225","0.18400","0.20188","0.28200"
"23.04.2021","Fri","0.07338","0.08525","0.11100","0.14225","0.18138","0.20413","0.28088"
"22.04.2021","Thu","0.07338","0.08738","0.10613","0.15013","0.17575","0.21063","0.28075"
"21.04.2021","Wed","0.07213","0.08475","0.11025","0.15300","0.17288","0.21650","0.28225"
"20.04.2021","Tue","0.07288","0.08538","0.10750","0.15238","0.18375","0.22263","0.28700"
"19.04.2021","Mon","0.07275","0.08113","0.11375","0.14788","0.18600","0.22175","0.28675"
"16.04.2021","Fri","0.07275","0.08788","0.11588","0.15150","0.18825","0.22363","0.29238"
"15.04.2021","Thu","0.07325","0.08388","0.11500","0.15000","0.18975","0.21763","0.28775"
"14.04.2021","Wed","0.07363","0.08675","0.11563","0.14888","0.18363","0.21938","0.28675"
"13.04.2021","Tue","0.07475","0.08225","0.11463","0.14238","0.18375","0.21950","0.28775"
"12.04.2021","Mon","0.07350","0.07888","0.11225","0.14288","0.18575","0.21463","0.28438"
"09.04.2021","Fri","0.07475","0.08663","0.11125","0.14650","0.18750","0.21138","0.28575"
"08.04.2021","Thu","0.07488","0.08525","0.11050","0.14775","0.18775","0.21075","0.28675"
"07.04.2021","Wed","0.07625","0.08588","0.11250","0.14563","0.19363","0.21000","0.28525"
"06.04.2021","Tue","0.07788","0.08613","0.11013","0.14413","0.19738","0.20100","0.28625"
"01.04.2021","Thu","0.07475","0.08488","0.11038","0.13525","0.19975","0.20125","0.28050"
"31.03.2021","Wed","0.08063","0.08750","0.11113","0.13363","0.19425","0.20525","0.28313"
"30.03.2021","Tue","0.07700","0.08625","0.11513","0.13150","0.20163","0.20675","0.28663"
"29.03.2021","Mon","0.07288","0.08188","0.10850","0.13500","0.20250","0.20288","0.28150"
"26.03.2021","Fri","0.07338","0.08463","0.10725","0.13738","0.19900","0.20325","0.28075"
"25.03.2021","Thu","0.07550","0.08488","0.10913","0.13775","0.19300","0.20388","0.28075"
"24.03.2021","Wed","0.07638","0.09163","0.11025","0.13363","0.19513","0.20950","0.28000"
"23.03.2021","Tue","0.07688","0.08088","0.10863","0.13400","0.20063","0.20538","0.27938"
"22.03.2021","Mon","0.07663","0.07913","0.10738","0.14113","0.19050","0.20413","0.27625"
"19.03.2021","Fri","0.07688","0.08125","0.10838","0.14838","0.19688","0.20238","0.27625"
"18.03.2021","Thu","0.07875","0.08188","0.11088","0.14688","0.18663","0.20388","0.27588"
"17.03.2021","Wed","0.07800","0.08875","0.11025","0.14563","0.18963","0.20300","0.28088"
"16.03.2021","Tue","0.07850","0.08488","0.10813","0.14025","0.19000","0.19788","0.28075"
"15.03.2021","Mon","0.07800","0.08963","0.10750","0.13800","0.18200","0.19750","0.28100"
"12.03.2021","Fri","0.07813","0.08438","0.10613","0.13675","0.18950","0.19400","0.27813"
"11.03.2021","Thu","0.07813","0.08438","0.10600","0.13725","0.18388","0.19275","0.27725"
"10.03.2021","Wed","0.07725","0.08663","0.10588","0.14275","0.18413","0.19363","0.27863"
"09.03.2021","Tue","0.07713","0.08813","0.10713","0.14175","0.17725","0.18950","0.27963"
"08.03.2021","Mon","0.07763","0.08513","0.10600","0.14088","0.18250","0.19625","0.28025"
"05.03.2021","Fri","0.07763","0.08813","0.10325","0.14613","0.18538","0.19588","0.27775"
"04.03.2021","Thu","0.07813","0.08638","0.10350","0.14538","0.17550","0.20325","0.28375"
"03.03.2021","Wed","0.07850","0.09038","0.10300","0.14650","0.19375","0.21100","0.28200"
"02.03.2021","Tue","0.07888","0.08463","0.10838","0.14813","0.18338","0.20675","0.27900"
"01.03.2021","Mon","0.07950","0.08625","0.10925","0.14450","0.18425","0.20050","0.28363"
"26.02.2021","Fri","0.08400","0.08900","0.11850","0.14750","0.18838","0.20300","0.28375"
"25.02.2021","Thu","0.08038","0.08363","0.11513","0.14950","0.19050","0.20063","0.28025"
"24.02.2021","Wed","0.08013","0.09275","0.11450","0.15013","0.18975","0.19938","0.27800"
"23.02.2021","Tue","0.08050","0.09025","0.11763","0.15213","0.18750","0.20375","0.28463"
"22.02.2021","Mon","0.08125","0.08988","0.11488","0.14813","0.17550","0.20400","0.28550"
"19.02.2021","Fri","0.07813","0.08850","0.11550","0.14850","0.17525","0.19500","0.28650"
"18.02.2021","Thu","0.08013","0.08325","0.11113","0.15238","0.18238","0.19688","0.29100"
