"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"09.11.2017","Thu","1.18333","1.20272","1.24494","1.35211","1.41289","1.61239","1.88178"
"08.11.2017","Wed","1.18333","1.20500","1.24606","1.34167","1.40981","1.60162","1.87317"
"07.11.2017","Tue","1.18389","1.20550","1.24389","1.33944","1.40258","1.59809","1.86844"
"06.11.2017","Mon","1.18389","1.20500","1.24424","1.33472","1.39703","1.59406","1.86428"
"03.11.2017","Fri","1.18444","1.20444","1.24322","1.33389","1.39194","1.59017","1.86289"
"02.11.2017","Thu","1.18389","1.20467","1.24212","1.33267","1.39139","1.58907","1.86317"
"01.11.2017","Wed","1.18222","1.20656","1.24333","1.32169","1.38483","1.57979","1.85594"
"31.10.2017","Tue","1.18222","1.20767","1.24333","1.31841","1.38122","1.57511","1.84844"
"30.10.2017","Mon","1.18500","1.20467","1.24214","1.31610","1.37678","1.57306","1.84233"
"27.10.2017","Fri","1.18444","1.20326","1.24233","1.31376","1.38009","1.57267","1.84789"
"26.10.2017","Thu","1.18444","1.20517","1.24166","1.31212","1.37796","1.56447","1.84289"
"25.10.2017","Wed","1.18444","1.20247","1.23999","1.30723","1.37446","1.56219","1.84456"
"24.10.2017","Tue","1.18444","1.20239","1.23955","1.30431","1.37064","1.56444","1.83456"
"23.10.2017","Mon","1.18444","1.20172","1.23788","1.29965","1.36742","1.56078","1.83511"
"20.10.2017","Fri","1.18444","1.20444","1.23788","1.29504","1.36476","1.55489","1.83122"
"19.10.2017","Thu","1.18500","1.20557","1.23888","1.29197","1.36250","1.55069","1.82789"
"18.10.2017","Wed","1.18444","1.20494","1.23888","1.28300","1.36261","1.55055","1.83456"
"17.10.2017","Tue","1.18444","1.20667","1.23777","1.28044","1.35733","1.54522","1.82122"
"16.10.2017","Mon","1.18444","1.20594","1.23666","1.27689","1.35389","1.53316","1.80956"
"13.10.2017","Fri","1.18444","1.20444","1.23667","1.27744","1.35333","1.53433","1.81289"
"12.10.2017","Thu","1.18444","1.20500","1.23889","1.27744","1.35917","1.53156","1.80844"
"11.10.2017","Wed","1.18333","1.20389","1.23889","1.27300","1.35861","1.52933","1.80956"
"10.10.2017","Tue","1.18167","1.20500","1.23778","1.27189","1.35667","1.52433","1.80678"
"09.10.2017","Mon","","1.20333","1.23722","1.27189","1.35639","1.52489","1.80900"
"06.10.2017","Fri","1.18222","1.20222","1.23500","1.27133","1.35028","1.51878","1.80456"
"05.10.2017","Thu","1.18222","1.20222","1.23778","1.27217","1.34861","1.51350","1.80011"
"04.10.2017","Wed","1.18222","1.20167","1.23778","1.27222","1.34667","1.51406","1.79789"
"03.10.2017","Tue","1.18056","1.20333","1.23778","1.27111","1.34250","1.51572","1.79872"
"02.10.2017","Mon","1.18000","1.20333","1.23333","1.26944","1.33556","1.50933","1.79067"
"29.09.2017","Fri","1.18167","1.20500","1.23222","1.26944","1.33389","1.50600","1.78233"
"28.09.2017","Thu","1.18111","1.20167","1.23500","1.26944","1.33500","1.50944","1.78678"
"27.09.2017","Wed","1.18000","1.19722","1.23500","1.27222","1.33278","1.50389","1.78539"
"26.09.2017","Tue","1.17833","1.19556","1.23444","1.27167","1.33083","1.49711","1.77567"
"25.09.2017","Mon","1.17833","1.19444","1.23667","1.26944","1.32972","1.49711","1.77483"
"22.09.2017","Fri","1.17889","1.19444","1.23833","1.27222","1.32944","1.49683","1.77539"
"21.09.2017","Thu","1.17889","1.19444","1.23722","1.27333","1.32833","1.49100","1.76761"
"20.09.2017","Wed","1.17889","1.19556","1.23556","1.27278","1.32306","1.48000","1.74733"
"19.09.2017","Tue","1.17889","1.19667","1.23722","1.27167","1.32611","1.47861","1.74428"
"18.09.2017","Mon","1.17889","1.19556","1.23611","1.26944","1.32500","1.47444","1.73983"
"15.09.2017","Fri","1.17889","1.19611","1.23722","1.27278","1.32389","1.47111","1.73206"
"14.09.2017","Thu","1.17889","1.19667","1.23444","1.27167","1.32111","1.45861","1.71956"
"13.09.2017","Wed","1.17722","1.19556","1.23444","1.27167","1.32000","1.45583","1.71233"
"12.09.2017","Tue","1.17778","1.19667","1.23667","1.27222","1.31917","1.45444","1.70956"
"11.09.2017","Mon","1.17778","1.19667","1.23611","1.27200","1.31667","1.44933","1.69900"
"08.09.2017","Fri","1.17722","1.19500","1.23611","1.27178","1.31033","1.44767","1.69511"
"07.09.2017","Thu","1.17611","1.19500","1.23500","1.27389","1.31722","1.45167","1.70900"
"06.09.2017","Wed","1.17611","1.19500","1.23222","1.27500","1.31722","1.45222","1.70789"
"05.09.2017","Tue","1.17778","1.19667","1.23111","1.27500","1.31722","1.45500","1.71456"
"04.09.2017","Mon","","1.19722","1.23167","1.27389","1.31611","1.45389","1.71289"
"01.09.2017","Fri","1.17722","1.20056","1.23056","1.27389","1.31611","1.45333","1.71178"
"31.08.2017","Thu","1.17556","1.20167","1.23167","1.27556","1.31778","1.45389","1.71344"
"30.08.2017","Wed","1.17778","1.20167","1.23722","1.27556","1.31611","1.45333","1.71178"
"29.08.2017","Tue","1.17833","1.20167","1.23889","1.27556","1.31694","1.45167","1.71400"
"25.08.2017","Fri","1.17778","1.19667","1.23556","1.27111","1.31778","1.45500","1.72789"
"24.08.2017","Thu","1.17778","1.19667","1.23389","1.27000","1.31722","1.45389","1.72344"
"23.08.2017","Wed","1.17778","1.19444","1.23444","1.26833","1.31722","1.45556","1.72789"
"22.08.2017","Tue","1.17778","1.19722","1.23611","1.26389","1.31722","1.45611","1.72733"
"21.08.2017","Mon","1.17778","1.19778","1.23556","1.26389","1.31444","1.45639","1.72733"
