"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"16.11.2015","Mon","0.13100","0.15630","0.19925","0.28200","0.36410","0.60275","0.93235"
"13.11.2015","Fri","0.13100","0.15590","0.19725","0.28200","0.36360","0.60375","0.93610"
"12.11.2015","Thu","0.13050","0.15625","0.19700","0.28050","0.36160","0.60050","0.93260"
"11.11.2015","Wed","0.13100","0.15495","0.19575","0.27850","0.35910","0.59500","0.92835"
"10.11.2015","Tue","0.13100","0.15620","0.19550","0.27600","0.35610","0.59175","0.92485"
"09.11.2015","Mon","0.13100","0.15560","0.19700","0.27250","0.35560","0.59500","0.93385"
"06.11.2015","Fri","0.13100","0.15495","0.19450","0.26000","0.34140","0.57080","0.90115"
"05.11.2015","Thu","0.13100","0.15605","0.19475","0.26100","0.34390","0.57070","0.90065"
"04.11.2015","Wed","0.13100","0.15490","0.19320","0.25475","0.33660","0.56065","0.88615"
"03.11.2015","Tue","0.13100","0.15410","0.19220","0.25575","0.33360","0.55740","0.88240"
"02.11.2015","Mon","0.13100","0.15365","0.19000","0.25375","0.33410","0.55615","0.87465"
"30.10.2015","Fri","0.12480","0.15590","0.19200","0.25305","0.33410","0.55165","0.86840"
"29.10.2015","Thu","0.13200","0.15750","0.19300","0.25350","0.32890","0.54890","0.86290"
"28.10.2015","Wed","0.13200","0.15310","0.18830","0.24625","0.32190","0.53365","0.83615"
"27.10.2015","Tue","0.13150","0.15280","0.19075","0.24930","0.32390","0.53465","0.83840"
"26.10.2015","Mon","0.13150","0.15290","0.19355","0.24935","0.32315","0.53165","0.83815"
"23.10.2015","Fri","0.13150","0.15450","0.19350","0.24980","0.32290","0.52690","0.83190"
"22.10.2015","Thu","0.13200","0.15625","0.19695","0.25300","0.31990","0.52840","0.83415"
"21.10.2015","Wed","0.13200","0.15605","0.19480","0.25100","0.31640","0.52690","0.83140"
"20.10.2015","Tue","0.13200","0.15625","0.19650","0.25100","0.32040","0.52440","0.82815"
"19.10.2015","Mon","0.13150","0.15580","0.19600","0.24950","0.31665","0.51790","0.82615"
