"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"05.01.2023","Thu","4.31386","","4.39514","","4.81171","5.16543","5.49343"
"04.01.2023","Wed","4.31529","","4.38429","","4.78843","5.13314","5.45500"
"03.01.2023","Tue","4.31886","","4.40129","","4.78186","5.13614","5.44686"
"30.12.2022","Fri","4.31800","","4.39157","","4.76729","5.13886","5.48214"
"29.12.2022","Thu","4.31186","","4.36871","","4.75386","5.13757","5.44257"
"28.12.2022","Wed","4.31643","","4.38357","","4.72986","5.15114","5.47029"
"23.12.2022","Fri","4.31671","","4.38686","","4.72643","5.15314","5.44386"
"22.12.2022","Thu","4.31500","","4.38871","","4.72386","5.14857","5.41586"
"21.12.2022","Wed","4.32057","","4.38557","","4.72900","5.16143","5.43143"
"20.12.2022","Tue","4.31543","","4.36129","","4.75257","5.17671","5.45871"
"19.12.2022","Mon","4.32029","","4.35386","","4.73829","5.14986","5.42771"
"16.12.2022","Fri","4.31700","","4.35286","","4.74586","5.18686","5.47886"
"15.12.2022","Thu","4.31829","","4.33914","","4.73771","5.15229","5.46729"
"14.12.2022","Wed","3.81586","","4.32629","","4.73629","5.12529","5.40686"
"13.12.2022","Tue","3.81786","","4.31786","","4.76900","5.20571","5.55129"
"12.12.2022","Mon","3.81186","","4.29214","","4.75271","5.16100","5.52557"
"09.12.2022","Fri","3.81800","","4.27029","","4.73314","5.13971","5.49943"
"08.12.2022","Thu","3.82000","","4.27429","","4.73514","5.15871","5.50043"
"07.12.2022","Wed","3.82014","","4.23614","","4.72343","5.17243","5.52457"
"06.12.2022","Tue","3.81729","","4.22143","","4.73457","5.20200","5.56414"
"05.12.2022","Mon","3.81671","","4.21729","","4.72343","5.18686","5.51243"
"02.12.2022","Fri","3.81543","","4.18486","","4.73257","5.14914","5.42943"
"01.12.2022","Thu","3.82400","","4.17229","","4.76500","5.17557","5.49471"
"30.11.2022","Wed","3.82314","","4.14200","","4.77857","5.20343","5.57157"
"29.11.2022","Tue","3.81743","","4.12014","","4.76057","5.20886","5.55343"
"28.11.2022","Mon","3.81643","","4.07143","","4.73486","5.21043","5.57214"
"25.11.2022","Fri","3.81200","","4.05471","","4.73386","5.21871","5.59800"
"24.11.2022","Thu","","","4.02914","","4.73629","5.18257","5.56014"
"23.11.2022","Wed","3.81886","","4.04357","","4.75729","5.22529","5.63886"
"22.11.2022","Tue","3.81843","","4.01614","","4.69871","5.16214","5.57886"
"21.11.2022","Mon","3.81143","","3.97900","","4.69186","5.17157","5.56586"
"18.11.2022","Fri","3.81214","","3.95671","","4.66486","5.14271","5.50943"
"17.11.2022","Thu","3.81271","","3.93857","","4.67543","5.12243","5.45786"
"16.11.2022","Wed","3.81729","","3.91071","","4.67429","5.08200","5.46486"
"15.11.2022","Tue","3.81357","","3.90357","","4.64971","5.08500","5.46014"
"14.11.2022","Mon","3.81857","","3.88657","","4.64386","5.10386","5.48357"
"11.11.2022","Fri","","","3.87529","","4.60614","5.08400","5.45129"
"10.11.2022","Thu","3.81486","","3.87314","","4.64971","5.13357","5.63129"
"09.11.2022","Wed","3.81214","","3.87857","","4.63000","5.15629","5.63286"
"08.11.2022","Tue","3.81557","","3.85871","","4.59200","5.13443","5.64029"
"07.11.2022","Mon","3.81800","","3.85514","","4.55729","5.02286","5.61214"
"04.11.2022","Fri","3.81629","","3.85814","","4.55029","5.01129","5.66643"
"03.11.2022","Thu","3.81329","","3.84657","","4.53157","4.99729","5.65357"
"02.11.2022","Wed","3.06314","","3.83571","","4.50843","4.97071","5.53600"
"01.11.2022","Tue","3.05886","","3.84157","","4.45971","4.91857","5.44543"
"31.10.2022","Mon","3.06314","","3.80486","","4.46029","4.91586","5.44829"
"28.10.2022","Fri","3.06386","","3.76771","","4.43957","4.93086","5.36900"
"27.10.2022","Thu","3.06329","","3.75386","","4.41471","4.92829","5.37243"
"26.10.2022","Wed","3.06086","","3.63229","","4.37386","4.93186","5.39343"
"25.10.2022","Tue","3.06271","","3.59643","","4.35800","4.91557","5.39971"
"24.10.2022","Mon","3.06571","","3.57643","","4.32686","4.87700","5.36600"
"21.10.2022","Fri","3.06686","","3.58557","","4.35843","4.87500","5.47557"
"20.10.2022","Thu","3.06114","","3.57243","","4.32457","4.83186","5.42114"
"19.10.2022","Wed","3.06057","","3.50071","","4.27757","4.73743","5.33943"
"18.10.2022","Tue","3.06229","","3.48914","","4.24257","4.71500","5.33886"
"17.10.2022","Mon","3.06086","","3.47986","","4.22657","4.67371","5.31243"
"14.10.2022","Fri","3.06614","","3.44300","","4.19371","4.68529","5.28314"
"13.10.2022","Thu","3.06171","","3.41214","","4.07914","4.53857","5.10600"
"12.10.2022","Wed","3.06457","","3.33871","","4.01086","4.49000","5.06771"
"11.10.2022","Tue","3.05943","","3.34557","","3.94071","4.45329","5.09843"
"10.10.2022","Mon","","","3.31671","","3.91914","4.42743","5.05000"
"07.10.2022","Fri","3.06629","","3.31357","","3.90871","4.38471","4.99629"
"06.10.2022","Thu","3.05871","","3.30029","","3.82571","4.30757","4.88471"
"05.10.2022","Wed","3.05643","","3.19814","","3.78400","4.28371","4.82500"
"04.10.2022","Tue","3.06843","","3.18571","","3.74071","4.24214","4.72414"
"03.10.2022","Mon","3.06629","","3.17443","","3.74829","4.27286","4.80271"
"30.09.2022","Fri","3.06514","","3.14271","","3.75471","4.23200","4.78057"
"29.09.2022","Thu","3.06100","","3.12786","","3.74286","4.20929","4.78729"
"28.09.2022","Wed","3.06400","","3.11529","","3.67414","4.16986","4.77600"
"27.09.2022","Tue","3.06400","","3.12057","","3.64186","4.20814","4.85171"
"26.09.2022","Mon","3.06329","","3.11314","","3.64086","4.24586","4.90500"
"23.09.2022","Fri","3.06943","","3.08029","","3.62843","4.20129","4.83486"
"22.09.2022","Thu","3.07171","","3.08400","","3.64143","4.18271","4.79957"
"21.09.2022","Wed","2.31971","","3.05900","","3.60386","4.12400","4.68243"
"20.09.2022","Tue","2.31543","","3.05186","","3.60171","4.17514","4.69943"
"16.09.2022","Fri","2.31557","","3.01386","","3.56529","4.12329","4.67214"
"15.09.2022","Thu","2.32100","","2.99343","","3.52714","4.06300","4.62143"
"14.09.2022","Wed","2.32214","","2.93914","","3.48343","4.01014","4.53214"
"13.09.2022","Tue","2.31143","","2.81771","","3.29257","3.83686","4.23900"
"12.09.2022","Mon","2.31771","","2.78343","","3.27014","3.80643","4.24557"
"09.09.2022","Fri","2.31457","","2.75643","","3.24543","3.81114","4.18900"
"08.09.2022","Thu","2.31071","","2.75643","","3.23571","3.77986","4.20300"
"07.09.2022","Wed","2.31243","","2.70457","","3.19400","3.75214","4.18886"
"06.09.2022","Tue","2.31100","","2.68486","","3.16786","3.71029","4.17057"
"05.09.2022","Mon","","","2.64286","","3.14486","3.68986","4.14871"
"02.09.2022","Fri","2.31471","","2.65571","","3.15814","3.73657","4.22057"
"01.09.2022","Thu","2.32000","","2.63329","","3.14414","3.70171","4.20943"
"31.08.2022","Wed","2.31629","","2.63329","","3.09971","3.66057","4.22314"
"30.08.2022","Tue","2.30829","","2.56400","","3.08214","3.59543","4.15986"
"26.08.2022","Fri","2.30914","","2.52386","","3.06957","3.56643","4.12329"
"25.08.2022","Thu","2.32043","","2.49343","","3.04314","3.52686","4.09729"
"24.08.2022","Wed","2.32143","","2.45486","","3.01000","3.49343","4.07914"
"23.08.2022","Tue","2.31257","","2.44371","","2.99686","3.56557","4.09114"
"22.08.2022","Mon","2.31714","","2.42743","","2.97971","3.56557","4.03214"
"19.08.2022","Fri","2.32114","","2.38671","","2.95771","3.54757","4.01586"
"18.08.2022","Thu","2.31786","","2.36814","","2.98400","3.50757","3.99571"
"17.08.2022","Wed","2.31357","","2.36557","","2.97657","3.50771","3.99557"
"16.08.2022","Tue","2.97657","","2.37700","","2.96057","3.50600","3.95071"
"15.08.2022","Mon","2.31886","","2.37971","","2.94186","3.53300","3.99457"
"12.08.2022","Fri","2.31486","","2.38686","","2.92157","3.50929","3.95900"
