"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"25.01.2017","Wed","0.68833","0.72344","0.77611","0.84556","1.03733","1.35683","1.71872"
"24.01.2017","Tue","0.68833","0.72289","0.77333","0.84500","1.03178","1.34572","1.70733"
"23.01.2017","Mon","0.68889","0.72206","0.77111","0.84694","1.03789","1.35239","1.72122"
"20.01.2017","Fri","0.68833","0.72344","0.77528","0.85056","1.04344","1.35822","1.73289"
"19.01.2017","Thu","0.69000","0.72400","0.77639","0.85111","1.04122","1.35156","1.72817"
"18.01.2017","Wed","0.68944","0.72428","0.77667","0.84806","1.03011","1.33850","1.71039"
"17.01.2017","Tue","0.69000","0.72033","0.76944","0.83778","1.02483","1.33239","1.70233"
"16.01.2017","Mon","0.69278","0.71944","0.76778","0.83667","1.02372","1.33294","1.70178"
"13.01.2017","Fri","0.69278","0.72078","0.76833","0.83500","1.02317","1.33156","1.69844"
"12.01.2017","Thu","0.69278","0.71733","0.76722","0.83444","1.02178","1.33267","1.69789"
"11.01.2017","Wed","0.69278","0.71733","0.76722","0.83333","1.02178","1.33461","1.70289"
"10.01.2017","Tue","0.69333","0.71956","0.76500","0.83167","1.01789","1.33378","1.70178"
"09.01.2017","Mon","0.69300","0.71844","0.76333","0.83167","1.01483","1.33156","1.70067"
"06.01.2017","Fri","0.69100","0.71811","0.76333","0.82778","1.01011","1.32433","1.68456"
"05.01.2017","Thu","0.69222","0.71867","0.76556","0.82444","1.00928","1.32100","1.68900"
"04.01.2017","Wed","0.69044","0.71833","0.76556","0.82278","1.00511","1.32156","1.68900"
"03.01.2017","Tue","0.69544","0.72333","0.77333","0.82000","0.99872","1.31767","1.68900"
"30.12.2016","Fri","0.69211","0.72333","0.77167","0.81944","0.99789","1.31767","1.68567"
"29.12.2016","Thu","0.68822","0.72333","0.77111","0.81944","0.99789","1.31767","1.68733"
"28.12.2016","Wed","0.68656","0.71533","0.77000","0.81611","0.99817","1.31767","1.69011"
"23.12.2016","Fri","0.69378","0.71144","0.76111","0.81444","0.99706","1.31656","1.68956"
"22.12.2016","Thu","0.68656","0.71144","0.75611","0.81333","0.99706","1.31600","1.68789"
"21.12.2016","Wed","0.68600","0.70778","0.75500","0.81139","0.99761","1.31600","1.68956"
"20.12.2016","Tue","0.68378","0.70500","0.74900","0.81056","0.99622","1.32044","1.69067"
"19.12.2016","Mon","0.68111","0.70306","0.74400","0.81000","0.99428","1.31767","1.69178"
"16.12.2016","Fri","0.68389","0.70444","0.73900","0.80944","0.99733","1.31989","1.69344"
"15.12.2016","Thu","0.67889","0.70389","0.73622","0.80611","0.99317","1.32267","1.69956"
"14.12.2016","Wed","0.43867","0.68406","0.70728","0.78778","0.97039","1.29822","1.65456"
"13.12.2016","Tue","0.43700","0.67317","0.70389","0.78250","0.96344","1.29822","1.65400"
"12.12.2016","Mon","0.43700","0.64544","0.69472","0.77500","0.95872","1.29878","1.65456"
"09.12.2016","Fri","0.43422","0.60822","0.68000","0.77139","0.95650","1.29600","1.64844"
"08.12.2016","Thu","0.43311","0.56628","0.66389","0.76583","0.95306","1.29322","1.64456"
"07.12.2016","Wed","0.43367","0.49378","0.65417","0.75639","0.95083","1.29322","1.64511"
"06.12.2016","Tue","0.43422","0.47044","0.64889","0.75361","0.95083","1.29322","1.64567"
"05.12.2016","Mon","0.43478","0.46156","0.65194","0.75139","0.94806","1.29100","1.64400"
"02.12.2016","Fri","0.43478","0.46100","0.64667","0.74861","0.94639","1.29156","1.64456"
"01.12.2016","Thu","0.43422","0.45822","0.63450","0.74389","0.94167","1.29100","1.64344"
