"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"28.08.2018","Tue","1.91488","1.95675","2.07488","2.19963","2.31475","2.52825","2.82813"
"24.08.2018","Fri","1.91888","1.95900","2.07275","2.19600","2.31725","2.52300","2.82000"
"23.08.2018","Thu","1.91813","1.95513","2.06475","2.19700","2.31138","2.51613","2.81200"
"22.08.2018","Wed","1.91775","1.94900","2.06600","2.18950","2.31175","2.51250","2.80800"
"21.08.2018","Tue","1.91963","1.95325","2.06588","2.19138","2.31025","2.51288","2.80775"
"20.08.2018","Mon","1.91750","1.95719","2.06700","2.19125","2.30963","2.50863","2.81300"
"17.08.2018","Fri","1.91688","1.96269","2.06938","2.18588","2.31188","2.51075","2.81300"
"16.08.2018","Thu","1.92000","1.96006","2.07738","2.19613","2.32225","2.51350","2.81663"
"15.08.2018","Wed","1.91375","1.95200","2.06000","2.18275","2.31175","2.51063","2.81488"
"14.08.2018","Tue","1.91325","1.95163","2.06350","2.18263","2.31519","2.51238","2.81350"
"13.08.2018","Mon","1.91250","1.95288","2.06269","2.17838","2.31375","2.50763","2.80300"
"10.08.2018","Fri","1.91250","1.95188","2.06675","2.18638","2.31925","2.51213","2.81550"
"09.08.2018","Thu","1.91625","1.95425","2.06731","2.19238","2.33800","2.51713","2.82750"
"08.08.2018","Wed","1.91625","1.95138","2.06344","2.18550","2.34050","2.51700","2.82775"
"07.08.2018","Tue","1.91338","1.95000","2.07113","2.18381","2.34144","2.52238","2.82431"
"06.08.2018","Mon","1.92000","1.95050","2.08256","2.17844","2.34325","2.52163","2.82688"
"03.08.2018","Fri","1.91500","1.95025","2.07931","2.18238","2.34300","2.52475","2.82738"
"02.08.2018","Thu","1.92025","1.94900","2.08019","2.18206","2.34050","2.53050","2.82775"
"01.08.2018","Wed","1.91563","1.94525","2.08213","2.18075","2.34825","2.53363","2.83213"
"31.07.2018","Tue","1.91538","1.95363","2.08138","2.17906","2.34856","2.53050","2.82781"
"30.07.2018","Mon","1.91600","1.95538","2.08150","2.17363","2.34313","2.53050","2.82125"
"27.07.2018","Fri","1.91163","1.95325","2.07675","2.16875","2.34238","2.52988","2.82138"
"26.07.2018","Thu","1.91725","1.95275","2.07163","2.17138","2.33888","2.52863","2.81663"
"25.07.2018","Wed","1.91488","1.94338","2.07688","2.17400","2.33688","2.52250","2.80775"
"24.07.2018","Tue","1.91413","1.95000","2.07013","2.17238","2.33488","2.52250","2.80800"
"23.07.2018","Mon","1.91838","1.94938","2.06363","2.16463","2.33531","2.52088","2.79919"
"20.07.2018","Fri","1.91350","1.95263","2.06900","2.17938","2.34156","2.52425","2.80163"
"19.07.2018","Thu","1.91225","1.95413","2.08100","2.17963","2.34706","2.52725","2.80744"
"18.07.2018","Wed","1.91325","1.95213","2.08625","2.17900","2.34750","2.52663","2.80088"
"17.07.2018","Tue","1.91825","1.94913","2.08175","2.17313","2.34194","2.52313","2.79575"
"16.07.2018","Mon","1.91263","1.95650","2.07850","2.17350","2.33263","2.51850","2.78775"
"13.07.2018","Fri","1.91763","1.96463","2.07325","2.17338","2.33600","2.52088","2.78688"
"12.07.2018","Thu","1.91763","1.96388","2.07163","2.17313","2.33919","2.51963","2.78531"
"11.07.2018","Wed","1.91825","1.95675","2.07425","2.17288","2.33700","2.51238","2.77844"
"10.07.2018","Tue","1.91925","1.96163","2.06650","2.16713","2.33744","2.51188","2.78094"
