"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"01.11.2019","Fri","1.59213","1.63163","1.77425","1.83888","1.89050","1.90238","1.92525"
"31.10.2019","Thu","1.59988","1.65900","1.78488","1.84000","1.90225","1.91625","1.95538"
"30.10.2019","Wed","1.80438","1.68000","1.78138","1.85900","1.90913","1.91950","1.97988"
"29.10.2019","Tue","1.80100","1.71038","1.78588","1.86313","1.92713","1.92988","1.98875"
"28.10.2019","Mon","1.80163","1.75125","1.79963","1.88263","1.93550","1.93988","1.99525"
"25.10.2019","Fri","1.80600","1.78625","1.80488","1.88100","1.92813","1.93325","1.95575"
"24.10.2019","Thu","1.80275","1.81350","1.80425","1.88575","1.93563","1.93200","1.96088"
"23.10.2019","Wed","1.81400","1.83575","1.82275","1.89763","1.93963","1.91400","1.94275"
"22.10.2019","Tue","1.81288","1.84513","1.82175","1.88463","1.93600","1.93250","1.96725"
"21.10.2019","Mon","1.81113","1.84375","1.82300","1.89750","1.93400","1.93425","1.96063"
"18.10.2019","Fri","1.81513","1.84638","1.85025","1.92750","1.95325","1.95175","1.98725"
"17.10.2019","Thu","1.83813","1.85263","1.84638","1.93488","1.96588","1.97450","1.99313"
"16.10.2019","Wed","1.82575","1.85113","1.87750","1.96463","2.00325","1.98588","1.99225"
"15.10.2019","Tue","1.79513","1.85313","1.88913","1.96738","2.00213","1.97725","1.97413"
"14.10.2019","Mon","","1.86600","1.89075","1.96550","2.00088","1.97800","1.97313"
"11.10.2019","Fri","1.79888","1.86575","1.91350","1.97463","2.00088","1.97563","1.95550"
"10.10.2019","Thu","1.79263","1.86300","1.92125","1.96538","1.98613","1.93550","1.89600"
"09.10.2019","Wed","1.79000","1.87725","1.92738","1.97850","1.98425","1.94275","1.88188"
"08.10.2019","Tue","1.80550","1.86650","1.93875","1.99863","2.00950","1.96338","1.88850"
"07.10.2019","Mon","1.80825","1.88313","1.94025","2.00213","2.01200","1.96038","1.86775"
"04.10.2019","Fri","1.82075","1.88100","1.97800","2.00438","2.02700","1.95063","1.85313"
"03.10.2019","Thu","1.82238","1.88113","1.98950","2.02238","2.04313","1.98500","1.91425"
"02.10.2019","Wed","1.85125","1.89238","1.99725","2.03388","2.05638","2.01700","1.95825"
"01.10.2019","Tue","1.82613","1.89275","2.01088","2.05963","2.08863","2.05650","2.03550"
"30.09.2019","Mon","1.82150","1.91150","2.01563","2.06538","2.08513","2.05563","2.03213"
"27.09.2019","Fri","1.82713","1.91325","2.03150","2.07088","2.09863","2.06300","2.04325"
"26.09.2019","Thu","1.82988","1.92975","2.04350","2.08650","2.10438","2.06438","2.02013"
"25.09.2019","Wed","1.84075","1.94688","2.05363","2.08950","2.09963","2.04413","1.98500"
"24.09.2019","Tue","1.84200","1.91613","2.04588","2.09225","2.11300","2.06300","2.02925"
"23.09.2019","Mon","1.84750","1.92925","2.01838","2.09288","2.10625","2.05850","2.03338"
"20.09.2019","Fri","1.86850","1.94538","2.03650","2.11988","2.13463","2.07038","2.06500"
"19.09.2019","Thu","1.96213","1.94200","2.04588","2.12638","2.15888","2.08400","2.07413"
"18.09.2019","Wed","2.18525","1.97463","2.04425","2.13338","2.15588","2.08150","2.06450"
"17.09.2019","Tue","2.15488","1.98375","2.05700","2.14175","2.16413","2.08525","2.06538"
"16.09.2019","Mon","2.11163","2.00388","2.04088","2.12338","2.14513","2.07800","2.06963"
"13.09.2019","Fri","2.09475","2.02275","2.02475","2.11513","2.13938","2.07025","2.04913"
"12.09.2019","Thu","2.08825","2.06488","2.02750","2.12275","2.11850","2.04725","2.00563"
