"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"11.04.2016","Mon","0.37920","0.39525","0.43590","0.52100","0.62985","0.89640","1.20755"
"08.04.2016","Fri","0.37750","0.39500","0.43470","0.51970","0.63080","0.89490","1.20455"
"07.04.2016","Thu","0.37820","0.39625","0.43645","0.51970","0.62880","0.89465","1.20555"
"06.04.2016","Wed","0.37820","0.39350","0.43900","0.52250","0.63060","0.89720","1.21160"
"05.04.2016","Tue","0.37770","0.39580","0.43850","0.52305","0.62660","0.89190","1.20530"
"04.04.2016","Mon","0.37940","0.39600","0.44020","0.52250","0.63010","0.90410","1.22150"
"01.04.2016","Fri","0.37910","0.39610","0.43735","0.52100","0.62910","0.90110","1.21340"
"31.03.2016","Thu","0.38310","0.39610","0.43725","0.51975","0.62860","0.89970","1.21040"
"30.03.2016","Wed","0.37720","0.39685","0.43400","0.51550","0.62510","0.89890","1.21415"
"29.03.2016","Tue","0.37550","0.39250","0.43290","0.51940","0.63085","0.91390","1.23865"
"24.03.2016","Thu","0.37450","0.39355","0.43500","0.51950","0.62860","0.91090","1.23115"
"23.03.2016","Wed","0.37530","0.39405","0.43300","0.52100","0.63010","0.91310","1.23740"
"22.03.2016","Tue","0.37430","0.39725","0.43150","0.51970","0.62835","0.90490","1.22440"
"21.03.2016","Mon","0.37430","0.40170","0.43180","0.51920","0.62460","0.89815","1.21365"
"18.03.2016","Fri","0.37430","0.39870","0.42830","0.51420","0.62430","0.89120","1.21145"
"17.03.2016","Thu","0.37480","0.39765","0.43210","0.51540","0.62340","0.88830","1.20220"
"16.03.2016","Wed","0.37430","0.39940","0.43990","0.52400","0.63900","0.91740","1.24470"
"15.03.2016","Tue","0.37530","0.40200","0.44125","0.52495","0.64195","0.91230","1.23700"
"14.03.2016","Mon","0.37430","0.40180","0.44130","0.52350","0.63955","0.91040","1.23120"
"11.03.2016","Fri","0.37250","0.39820","0.43620","0.52040","0.63385","0.90550","1.22450"
"10.03.2016","Thu","0.37250","0.39710","0.43810","0.52060","0.63235","0.90050","1.21100"
"09.03.2016","Wed","0.37200","0.39485","0.43800","0.52100","0.63460","0.89840","1.20900"
"08.03.2016","Tue","0.37200","0.39740","0.44185","0.52295","0.63515","0.89770","1.20700"
"07.03.2016","Mon","0.37200","0.39910","0.44050","0.52550","0.63610","0.90065","1.21225"
"04.03.2016","Fri","0.37200","0.39790","0.43800","0.52325","0.63350","0.89205","1.19400"
"03.03.2016","Thu","0.37300","0.39890","0.44050","0.52175","0.63560","0.89490","1.20045"
"02.03.2016","Wed","0.37150","0.39640","0.43760","0.52010","0.63485","0.88900","1.19550"
"01.03.2016","Tue","0.36790","0.39275","0.43525","0.51750","0.63160","0.88265","1.17900"
