"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"25.10.2021","Mon","0.07150","0.07275","0.08775","0.10375","0.13450","0.17788","0.32938"
"22.10.2021","Fri","0.07350","0.07525","0.08788","0.10213","0.12488","0.17200","0.31688"
"21.10.2021","Thu","0.07275","0.07238","0.08925","0.09875","0.12388","0.17025","0.29650"
"20.10.2021","Wed","0.07325","0.07250","0.08575","0.10563","0.12825","0.17050","0.29675"
"19.10.2021","Tue","0.07175","0.07513","0.08563","0.10775","0.12950","0.16750","0.29213"
"18.10.2021","Mon","0.07213","0.07213","0.08563","0.10363","0.13150","0.16625","0.30213"
"15.10.2021","Fri","0.07113","0.07488","0.08038","0.10138","0.12363","0.16050","0.27963"
"14.10.2021","Thu","0.07200","0.07313","0.08588","0.10100","0.12225","0.15925","0.27263"
"13.10.2021","Wed","0.07363","0.07263","0.09025","0.10250","0.12375","0.15675","0.26575"
"12.10.2021","Tue","0.07400","0.07488","0.08788","0.10250","0.12675","0.15713","0.26138"
"11.10.2021","Mon","","0.07613","0.08538","0.10175","0.12175","0.15650","0.25663"
"08.10.2021","Fri","0.07263","0.07600","0.08363","0.10538","0.12113","0.15650","0.24700"
"07.10.2021","Thu","0.07238","0.07788","0.08600","0.10838","0.12363","0.15588","0.24313"
"06.10.2021","Wed","0.07275","0.07538","0.08713","0.10900","0.12400","0.15613","0.24113"
"05.10.2021","Tue","0.06988","0.07288","0.08575","0.10638","0.12400","0.15513","0.23688"
"04.10.2021","Mon","0.07250","0.07613","0.07788","0.10588","0.12663","0.15550","0.23200"
"01.10.2021","Fri","0.07438","0.07063","0.07525","0.11000","0.13313","0.15700","0.23488"
"30.09.2021","Thu","0.07463","0.07338","0.08025","0.11138","0.13013","0.15850","0.23663"
"29.09.2021","Wed","0.07025","0.07250","0.08238","0.11025","0.13088","0.15738","0.24063"
"28.09.2021","Tue","0.07163","0.07188","0.08413","0.11025","0.13150","0.15788","0.23850"
"27.09.2021","Mon","0.07038","0.07050","0.08675","0.10738","0.13175","0.15500","0.23600"
"24.09.2021","Fri","0.07250","0.07138","0.08513","0.10650","0.13225","0.15538","0.22963"
"23.09.2021","Thu","0.07188","0.07313","0.08600","0.10888","0.13225","0.15500","0.22900"
"22.09.2021","Wed","0.07250","0.07025","0.08325","0.10800","0.12925","0.15550","0.22525"
"21.09.2021","Tue","0.06675","0.07313","0.08175","0.10763","0.12838","0.15338","0.22413"
"20.09.2021","Mon","0.07188","0.07363","0.08350","0.10438","0.12538","0.15250","0.22613"
"17.09.2021","Fri","0.07075","0.07338","0.08350","0.10188","0.12388","0.15225","0.22438"
"16.09.2021","Thu","0.07425","0.07413","0.08738","0.10013","0.12200","0.14950","0.22425"
"15.09.2021","Wed","0.07213","0.07363","0.08413","0.09725","0.12000","0.14838","0.22163"
"14.09.2021","Tue","0.07188","0.07350","0.08463","0.09663","0.11800","0.14788","0.22250"
"13.09.2021","Mon","0.07338","0.07475","0.08375","0.09950","0.11600","0.14863","0.22313"
"10.09.2021","Fri","0.07163","0.07175","0.08388","0.09750","0.11575","0.14938","0.22250"
"09.09.2021","Thu","0.07188","0.07113","0.08263","0.09700","0.11413","0.14663","0.22388"
"08.09.2021","Wed","0.06963","0.07113","0.08475","0.09688","0.11575","0.14975","0.22313"
"07.09.2021","Tue","0.07288","0.06900","0.08313","0.09725","0.11600","0.14813","0.22000"
"06.09.2021","Mon","","0.07325","0.08300","0.09600","0.11463","0.14875","0.21950"
"03.09.2021","Fri","0.07075","0.07488","0.08288","0.09613","0.11550","0.14838","0.22275"
"02.09.2021","Thu","0.07350","0.07625","0.08288","0.09263","0.11763","0.14763","0.22275"
"01.09.2021","Wed","0.07288","0.07700","0.08325","0.09663","0.11888","0.15188","0.22763"
"31.08.2021","Tue","0.07338","0.07850","0.08250","0.09525","0.11963","0.14963","0.22788"
"27.08.2021","Fri","0.07613","0.08288","0.08600","0.09813","0.11988","0.15475","0.23513"
