"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"11.08.2022","Thu","2.32400","","2.39100","","2.90514","3.48871","3.92814"
"10.08.2022","Wed","2.31629","","2.40043","","2.92271","3.54657","3.99814"
"09.08.2022","Tue","2.31800","","2.38014","","2.92100","3.55043","3.99086"
"08.08.2022","Mon","2.31729","","2.38857","","2.91157","3.56886","3.99471"
"05.08.2022","Fri","2.31200","","2.36943","","2.86671","3.42557","3.85986"
"04.08.2022","Thu","2.30957","","2.37271","","2.86329","3.39271","3.87900"
"03.08.2022","Wed","2.31029","","2.37629","","2.83229","3.38900","3.84314"
"02.08.2022","Tue","2.30714","","2.35729","","2.80700","3.31343","3.70771"
"01.08.2022","Mon","2.31157","","2.36686","","2.80214","3.37614","3.74214"
"29.07.2022","Fri","2.32157","","2.36229","","2.78829","3.32986","3.70729"
"28.07.2022","Thu","2.30343","","2.37314","","2.78229","3.34071","3.76214"
"27.07.2022","Wed","1.56343","","2.37229","","2.80586","3.37071","3.81200"
"26.07.2022","Tue","1.55943","","2.34600","","2.79286","3.34643","3.80700"
"25.07.2022","Mon","1.56586","","2.29971","","2.76929","3.28529","3.77529"
"22.07.2022","Fri","1.56457","","2.25229","","2.76629","3.32286","3.81429"
"21.07.2022","Thu","1.56571","","2.25900","","2.78300","3.37743","3.91871"
"20.07.2022","Wed","1.56914","","2.21357","","2.75900","3.33386","3.89300"
"19.07.2022","Tue","1.56214","","2.16157","","2.73171","3.29886","3.86957"
"18.07.2022","Mon","1.57014","","2.12643","","2.70986","3.26743","3.86300"
"15.07.2022","Fri","1.56514","","2.12029","","2.73757","3.31129","3.89643"
"14.07.2022","Thu","1.55814","","2.15600","","2.74029","3.38129","3.97829"
"13.07.2022","Wed","1.56129","","1.99914","","2.51200","3.06100","3.73414"
"12.07.2022","Tue","1.56829","","1.97143","","2.48300","3.06443","3.68671"
"11.07.2022","Mon","1.56386","","1.96443","","2.45514","3.07043","3.72200"
"08.07.2022","Fri","1.56057","","1.89971","","2.42300","3.04843","3.64486"
"07.07.2022","Thu","1.56771","","1.87214","","2.42757","3.05614","3.65743"
"06.07.2022","Wed","1.56243","","1.80686","","2.39057","2.99886","3.55400"
"05.07.2022","Tue","1.56343","","1.79100","","2.34829","2.96657","3.59229"
"04.07.2022","Mon","","","1.77729","","2.32171","2.94329","3.55129"
"01.07.2022","Fri","1.56729","","1.79757","","2.29286","2.89929","3.56429"
"30.06.2022","Thu","1.57900","","1.78671","","2.28514","2.93514","3.61900"
"29.06.2022","Wed","1.57029","","1.71314","","2.27714","2.94671","3.61357"
"28.06.2022","Tue","1.57086","","1.66614","","2.25043","2.87686","3.60729"
"27.06.2022","Mon","1.57100","","1.65229","","2.23157","2.86214","3.57200"
"24.06.2022","Fri","1.57614","","1.63271","","2.23443","2.86657","3.54471"
"23.06.2022","Thu","1.57100","","1.62357","","2.19729","2.83529","3.53329"
"22.06.2022","Wed","1.57129","","1.63271","","2.18457","2.82657","3.57986"
"21.06.2022","Tue","1.57500","","1.64157","","2.15443","2.84186","3.62543"
"20.06.2022","Mon","","","1.62629","","2.12343","2.81286","3.62057"
"17.06.2022","Fri","1.56743","","1.61229","","2.09586","2.78043","3.58586"
"16.06.2022","Thu","1.56486","","1.59514","","2.06343","2.74757","3.67400"
"15.06.2022","Wed","0.82486","","1.52343","","2.02957","2.74829","3.61257"
"14.06.2022","Tue","0.81586","","1.50929","","2.00329","2.66800","3.58129"
"13.06.2022","Mon","0.82029","","1.32400","","1.82886","2.51014","3.36986"
"10.06.2022","Fri","0.81929","","1.28214","","1.74471","2.31157","3.00543"
"09.06.2022","Thu","0.82000","","1.25471","","1.72129","2.29429","2.95857"
"08.06.2022","Wed","0.81957","","1.19971","","1.68771","2.26643","2.91214"
"07.06.2022","Tue","0.82657","","1.19029","","1.69043","2.23843","2.88957"
"06.06.2022","Mon","0.82143","","1.15971","","1.66500","2.18800","2.85229"
"01.06.2022","Wed","0.81914","","1.11971","","1.62600","2.10929","2.77543"
"31.05.2022","Tue","0.82200","","1.11986","","1.61071","2.10600","2.74000"
"30.05.2022","Mon","","","1.06157","","1.58043","2.06886","2.69757"
"27.05.2022","Fri","0.82557","","1.06171","","1.59786","2.08614","2.69571"
"26.05.2022","Thu","0.81729","","1.05957","","1.57486","2.07571","2.68157"
"25.05.2022","Wed","0.81943","","1.02300","","1.55286","2.05429","2.68400"
"24.05.2022","Tue","0.82386","","1.01657","","1.53100","2.07114","2.68886"
"23.05.2022","Mon","0.82314","","1.00571","","1.52386","2.06186","2.71800"
"20.05.2022","Fri","0.82471","","0.97357","","1.50643","2.06557","2.73000"
"19.05.2022","Thu","0.82000","","0.96071","","1.50486","2.02557","2.70600"
"18.05.2022","Wed","0.82029","","0.92729","","1.47800","2.03314","2.74100"
"17.05.2022","Tue","0.82014","","0.92843","","1.44757","2.00514","2.67771"
"16.05.2022","Mon","0.82229","","0.93557","","1.45500","2.01700","2.65686"
"13.05.2022","Fri","0.82571","","0.88671","","1.44371","1.99500","2.65214"
"12.05.2022","Thu","0.82686","","0.87471","","1.41129","1.95886","2.62986"
"11.05.2022","Wed","0.82600","","0.85414","","1.42186","1.96271","2.61671"
"10.05.2022","Tue","0.82371","","0.84314","","1.39986","1.93200","2.58829"
"09.05.2022","Mon","0.82500","","0.84443","","1.39857","1.98014","2.67486"
"06.05.2022","Fri","0.81857","","0.84214","","1.40186","1.96457","2.69471"
"05.05.2022","Thu","0.81514","","0.84486","","1.37071","1.97214","2.67214"
"04.05.2022","Wed","0.33029","","0.84514","","1.40614","2.01957","2.74843"
"03.05.2022","Tue","0.33029","","0.83171","","1.36329","1.98086","2.69486"
"29.04.2022","Fri","0.33000","","0.80329","","1.33486","1.91071","2.62857"
"28.04.2022","Thu","0.32500","","0.80000","","1.28600","1.84814","2.54914"
"27.04.2022","Wed","0.32486","","0.76371","","1.23886","1.82629","2.54414"
"26.04.2022","Tue","0.33014","","0.74871","","1.23814","1.82771","2.54629"
"25.04.2022","Mon","0.33043","","0.69800","","1.22486","1.81871","2.55171"
"22.04.2022","Fri","0.32643","","0.70343","","1.21371","1.82371","2.60671"
"21.04.2022","Thu","0.32643","","0.66786","","1.18400","1.72157","2.44043"
"20.04.2022","Wed","0.32343","","0.63157","","1.13629","1.67457","2.36886"
"19.04.2022","Tue","0.33100","","0.62471","","1.09829","1.60714","2.30257"
"14.04.2022","Thu","0.32229","","0.59443","","1.06271","1.55671","2.22157"
"13.04.2022","Wed","0.32729","","0.55414","","1.04429","1.55157","2.25143"
"12.04.2022","Tue","0.32629","","0.55129","","1.03843","1.56414","2.30771"
"11.04.2022","Mon","0.32586","","0.52457","","1.02143","1.55343","2.28043"
"08.04.2022","Fri","0.32757","","0.51400","","1.01071","1.54043","2.27157"
"07.04.2022","Thu","0.32114","","0.48814","","0.98886","1.50257","2.21486"
"06.04.2022","Wed","0.32800","","0.45143","","0.98643","1.50171","2.24343"
"05.04.2022","Tue","0.32614","","0.44600","","0.96657","1.47486","2.22786"
"04.04.2022","Mon","0.32757","","0.42857","","0.96900","1.49271","2.20143"
"01.04.2022","Fri","0.32729","","0.43757","","0.96200","1.48914","2.17157"
"31.03.2022","Thu","0.33171","","0.45200","","0.96157","1.46986","2.10143"
"30.03.2022","Wed","0.32814","","0.45514","","0.96686","1.47200","2.12586"
"29.03.2022","Tue","0.32757","","0.45743","","1.00600","1.49971","2.20300"
"28.03.2022","Mon","0.32786","","0.44943","","0.99629","1.49271","2.19886"
"25.03.2022","Fri","0.32657","","0.44514","","0.98286","1.45114","2.08871"
"24.03.2022","Thu","0.32786","","0.44714","","0.96557","1.42586","2.05786"
"23.03.2022","Wed","0.32871","","0.45657","","0.96571","1.38971","2.01086"
"22.03.2022","Tue","0.32743","","0.45486","","0.95371","1.38457","2.01257"
"21.03.2022","Mon","0.33014","","0.44400","","0.95757","1.33614","1.86814"
"18.03.2022","Fri","0.32871","","0.44657","","0.93400","1.28757","1.78643"
