中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   SEP- 2020 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
30SEP20,0.17300 ,0.24167 ,0.38733 ,0.44211 ,0.47989 ,0.56911 ,0.70111 ,0.84111 
29SEP20,0.17289 ,0.24144 ,0.38733 ,0.44200 ,0.47978 ,0.56900 ,0.70100 ,0.84100 
28SEP20,0.17278 ,0.24144 ,0.38722 ,0.44200 ,0.47989 ,0.56900 ,0.70100 ,0.84100 
26SEP20,0.17278 ,0.24133 ,0.38722 ,0.44189 ,0.47978 ,0.56889 ,0.70089 ,0.84089 
25SEP20,0.17278 ,0.24133 ,0.38722 ,0.44189 ,0.47978 ,0.56889 ,0.70089 ,0.84089 
24SEP20,0.17278 ,0.24133 ,0.38722 ,0.44189 ,0.47978 ,0.56889 ,0.70089 ,0.84089 
23SEP20,0.17278 ,0.24144 ,0.38722 ,0.44200 ,0.47989 ,0.56900 ,0.70100 ,0.84100 
22SEP20,0.17278 ,0.24133 ,0.38722 ,0.44189 ,0.47978 ,0.56889 ,0.70089 ,0.84089 
21SEP20,0.17278 ,0.24144 ,0.38722 ,0.44200 ,0.47989 ,0.56900 ,0.70100 ,0.84100 
18SEP20,0.17278 ,0.24133 ,0.38722 ,0.44189 ,0.47978 ,0.56889 ,0.70089 ,0.84089 
17SEP20,0.17278 ,0.24133 ,0.38722 ,0.44189 ,0.47978 ,0.56889 ,0.70089 ,0.84089 
16SEP20,0.17278 ,0.24133 ,0.38722 ,0.44178 ,0.47967 ,0.56878 ,0.70078 ,0.84078 
15SEP20,0.17278 ,0.24133 ,0.38722 ,0.44189 ,0.47978 ,0.56889 ,0.70089 ,0.84089 
14SEP20,0.17278 ,0.24144 ,0.38722 ,0.44200 ,0.47989 ,0.56900 ,0.70100 ,0.84100 
11SEP20,0.17278 ,0.24133 ,0.38722 ,0.44189 ,0.47978 ,0.56889 ,0.70089 ,0.84089 
10SEP20,0.17278 ,0.24133 ,0.38722 ,0.44189 ,0.47978 ,0.56889 ,0.70089 ,0.84089 
09SEP20,0.17278 ,0.24144 ,0.38722 ,0.44200 ,0.47989 ,0.56900 ,0.70100 ,0.84100 
08SEP20,0.17278 ,0.24144 ,0.38722 ,0.44200 ,0.47989 ,0.56900 ,0.70100 ,0.84100 
07SEP20,0.17278 ,0.24133 ,0.38722 ,0.44189 ,0.47978 ,0.56889 ,0.70089 ,0.84089 
04SEP20,0.17278 ,0.24144 ,0.38722 ,0.44200 ,0.47989 ,0.56900 ,0.70100 ,0.84100 
03SEP20,0.17278 ,0.24144 ,0.38722 ,0.44189 ,0.47978 ,0.56889 ,0.70089 ,0.84089 
02SEP20,0.17278 ,0.24156 ,0.38722 ,0.44200 ,0.47989 ,0.56900 ,0.70100 ,0.84100 
01SEP20,0.17289 ,0.24156 ,0.38733 ,0.44211 ,0.48000 ,0.56911 ,0.70111 ,0.84111 
======================================================================,,,,,,,,
