中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   JAN- 2020 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
31JAN20,0.26578 ,0.34211 ,0.54556 ,0.62611 ,0.66811 ,0.79378 ,0.92889 ,1.06478 
30JAN20,0.26600 ,0.34233 ,0.54578 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
22JAN20,0.26589 ,0.34222 ,0.54567 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
21JAN20,0.26600 ,0.34233 ,0.54578 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
20JAN20,0.26600 ,0.34233 ,0.54578 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
17JAN20,0.26589 ,0.34222 ,0.54567 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
16JAN20,0.26600 ,0.34233 ,0.54578 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
15JAN20,0.26600 ,0.34233 ,0.54578 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
14JAN20,0.26600 ,0.34233 ,0.54578 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
13JAN20,0.26600 ,0.34233 ,0.54578 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
10JAN20,0.26600 ,0.34222 ,0.54567 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
09JAN20,0.26722 ,0.34211 ,0.54556 ,0.62611 ,0.66811 ,0.79378 ,0.92889 ,1.06478 
08JAN20,0.26589 ,0.34222 ,0.54567 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
07JAN20,0.26611 ,0.34233 ,0.54578 ,0.62644 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
06JAN20,0.26633 ,0.34233 ,0.54600 ,0.62667 ,0.66833 ,0.79422 ,0.92889 ,1.06522 
03JAN20,0.26622 ,0.34233 ,0.54589 ,0.62656 ,0.66822 ,0.79411 ,0.92889 ,1.06511 
02JAN20,0.26633 ,0.34233 ,0.54600 ,0.62656 ,0.66833 ,0.79422 ,0.92889 ,1.06522 
======================================================================,,,,,,,,
