中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   JUL- 2020 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
31JUL20,0.17422 ,0.24200 ,0.38711 ,0.44189 ,0.47989 ,0.56889 ,0.70089 ,0.84089 
30JUL20,0.17422 ,0.24189 ,0.38711 ,0.44178 ,0.47978 ,0.56878 ,0.70078 ,0.84078 
29JUL20,0.17422 ,0.24200 ,0.38711 ,0.44189 ,0.47989 ,0.56889 ,0.70089 ,0.84089 
28JUL20,0.17422 ,0.24189 ,0.38711 ,0.44178 ,0.47978 ,0.56878 ,0.70078 ,0.84078 
27JUL20,0.17422 ,0.24200 ,0.38711 ,0.44189 ,0.47989 ,0.56900 ,0.70089 ,0.84089 
24JUL20,0.17422 ,0.24200 ,0.38711 ,0.44189 ,0.47989 ,0.56900 ,0.70089 ,0.84089 
23JUL20,0.17422 ,0.24200 ,0.38711 ,0.44189 ,0.47989 ,0.56900 ,0.70089 ,0.84089 
22JUL20,0.17422 ,0.24189 ,0.38711 ,0.44167 ,0.47978 ,0.56878 ,0.70067 ,0.84067 
21JUL20,0.17422 ,0.24189 ,0.38711 ,0.44178 ,0.47978 ,0.56889 ,0.70078 ,0.84078 
20JUL20,0.17422 ,0.24189 ,0.38711 ,0.44178 ,0.47978 ,0.56900 ,0.70078 ,0.84089 
17JUL20,0.17433 ,0.24200 ,0.38744 ,0.44189 ,0.47989 ,0.56911 ,0.70089 ,0.84100 
16JUL20,0.17400 ,0.24189 ,0.38733 ,0.44178 ,0.47978 ,0.56900 ,0.70078 ,0.84089 
15JUL20,0.17400 ,0.24189 ,0.38733 ,0.44178 ,0.47978 ,0.56900 ,0.70078 ,0.84089 
14JUL20,0.17411 ,0.24200 ,0.38744 ,0.44189 ,0.47989 ,0.56922 ,0.70089 ,0.84100 
13JUL20,0.17400 ,0.24189 ,0.38744 ,0.44178 ,0.47978 ,0.56967 ,0.70078 ,0.84089 
10JUL20,0.17411 ,0.24200 ,0.38767 ,0.44200 ,0.47989 ,0.56978 ,0.70089 ,0.84100 
09JUL20,0.17400 ,0.24189 ,0.38867 ,0.44300 ,0.47978 ,0.56967 ,0.70078 ,0.84089 
08JUL20,0.17400 ,0.24189 ,0.38867 ,0.44300 ,0.47978 ,0.56967 ,0.70078 ,0.84100 
07JUL20,0.17433 ,0.24222 ,0.38889 ,0.44333 ,0.47989 ,0.57033 ,0.70133 ,0.84167 
06JUL20,0.17433 ,0.24222 ,0.38889 ,0.44333 ,0.47978 ,0.57033 ,0.70133 ,0.84156 
03JUL20,0.17422 ,0.24211 ,0.38878 ,0.44322 ,0.47922 ,0.56989 ,0.70100 ,0.84111 
02JUL20,0.17444 ,0.24222 ,0.38889 ,0.44344 ,0.47933 ,0.57011 ,0.70111 ,0.84122 
01JUL20,0.17489 ,0.24211 ,0.38944 ,0.44389 ,0.47978 ,0.57122 ,0.70111 ,0.84122 
======================================================================,,,,,,,,
