中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   APR- 2020 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
30APR20,0.17400 ,0.24144 ,0.39067 ,0.44244 ,0.48100 ,0.57056 ,0.70133 ,0.84044 
29APR20,0.17389 ,0.24144 ,0.39056 ,0.44244 ,0.48089 ,0.57033 ,0.70111 ,0.84022 
28APR20,0.17411 ,0.24156 ,0.39078 ,0.44267 ,0.48111 ,0.57089 ,0.70156 ,0.84067 
27APR20,0.17400 ,0.24144 ,0.39067 ,0.44333 ,0.48089 ,0.57067 ,0.70133 ,0.84044 
24APR20,0.17400 ,0.24144 ,0.39067 ,0.44333 ,0.48033 ,0.57056 ,0.70133 ,0.84044 
23APR20,0.17389 ,0.24144 ,0.39056 ,0.44322 ,0.48033 ,0.57033 ,0.70100 ,0.84011 
22APR20,0.17411 ,0.24167 ,0.39078 ,0.44289 ,0.48067 ,0.57078 ,0.70144 ,0.84044 
21APR20,0.17522 ,0.24322 ,0.39167 ,0.44444 ,0.48311 ,0.57378 ,0.70444 ,0.84211 
20APR20,0.17400 ,0.24200 ,0.39044 ,0.44267 ,0.47967 ,0.57044 ,0.70056 ,0.83956 
17APR20,0.17389 ,0.24189 ,0.39033 ,0.44256 ,0.47956 ,0.57011 ,0.70022 ,0.83922 
16APR20,0.17400 ,0.24200 ,0.39044 ,0.44267 ,0.47967 ,0.57022 ,0.70033 ,0.83933 
15APR20,0.17389 ,0.24189 ,0.39033 ,0.44256 ,0.47956 ,0.57011 ,0.70022 ,0.83922 
14APR20,0.17411 ,0.24200 ,0.39044 ,0.44267 ,0.47967 ,0.57033 ,0.70044 ,0.83944 
13APR20,0.17478 ,0.24211 ,0.39033 ,0.44278 ,0.47978 ,0.57078 ,0.70100 ,0.83989 
10APR20,0.17478 ,0.24211 ,0.38922 ,0.44267 ,0.47967 ,0.57067 ,0.70100 ,0.83978 
09APR20,0.17467 ,0.24200 ,0.38856 ,0.44200 ,0.47900 ,0.56967 ,0.70056 ,0.83933 
08APR20,0.17467 ,0.24200 ,0.38856 ,0.44200 ,0.47900 ,0.56967 ,0.70056 ,0.83944 
07APR20,0.17478 ,0.24211 ,0.38856 ,0.44211 ,0.47911 ,0.57011 ,0.70100 ,0.83978 
06APR20,0.17467 ,0.24200 ,0.38844 ,0.44200 ,0.47900 ,0.56967 ,0.70056 ,0.83944 
01APR20,0.17478 ,0.24211 ,0.38811 ,0.44200 ,0.47911 ,0.56978 ,0.70078 ,0.83956 
======================================================================,,,,,,,,
