交易日期,到期天數,上市天數(交易日),model1
2021/08/06,12,13,0.17727270901886383
2021/08/09,9,14,0.10083633870967496
2021/08/10,8,15,0.026024433466211756
2021/08/11,7,16,0.03995035257344971
2021/08/12,6,17,0.054949129518098196
2021/08/13,5,18,0.08077673622841612
2021/08/16,2,19,0.03539419884379306
2021/08/17,1,20,0.019878158054590533
2021/08/19,27,2,0.11299411547813842
2021/08/20,26,3,0.09673596084769084
2021/08/23,23,4,0.3586959995771075
2021/08/24,22,5,0.22760154106203495
2021/08/25,21,6,0.3415884043989333
2021/08/26,20,7,0.21707593903527514
2021/08/27,19,8,0.13260670041674316
2021/08/30,16,9,0.13269757723925948
2021/08/31,15,10,0.20496798300333033
2021/09/01,14,11,0.16314979274585023
2021/09/02,13,12,0.17839224253980648
2021/09/03,12,13,0.1718803689253592
2021/09/06,9,14,0.20787489134638534
2021/09/07,8,15,0.1486501034244088
2021/09/08,7,16,0.11371178420249298
2021/09/09,6,17,0.09167409136620265
2021/09/10,5,18,0.05842218143721967
2021/09/13,2,19,0.07016881433987851
2021/09/14,1,20,0.04739378510161341
2021/09/16,34,2,0.06277998606465685
2021/09/17,33,3,0.03146941369313029
2021/09/22,28,4,0.018803031049066797
2021/09/23,27,5,0.029225190302365936
2021/09/24,26,6,0.05598421223537974
2021/09/27,23,7,0.08389271387176882
2021/09/28,22,8,0.06519695354154809
2021/09/29,21,9,0.0456945725674624
2021/09/30,20,10,0.0320477901002146
2021/10/01,19,11,0.10166226304363822
2021/10/04,16,12,0.13776869738265107
2021/10/05,15,13,0.11379084094408308
2021/10/06,14,14,0.21830697537233168
2021/10/07,13,15,0.3044542568335069
2021/10/08,12,16,0.20751652815837332
2021/10/12,8,17,0.17597240781687254
2021/10/13,7,18,0.09364018290112236
2021/10/14,6,19,0.08355270982986562
2021/10/15,5,20,0.08808258859346996
2021/10/18,2,21,0.07087433877413148
2021/10/19,1,22,0.03165370931893808
2021/10/21,27,2,0.07883735981187948
2021/10/22,26,3,0.027295955346537438
2021/10/25,23,4,0.04068595720392053
2021/10/26,22,5,0.030504703474499142
2021/10/27,21,6,0.05463501011036
2021/10/28,20,7,0.05982979566125318
2021/10/29,19,8,0.042357655617294966
2021/11/01,16,9,0.053286062761111405
2021/11/02,15,10,0.07028877019537691
2021/11/03,14,11,0.0692460756045874
2021/11/04,13,12,0.08677475522161775
2021/11/05,12,13,0.054764339790447446
2021/11/08,9,14,0.05100935876541421
2021/11/09,8,15,0.05404803986533213
2021/11/10,7,16,0.10566788649142335
2021/11/11,6,17,0.06020352981233473
2021/11/12,5,18,0.03290666530146653
2021/11/15,2,19,0.02908838670659657
2021/11/16,1,20,0.03826603355629122
2021/11/18,27,2,0.03092763531103493
2021/11/19,26,3,0.013251690371555274
2021/11/22,23,4,0.010906487864227755
2021/11/23,22,5,0.02260203510920358
2021/11/24,21,6,0.02043034285534974
2021/11/25,20,7,0.021548254740105816
2021/11/26,19,8,0.030581555563219336
2021/11/29,16,9,0.053721196566698395
2021/11/30,15,10,0.049079768662067334
2021/12/01,14,11,0.05306358220768709
2021/12/02,13,12,0.11180823451130459
2021/12/03,12,13,0.15012202493228632
2021/12/06,9,14,0.17966688541471984
2021/12/07,8,15,0.10363240929689584
2021/12/08,7,16,0.12610264814707198
2021/12/09,6,17,0.14220582975939983
2021/12/10,5,18,0.17537948193792036
2021/12/13,2,19,0.042453412055371016
2021/12/14,1,20,0.010319711131630561
2021/12/16,34,2,0.042362126186424966
2021/12/17,33,3,0.016902204974516808
2021/12/20,30,4,0.01072632053134555
2021/12/21,29,5,0.010383057230612351
