交易日期,到期天數,model1
2021/08/06,12,1220.120130958754
2021/08/09,9,554.0542493393232
2021/08/10,8,116.50152223974625
2021/08/11,7,181.8607314934263
2021/08/12,6,206.53549660994827
2021/08/13,5,199.54482538664763
2021/08/16,2,53.52334420155738
2021/08/17,1,17.243680448696118
2021/08/19,27,503.8544443359334
2021/08/20,26,360.832126605965
2021/08/23,23,3000.7983662274182
2021/08/24,22,1578.364607019003
2021/08/25,21,2281.4696475924634
2021/08/26,20,1540.073962039848
2021/08/27,19,1379.2699297204647
2021/08/30,16,1260.2692292300685
2021/08/31,15,2114.875577442502
2021/09/01,14,1627.0968957356629
2021/09/02,13,1464.8073519999118
2021/09/03,12,2342.693665305525
2021/09/06,9,1624.57059951669
2021/09/07,8,2076.670947100342
2021/09/08,7,654.5742888898488
2021/09/09,6,319.54502436645396
2021/09/10,5,512.0402910997273
2021/09/13,2,272.2819112242323
2021/09/14,1,105.18219651454336
2021/09/16,34,726.3670938994471
2021/09/17,33,422.47048066846753
2021/09/22,28,135.16598746234982
2021/09/23,27,196.79761959395793
2021/09/24,26,491.0583488070322
2021/09/27,23,926.7740570422831
2021/09/28,22,475.3027953282102
2021/09/29,21,225.75246357289276
2021/09/30,20,179.77682813399767
2021/10/01,19,264.78937153094444
2021/10/04,16,413.7088798971266
2021/10/05,15,444.87569420811
2021/10/06,14,732.9138720433083
2021/10/07,13,1176.5812662816395
2021/10/08,12,844.2871642541305
2021/10/12,8,394.18781144096545
2021/10/13,7,264.2745056100164
2021/10/14,6,330.449016829119
2021/10/15,5,840.1433096756527
2021/10/18,2,358.5223185274426
2021/10/19,1,82.94584419722773
2021/10/21,27,1079.1094477026177
2021/10/22,26,388.8625707086831
2021/10/25,23,552.2840907741429
2021/10/26,22,525.9707180940692
2021/10/27,21,1412.4941048867993
2021/10/28,20,1399.627182365486
2021/10/29,19,692.1717173289053
2021/11/01,16,1357.063088284689
2021/11/02,15,1168.6724719387655
2021/11/03,14,1101.7462115943574
2021/11/04,13,1637.703650261
2021/11/05,12,1414.4505325509472
2021/11/08,9,1763.3168667118541
2021/11/09,8,2369.9557585768184
2021/11/10,7,2362.8892443175623
2021/11/11,6,1412.8390905390293
2021/11/12,5,1084.0943072041352
2021/11/15,2,424.1599515609654
2021/11/16,1,74.20087622332669
2021/11/18,27,674.4171230788411
2021/11/19,26,326.90182372808727
2021/11/22,23,193.18212451223758
2021/11/23,22,390.01878474932647
2021/11/24,21,372.26901837584904
2021/11/25,20,454.58221067921147
2021/11/26,19,230.82948786483252
2021/11/29,16,254.64560121185283
2021/11/30,15,270.1990396632801
2021/12/01,14,432.11366742923724
2021/12/02,13,783.85600311957
2021/12/03,12,1284.1310881705956
2021/12/06,9,1330.4864560541955
2021/12/07,8,907.227862792066
2021/12/08,7,1215.3542621433194
2021/12/09,6,2199.1120667537334
2021/12/10,5,1641.784288661142
2021/12/13,2,267.07242051010115
2021/12/14,1,13.930073261361178
2021/12/16,34,643.8094199334978
2021/12/17,33,179.39109581292556
2021/12/20,30,74.38589209070652
2021/12/21,29,117.365020933659
2021/12/22,28,212.35476426386856
2021/12/23,27,895.1493528805421
2021/12/24,26,1702.5972353990642
2021/12/27,23,938.0643845210302
2021/12/28,22,611.1055510892951
2021/12/29,21,650.0352322472876
2021/12/30,20,276.30111393463307
2022/01/03,16,492.6332943218129
2022/01/04,15,7476.875425950789
2022/01/05,14,1806.5048335333508
2022/01/06,13,568.5276898772594
2022/01/07,12,343.28144190526035
2022/01/10,9,2525.0016050224995
2022/01/11,8,1753.5437656031338
2022/01/12,7,5082.52204676863
2022/01/13,6,3747.8512185757563
2022/01/14,5,1051.97936836626
2022/01/17,2,150.3130903852707
2022/01/18,1,72.46942555383704
2022/01/20,27,1239.5125650174955
2022/01/21,26,585.4251581059578
2022/01/24,23,361.86784205262927
2022/01/25,22,337.03607528857594
2022/01/26,21,286.5341005100846
2022/02/07,9,431.4718222726597
2022/02/08,8,651.9762630623223
2022/02/09,7,1289.4812125367687
2022/02/10,6,561.9632691848811
2022/02/11,5,150.908002866535
2022/02/14,2,71.42301336042296
2022/02/15,1,15.062368623105607
2022/02/17,27,508.63742632538634
2022/02/18,26,411.1631317963231
2022/02/21,23,345.15122551271645
2022/02/22,22,544.3020629008464
2022/02/23,21,202.1930779099178
2022/02/24,20,431.0589354099087
2022/02/25,19,744.9238076080313
2022/03/01,15,728.3485096511814
2022/03/02,14,515.5001361962692
2022/03/03,13,710.7597528733645
2022/03/04,12,223.98735244840438
2022/03/07,9,97.16046204757748
2022/03/08,8,404.02595377245035
2022/03/09,7,240.8346680500642
2022/03/10,6,917.7600576357689
2022/03/11,5,694.7418159734026
2022/03/14,2,251.70216714599354
2022/03/15,1,45.38091822836596
2022/03/17,34,680.2290546760032
2022/03/18,33,1216.2706805304676
2022/03/21,30,1480.4655931969135
2022/03/22,29,571.9113780823455
2022/03/23,28,786.129905496905
2022/03/24,27,240.85992845730513
2022/03/25,26,179.4882127390502
2022/03/28,23,137.03979616163684
2022/03/29,22,156.67586282295503
2022/03/30,21,546.4499150406243
2022/03/31,20,574.0705697053576
2022/04/01,19,236.66300903832152
2022/04/06,14,225.3262927383523
2022/04/07,13,67.82340626139987
2022/04/08,12,160.25646596775067
2022/04/11,9,209.3839428118779
2022/04/12,8,469.09704815413727
2022/04/13,7,622.4945494621526
2022/04/14,6,708.7653527321471
2022/04/15,5,640.5332761220379
2022/04/18,2,209.48608348752154
2022/04/19,1,50.471903478316094
2022/04/21,27,484.5659664614765
