交易日期,到期天數,上市天數(交易日),model1
2021/08/12,6,17,0.0031170087828709275
2021/08/13,5,18,0.00907127999206407
2021/08/16,2,19,0.0457589724884393
2021/08/17,1,20,0.21212204512272617
2021/08/19,27,2,0.001880614867042548
2021/08/20,26,3,0.002090096443425697
2021/08/23,23,4,0.00212734518589716
2021/08/24,22,5,0.0023860344735442385
2021/08/25,21,6,0.0017966292906118025
2021/08/26,20,7,0.0027907445449613065
2021/08/27,19,8,0.002492663731677243
2021/08/30,16,9,0.0017154907562053816
2021/08/31,15,10,0.0026417537490576208
2021/09/01,14,11,0.002264159254838873
2021/09/02,13,12,0.0012799123323097912
2021/09/03,12,13,0.002669987422594932
2021/09/06,9,14,0.0008962483352122453
2021/09/07,8,15,0.0012331583853324995
2021/09/08,7,16,0.0011236519730018742
2021/09/09,6,17,0.0031639452848361387
2021/09/10,5,18,0.0006389036172079942
2021/09/13,2,19,0.010054921690249699
2021/09/14,1,20,0.049071141819233256
2021/09/16,34,2,0.002914656279013756
2021/09/17,33,3,0.0031332955731199668
2021/09/22,28,4,0.002688431546126303
2021/09/23,27,5,0.00186382858168288
2021/09/24,26,6,0.0024047638151504353
2021/09/27,23,7,0.002783892386899711
2021/09/28,22,8,0.0016796379197357345
2021/09/29,21,9,0.000996228104100362
2021/09/30,20,10,0.0012754498530555733
2021/10/01,19,11,0.0053333709468709935
2021/10/04,16,12,0.0039305484188567885
2021/10/05,15,13,0.0017151780855300704
2021/10/06,14,14,0.002160361026814005
2021/10/07,13,15,0.002626412514667139
2021/10/08,12,16,0.0017126489089317014
2021/10/12,8,17,0.008427211486957254
2021/10/13,7,18,0.0059301694603551645
2021/10/14,6,19,0.002207601990503703
2021/10/15,5,20,0.0012545489546265413
2021/10/18,2,21,0.017334593988739076
2021/10/19,1,22,0.04937291512003676
2021/10/21,27,2,0.00428824594856169
2021/10/22,26,3,0.005295876616956337
2021/10/25,23,4,0.0056080775698406065
2021/10/26,22,5,0.006149071990186411
2021/10/27,21,6,0.006799651567932413
2021/10/28,20,7,0.007263454636107206
2021/10/29,19,8,0.004645862862658202
2021/11/01,16,9,0.004828055495646885
2021/11/02,15,10,0.0026226322797648577
2021/11/03,14,11,0.003395906891160478
2021/11/04,13,12,0.0031899179519811758
2021/11/05,12,13,0.004197854659897865
2021/11/08,9,14,0.006143618677100239
2021/11/09,8,15,0.0024482248082106895
2021/11/10,7,16,0.002088955456074778
2021/11/11,6,17,0.0016304768094312244
2021/11/12,5,18,0.00047137287397720215
2021/11/15,2,19,0.004341910751273983
2021/11/16,1,20,0.066775080545885
2021/11/18,27,2,0.006645806027681668
2021/11/19,26,3,0.005526394280420764
2021/11/22,23,4,0.0028311050356533674
2021/11/23,22,5,0.0035244585134348457
2021/11/24,21,6,0.004359275805608183
2021/11/25,20,7,0.004408856066575465
2021/11/26,19,8,0.0021399941269292814
2021/11/29,16,9,0.0018210027706880468
2021/11/30,15,10,0.0017309776815384512
2021/12/01,14,11,0.001620441687876037
2021/12/02,13,12,0.0009641947759968387
2021/12/03,12,13,0.0020747470087645547
2021/12/06,9,14,0.0010813356797443334
2021/12/07,8,15,0.0006969125972136144
2021/12/08,7,16,0.0025199120839306307
2021/12/09,6,17,0.0014099257220816913
2021/12/10,5,18,0.00024761239417521783
2021/12/13,2,19,0.014205744850183544
2021/12/14,1,20,0.09183624378549078
2021/12/16,34,2,0.0036245491305488663
2021/12/17,33,3,0.003071639298915921
2021/12/20,30,4,0.0033072494822548788
2021/12/21,29,5,0.003421631611464142
2021/12/22,28,6,0.004097321961791143
2021/12/23,27,7,0.004142750797333487
2021/12/24,26,8,0.0059143961290603906
2021/12/27,23,9,0.005635949039337668
2021/12/28,22,10,0.005788662151341552
2021/12/29,21,11,0.007066183010631911
2021/12/30,20,12,0.005866574393189312
2022/01/03,16,13,0.006016404870626553
2022/01/04,15,14,0.013133551886549433
2022/01/05,14,15,0.0056537998134771365
2022/01/06,13,16,0.0016361254725145392
2022/01/07,12,17,0.0011622205952523102
2022/01/10,9,18,0.0014218746004492878
2022/01/11,8,19,0.002324105659439473
2022/01/12,7,20,0.005663371582652401
2022/01/13,6,21,0.006090122596492948
2022/01/14,5,22,0.0005051913775230034
2022/01/17,2,23,0.00978151580987878
2022/01/18,1,24,0.052888904122828366
2022/01/20,27,2,0.003008193480601879
2022/01/21,26,3,0.0028547332657233907
2022/01/24,23,4,0.0022923940793842744
2022/01/25,22,5,0.002880824781864172
2022/01/26,21,6,0.0029221597243712385
2022/02/07,9,7,0.0015261790775768105
2022/02/08,8,8,0.002692745299987557
2022/02/09,7,9,0.0022844324471884606
2022/02/10,6,10,0.001192871458353167
2022/02/11,5,11,0.006416842129350365
2022/02/14,2,12,0.02006510144818227
2022/02/15,1,13,0.0721158320691363
2022/02/17,27,2,0.002371403499575036
2022/02/18,26,3,0.001787698101835287
2022/02/21,23,4,0.0014081128221787502
2022/02/22,22,5,0.0010868859474007814
2022/02/23,21,6,0.0022437816472824297
2022/02/24,20,7,0.008713183008274008
2022/02/25,19,8,0.003362407946808193
2022/03/01,15,9,0.0028638212809246545
2022/03/02,14,10,0.002758048123553325
2022/03/03,13,11,0.0032503977113662536
2022/03/04,12,12,0.007383969673553776
2022/03/07,9,13,0.035080923729083044
2022/03/08,8,14,0.0036414197994096265
2022/03/09,7,15,0.0038149474091097296
2022/03/10,6,16,0.0056389270662029175
2022/03/11,5,17,0.006400247316763207
2022/03/14,2,18,0.010282337044728881
2022/03/15,1,19,0.053805061636574864
