交易日期,到期天數,上市天數(交易日),model1
2021/08/06,12,13,4.596856896496697e-05
2021/08/09,9,14,0.0006909535939450555
2021/08/10,8,15,0.0009935066579958636
2021/08/11,7,16,0.000302497988222244
2021/08/12,6,17,0.0006690146220708426
2021/08/13,5,18,0.004935222761405561
2021/08/16,2,19,0.014328177084941565
2021/08/17,1,20,0.014697894653735529
2021/08/19,27,2,0.0008047344885395723
2021/08/20,26,3,0.0014273262058614208
2021/08/23,23,4,0.001944295688217759
2021/08/24,22,5,0.00024589381855105
2021/08/25,21,6,8.676446230296746e-05
2021/08/26,20,7,7.287046051129271e-05
2021/08/27,19,8,0.00043376873474752477
2021/08/30,16,9,0.0001925056695757471
2021/08/31,15,10,0.00020686909695493243
2021/09/01,14,11,9.051667014253163e-05
2021/09/02,13,12,0.0001511784502691572
2021/09/03,12,13,0.0006063633596007951
2021/09/06,9,14,0.00033336529405745267
2021/09/07,8,15,0.0012780319576080057
2021/09/08,7,16,0.0016985902956045738
2021/09/09,6,17,0.002357831209309222
2021/09/10,5,18,0.003560780146803268
2021/09/13,2,19,0.0018318353870364452
2021/09/14,1,20,0.012192648832230766
2021/09/16,34,2,0.001149663477475248
2021/09/17,33,3,0.0011226242818715118
2021/09/22,28,4,0.00031948943997111445
2021/09/23,27,5,5.296381353702608e-05
2021/09/24,26,6,0.0002833448667338549
2021/09/27,23,7,0.0004909642178398759
2021/09/28,22,8,0.00014004702049734739
2021/09/29,21,9,0.0005967523798208607
2021/09/30,20,10,7.06262588125742e-05
2021/10/01,19,11,0.0033826251162677235
2021/10/04,16,12,0.0007968747929079051
2021/10/05,15,13,0.0004938337044326235
2021/10/06,14,14,0.00046460641916594436
2021/10/07,13,15,0.00017275937206338065
2021/10/08,12,16,0.0001286664802308827
2021/10/12,8,17,0.002275281392908759
2021/10/13,7,18,0.0003116427121281995
2021/10/14,6,19,0.0009450986776844374
2021/10/15,5,20,0.006722302219065179
2021/10/18,2,21,0.005243085596292887
2021/10/19,1,22,0.008136661071470635
2021/10/21,27,2,0.0010937165305047883
2021/10/22,26,3,0.0005683919256514067
2021/10/25,23,4,8.391120974523949e-05
2021/10/26,22,5,0.00019495568375128125
2021/10/27,21,6,0.00033532298655366215
2021/10/28,20,7,0.00028987599595870465
2021/10/29,19,8,0.00011914850904532829
2021/11/01,16,9,0.000460899226040031
2021/11/02,15,10,6.594474985321818e-05
2021/11/03,14,11,4.3439375288562984e-05
2021/11/04,13,12,0.0003085783631409605
2021/11/05,12,13,0.0004455218578212588
2021/11/08,9,14,0.000553624872295045
2021/11/09,8,15,0.0012465725900826909
2021/11/10,7,16,0.0005016515254567786
2021/11/11,6,17,0.0002819492407726574
2021/11/12,5,18,0.0012984949395320614
2021/11/15,2,19,0.002759288274149976
2021/11/16,1,20,0.019594696623520882
2021/11/18,27,2,0.0010178827626354597
2021/11/19,26,3,0.0008460112217042259
2021/11/22,23,4,0.00018902896655417501
2021/11/23,22,5,0.00018560817255254569
2021/11/24,21,6,0.00017369016724914566
2021/11/25,20,7,0.00013007186626171858
2021/11/26,19,8,0.0011521777326742137
2021/11/29,16,9,0.0017245864470601354
2021/11/30,15,10,5.047824759573075e-05
2021/12/01,14,11,0.0006613224513807441
2021/12/02,13,12,0.00016199283388943782
2021/12/03,12,13,0.00037114372999177704
2021/12/06,9,14,0.0002780894976759688
2021/12/07,8,15,0.0004423469680060406
2021/12/08,7,16,0.000457781097788271
2021/12/09,6,17,0.001328787378288496
2021/12/10,5,18,0.0001981387684506916
2021/12/13,2,19,0.009331670944937445
2021/12/14,1,20,0.005834004822961974
2021/12/16,34,2,0.00113802827944173
2021/12/17,33,3,0.00042236043946911067
2021/12/20,30,4,0.0002545335350606856
2021/12/21,29,5,0.0004145350179465449
2021/12/22,28,6,0.00016365362419825985
2021/12/23,27,7,0.0002523301013655777
2021/12/24,26,8,0.0005190268951363762
2021/12/27,23,9,0.000902953642660202
2021/12/28,22,10,0.00028706784527601515
2021/12/29,21,11,0.0004102022287941131
2021/12/30,20,12,3.6868699556204705e-05
2022/01/03,16,13,0.00029635097921499904
2022/01/04,15,14,0.0037942090240177936
2022/01/05,14,15,0.00020850877308746895
2022/01/06,13,16,0.0029037391781692548
2022/01/07,12,17,0.0010601981969409929
2022/01/10,9,18,0.00045460410762453385
2022/01/11,8,19,0.0008976399547210067
2022/01/12,7,20,0.0005501693386624753
2022/01/13,6,21,0.0008772495693454401
2022/01/14,5,22,0.0034872102235897285
2022/01/17,2,23,0.002161785540693392
2022/01/18,1,24,0.007963858022468316
2022/01/20,27,2,0.0007644554704015424
2022/01/21,26,3,0.0008665943085318351
