交易日期,到期天數,model1
2021/08/12,6,0.0002907842823544797
2021/08/13,5,0.0018555596258182543
2021/08/16,2,0.008130084684191992
2021/08/17,1,0.01663718878332424
2021/08/19,27,0.0016903181737070146
2021/08/20,26,0.0014928223555579357
2021/08/23,23,0.0015571293661117908
2021/08/24,22,0.0005320186571181978
2021/08/25,21,0.0006021740074798618
2021/08/26,20,0.0005665158946882854
2021/08/27,19,0.001653789394503797
2021/08/30,16,0.0008211646986765341
2021/08/31,15,0.0007892739374414187
2021/09/01,14,0.0004096073077235475
2021/09/02,13,0.00010718653632621533
2021/09/03,12,0.0011906238222144407
2021/09/06,9,0.0002168191949030429
2021/09/07,8,0.0013559195834400828
2021/09/08,7,0.0020465823647174627
2021/09/09,6,0.002248006081080083
2021/09/10,5,0.0025854179308219868
2021/09/13,2,0.002580041289577485
2021/09/14,1,0.005952805068957499
2021/09/16,34,0.0003767765062468139
2021/09/17,33,0.000710524158669374
2021/09/22,28,0.0004851577556210418
2021/09/23,27,0.00022249767708421958
2021/09/24,26,0.00023896078063502456
2021/09/27,23,0.0005706086349712274
2021/09/28,22,9.013148361676447e-05
2021/09/29,21,0.0007072526859483762
2021/09/30,20,0.00012528755302806756
2021/10/01,19,0.0032051239356770196
2021/10/04,16,0.0005081692604280273
2021/10/05,15,0.0009311952196488036
2021/10/06,14,0.0005601362481858007
2021/10/07,13,0.0004845478285843192
2021/10/08,12,0.0003909805495956075
2021/10/12,8,0.0013413641210953812
2021/10/13,7,0.000629719578550489
2021/10/14,6,0.0013857455504806208
2021/10/15,5,0.005440808588897244
2021/10/18,2,0.004857219205718998
2021/10/19,1,0.008087305632650059
2021/10/21,27,0.0010834605161938625
2021/10/22,26,0.0006362415116883182
2021/10/25,23,0.0004343927228292726
2021/10/26,22,0.0006927275017115459
2021/10/27,21,0.001195936125256876
2021/10/28,20,0.000768090317759921
2021/10/29,19,9.562455372925801e-05
2021/11/01,16,0.0007450798428332863
2021/11/02,15,0.0001917376977701329
2021/11/03,14,8.441490060718901e-05
2021/11/04,13,0.00035088974306740416
2021/11/05,12,0.0006106254215077022
2021/11/08,9,0.0008545792133780471
2021/11/09,8,0.0012217460054511772
2021/11/10,7,0.0002461376370146533
2021/11/11,6,0.00018474833616947102
2021/11/12,5,0.0010156249790275582
2021/11/15,2,0.0011912816049851702
2021/11/16,1,0.016409429831355366
2021/11/18,27,0.00019090070118927099
2021/11/19,26,0.00015811438397010126
2021/11/22,23,3.9060162361891274e-05
2021/11/23,22,0.00016861616994628574
2021/11/24,21,0.0001731973081652785
2021/11/25,20,0.00016304377579409187
2021/11/26,19,0.0016674001680155469
2021/11/29,16,0.002165273307300869
2021/11/30,15,0.0002712441375546745
2021/12/01,14,0.0005746954063198616
2021/12/02,13,0.00026454668501195487
2021/12/03,12,0.0005590266834043345
2021/12/06,9,0.000369403987771962
2021/12/07,8,0.0006048423114972209
2021/12/08,7,0.0005913379360158215
2021/12/09,6,0.0014722148823340143
2021/12/10,5,0.00019452272993900855
2021/12/13,2,0.005572129311367388
2021/12/14,1,0.016366898079100765
2021/12/16,34,0.00042783132343176584
2021/12/17,33,0.0004074698801078038
2021/12/20,30,0.0006543690244239795
2021/12/21,29,0.000375218548830725
2021/12/22,28,0.0002745323862024062
2021/12/23,27,0.00048126193220592305
2021/12/24,26,0.0006913193158784293
2021/12/27,23,0.0011750948064577567
2021/12/28,22,0.0006979889563503391
2021/12/29,21,0.000853047460859088
2021/12/30,20,9.728532500129956e-05
2022/01/03,16,0.00044741170935171093
2022/01/04,15,0.004432223675566203
2022/01/05,14,0.00015992333924224591
2022/01/06,13,0.0018429336241833575
2022/01/07,12,0.0012977093533070145
2022/01/10,9,0.00025241031772733723
2022/01/11,8,0.000407576092140256
2022/01/12,7,0.0004527577094041664
2022/01/13,6,0.0007177263961859226
2022/01/14,5,0.0026485536559087823
2022/01/17,2,0.004562223828852434
2022/01/18,1,0.007016768588203437
2022/01/20,27,0.0010759832469866813
2022/01/21,26,0.0017172753957449417
2022/01/24,23,0.0009861124075937475
2022/01/25,22,0.0013695828460794691
2022/01/26,21,0.0013947708124678495
2022/02/07,9,0.0004725481036121449
2022/02/08,8,0.000857918997273538
2022/02/09,7,0.003906015717245971
2022/02/10,6,0.0004713561432571937
2022/02/11,5,0.0032560265268442687
2022/02/14,2,0.007481831660060103
2022/02/15,1,0.008017448630083506
2022/02/17,27,0.0015946734595248873
2022/02/18,26,0.0003431155951179242
2022/02/21,23,0.0003686977670842003
2022/02/22,22,0.000413116112203324
2022/02/23,21,0.0006643701467108979
2022/02/24,20,0.0038594590198387756
2022/02/25,19,0.00044413339661959994
2022/03/01,15,0.00015349832576589645
2022/03/02,14,0.0003118822711364987
2022/03/03,13,0.0004898476345888929
2022/03/04,12,0.0011480423570743195
2022/03/07,9,0.005647050941234231
2022/03/08,8,0.0010252118619986507
2022/03/09,7,0.0019179396975250943
2022/03/10,6,0.0006439196178298804
2022/03/11,5,0.00026272505900699005
2022/03/14,2,0.0012121282677388164
2022/03/15,1,0.01546202367589559
2022/03/17,34,0.001658624897357307
2022/03/18,33,0.001437163548463996
2022/03/21,30,0.0010919396905994525
2022/03/22,29,0.00026984037715865135
2022/03/23,28,0.0011510641327487088
2022/03/24,27,0.0010617270808651704
2022/03/25,26,0.0006281732447322877
2022/03/28,23,0.0006676865126305709
2022/03/29,22,0.0008386649625878532
2022/03/30,21,0.0008493295227414327
2022/03/31,20,0.0011799572431531085
2022/04/01,19,0.0006307078353099799
2022/04/06,14,0.0002704574933446437
