中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   FEB- 2019 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
27FEB19,0.26344 ,0.34178 ,0.53989 ,0.62556 ,0.66411 ,0.79389 ,0.92844 ,1.06511 
26FEB19,0.26333 ,0.34178 ,0.53978 ,0.62544 ,0.66400 ,0.79378 ,0.92833 ,1.06500 
25FEB19,0.26322 ,0.34167 ,0.53967 ,0.62533 ,0.66389 ,0.79367 ,0.92822 ,1.06489 
23FEB19,0.26333 ,0.34178 ,0.53978 ,0.62544 ,0.66400 ,0.79378 ,0.92833 ,1.06500 
22FEB19,0.26322 ,0.34167 ,0.53967 ,0.62544 ,0.66389 ,0.79367 ,0.92822 ,1.06489 
21FEB19,0.26333 ,0.34178 ,0.53978 ,0.62556 ,0.66400 ,0.79378 ,0.92833 ,1.06500 
20FEB19,0.26333 ,0.34178 ,0.53978 ,0.62556 ,0.66400 ,0.79378 ,0.92833 ,1.06500 
19FEB19,0.26344 ,0.34167 ,0.53989 ,0.62567 ,0.66411 ,0.79389 ,0.92844 ,1.06511 
18FEB19,0.26344 ,0.34167 ,0.53978 ,0.62556 ,0.66400 ,0.79378 ,0.92844 ,1.06500 
15FEB19,0.26356 ,0.34167 ,0.53989 ,0.62567 ,0.66411 ,0.79389 ,0.92856 ,1.06511 
14FEB19,0.26367 ,0.34167 ,0.54000 ,0.62578 ,0.66422 ,0.79400 ,0.92867 ,1.06522 
13FEB19,0.26367 ,0.34167 ,0.54000 ,0.62578 ,0.66422 ,0.79400 ,0.92867 ,1.06522 
12FEB19,0.26356 ,0.34167 ,0.53989 ,0.62622 ,0.66444 ,0.79389 ,0.92856 ,1.06511 
11FEB19,0.26378 ,0.34167 ,0.54011 ,0.62644 ,0.66478 ,0.79422 ,0.92878 ,1.06533 
01FEB19,0.26356 ,0.34167 ,0.54000 ,0.62633 ,0.66589 ,0.79456 ,0.92878 ,1.06522 
======================================================================,,,,,,,,
