中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   JUL- 2019 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
31JUL19,0.26600 ,0.34233 ,0.54422 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
30JUL19,0.26578 ,0.34222 ,0.54422 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
29JUL19,0.26589 ,0.34233 ,0.54422 ,0.62644 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
26JUL19,0.26611 ,0.34233 ,0.54433 ,0.62656 ,0.66833 ,0.79422 ,0.92889 ,1.06522 
25JUL19,0.26600 ,0.34233 ,0.54422 ,0.62644 ,0.66822 ,0.79411 ,0.92889 ,1.06511 
24JUL19,0.26589 ,0.34233 ,0.54422 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
23JUL19,0.26578 ,0.34222 ,0.54422 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
22JUL19,0.26567 ,0.34211 ,0.54422 ,0.62611 ,0.66811 ,0.79378 ,0.92889 ,1.06478 
19JUL19,0.26567 ,0.34222 ,0.54422 ,0.62589 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
18JUL19,0.26578 ,0.34233 ,0.54422 ,0.62600 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
17JUL19,0.26567 ,0.34222 ,0.54422 ,0.62589 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
16JUL19,0.26567 ,0.34222 ,0.54422 ,0.62589 ,0.66800 ,0.79389 ,0.92889 ,1.06489 
15JUL19,0.26578 ,0.34233 ,0.54422 ,0.62600 ,0.66800 ,0.79400 ,0.92889 ,1.06500 
12JUL19,0.26578 ,0.34233 ,0.54422 ,0.62611 ,0.66811 ,0.79411 ,0.92889 ,1.06511 
11JUL19,0.26544 ,0.34233 ,0.54422 ,0.62611 ,0.66800 ,0.79411 ,0.92889 ,1.06511 
10JUL19,0.26533 ,0.34233 ,0.54422 ,0.62600 ,0.66789 ,0.79400 ,0.92889 ,1.06500 
09JUL19,0.26544 ,0.34233 ,0.54422 ,0.62600 ,0.66800 ,0.79411 ,0.92889 ,1.06511 
08JUL19,0.26533 ,0.34233 ,0.54422 ,0.62589 ,0.66789 ,0.79400 ,0.92889 ,1.06500 
05JUL19,0.26522 ,0.34222 ,0.54422 ,0.62578 ,0.66789 ,0.79389 ,0.92889 ,1.06489 
04JUL19,0.26511 ,0.34211 ,0.54422 ,0.62567 ,0.66789 ,0.79378 ,0.92889 ,1.06478 
03JUL19,0.26511 ,0.34211 ,0.54422 ,0.62567 ,0.66789 ,0.79378 ,0.92889 ,1.06478 
02JUL19,0.26500 ,0.34222 ,0.54422 ,0.62578 ,0.66789 ,0.79389 ,0.92889 ,1.06489 
01JUL19,0.26522 ,0.34233 ,0.54422 ,0.62589 ,0.66789 ,0.79400 ,0.92889 ,1.06500 
======================================================================,,,,,,,,
