中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   JUN- 2019 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
28JUN19,0.26556 ,0.34244 ,0.54444 ,0.62622 ,0.66789 ,0.79444 ,0.92900 ,1.06511 
27JUN19,0.26533 ,0.34222 ,0.54444 ,0.62600 ,0.66778 ,0.79422 ,0.92900 ,1.06489 
26JUN19,0.26544 ,0.34233 ,0.54444 ,0.62611 ,0.66778 ,0.79433 ,0.92900 ,1.06500 
25JUN19,0.26533 ,0.34222 ,0.54444 ,0.62600 ,0.66756 ,0.79422 ,0.92900 ,1.06489 
24JUN19,0.26522 ,0.34211 ,0.54444 ,0.62589 ,0.66756 ,0.79411 ,0.92900 ,1.06478 
21JUN19,0.26533 ,0.34222 ,0.54444 ,0.62600 ,0.66756 ,0.79422 ,0.92900 ,1.06489 
20JUN19,0.26533 ,0.34222 ,0.54444 ,0.62600 ,0.66756 ,0.79422 ,0.92900 ,1.06489 
19JUN19,0.26533 ,0.34222 ,0.54444 ,0.62600 ,0.66756 ,0.79422 ,0.92900 ,1.06489 
18JUN19,0.26544 ,0.34233 ,0.54411 ,0.62611 ,0.66756 ,0.79433 ,0.92900 ,1.06500 
17JUN19,0.26533 ,0.34222 ,0.54367 ,0.62611 ,0.66756 ,0.79411 ,0.92889 ,1.06511 
14JUN19,0.26533 ,0.34233 ,0.54333 ,0.62611 ,0.66733 ,0.79422 ,0.92889 ,1.06522 
13JUN19,0.26411 ,0.34222 ,0.54100 ,0.62522 ,0.66533 ,0.79422 ,0.92889 ,1.06522 
12JUN19,0.26367 ,0.34200 ,0.54056 ,0.62489 ,0.66489 ,0.79411 ,0.92889 ,1.06511 
11JUN19,0.26356 ,0.34200 ,0.54056 ,0.62500 ,0.66500 ,0.79422 ,0.92889 ,1.06522 
10JUN19,0.26333 ,0.34200 ,0.54044 ,0.62489 ,0.66489 ,0.79411 ,0.92889 ,1.06511 
06JUN19,0.26222 ,0.34200 ,0.54044 ,0.62489 ,0.66489 ,0.79411 ,0.92889 ,1.06511 
05JUN19,0.26211 ,0.34200 ,0.54044 ,0.62467 ,0.66478 ,0.79400 ,0.92889 ,1.06500 
04JUN19,0.26200 ,0.34189 ,0.54044 ,0.62444 ,0.66467 ,0.79389 ,0.92889 ,1.06489 
03JUN19,0.26189 ,0.34178 ,0.54044 ,0.62444 ,0.66456 ,0.79378 ,0.92889 ,1.06478 
======================================================================,,,,,,,,
