中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   AUG- 2019 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
30AUG19,0.26611 ,0.34233 ,0.54589 ,0.62644 ,0.66822 ,0.79411 ,0.92889 ,1.06511 
29AUG19,0.26600 ,0.34233 ,0.54578 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
28AUG19,0.26600 ,0.34233 ,0.54567 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
27AUG19,0.26589 ,0.34222 ,0.54544 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
26AUG19,0.26567 ,0.34200 ,0.54522 ,0.62600 ,0.66811 ,0.79367 ,0.92889 ,1.06467 
23AUG19,0.26578 ,0.34211 ,0.54544 ,0.62611 ,0.66811 ,0.79378 ,0.92889 ,1.06478 
22AUG19,0.26589 ,0.34222 ,0.54556 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
21AUG19,0.26600 ,0.34233 ,0.54556 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
20AUG19,0.26589 ,0.34222 ,0.54544 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
19AUG19,0.26578 ,0.34211 ,0.54544 ,0.62611 ,0.66811 ,0.79378 ,0.92889 ,1.06478 
16AUG19,0.26589 ,0.34222 ,0.54556 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
15AUG19,0.26589 ,0.34222 ,0.54556 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
14AUG19,0.26600 ,0.34233 ,0.54556 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
13AUG19,0.26589 ,0.34222 ,0.54533 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
12AUG19,0.26578 ,0.34211 ,0.54522 ,0.62611 ,0.66811 ,0.79378 ,0.92889 ,1.06478 
08AUG19,0.26589 ,0.34222 ,0.54533 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
07AUG19,0.26589 ,0.34222 ,0.54511 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
06AUG19,0.26589 ,0.34222 ,0.54422 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
05AUG19,0.26578 ,0.34211 ,0.54422 ,0.62611 ,0.66811 ,0.79378 ,0.92889 ,1.06478 
02AUG19,0.26589 ,0.34222 ,0.54422 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
01AUG19,0.26600 ,0.34233 ,0.54422 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
======================================================================,,,,,,,,
