中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   JAN- 2019 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
31JAN19,0.26344 ,0.34167 ,0.53989 ,0.62622 ,0.66578 ,0.79444 ,0.92878 ,1.06511 
30JAN19,0.26333 ,0.34167 ,0.53978 ,0.62611 ,0.66567 ,0.79433 ,0.92878 ,1.06500 
29JAN19,0.26322 ,0.34156 ,0.53967 ,0.62600 ,0.66556 ,0.79433 ,0.92878 ,1.06489 
28JAN19,0.26333 ,0.34156 ,0.53978 ,0.62611 ,0.66556 ,0.79444 ,0.92878 ,1.06500 
25JAN19,0.26322 ,0.34144 ,0.53967 ,0.62600 ,0.66544 ,0.79433 ,0.92878 ,1.06489 
24JAN19,0.26311 ,0.34144 ,0.53956 ,0.62589 ,0.66544 ,0.79422 ,0.92878 ,1.06478 
23JAN19,0.26322 ,0.34156 ,0.53967 ,0.62600 ,0.66556 ,0.79444 ,0.92878 ,1.06489 
22JAN19,0.26333 ,0.34167 ,0.53978 ,0.62611 ,0.66556 ,0.79456 ,0.92878 ,1.06500 
21JAN19,0.26344 ,0.34167 ,0.53989 ,0.62622 ,0.66556 ,0.79456 ,0.92878 ,1.06511 
19JAN19,0.26333 ,0.34156 ,0.53978 ,0.62611 ,0.66544 ,0.79444 ,0.92878 ,1.06500 
18JAN19,0.26322 ,0.34144 ,0.53967 ,0.62600 ,0.66533 ,0.79433 ,0.92878 ,1.06489 
17JAN19,0.26322 ,0.34144 ,0.53967 ,0.62600 ,0.66522 ,0.79433 ,0.92878 ,1.06489 
16JAN19,0.26311 ,0.34144 ,0.53956 ,0.62589 ,0.66522 ,0.79422 ,0.92878 ,1.06478 
15JAN19,0.26322 ,0.34156 ,0.53956 ,0.62600 ,0.66522 ,0.79444 ,0.92878 ,1.06489 
14JAN19,0.26333 ,0.34167 ,0.53967 ,0.62611 ,0.66533 ,0.79456 ,0.92878 ,1.06500 
11JAN19,0.26344 ,0.34167 ,0.53978 ,0.62622 ,0.66544 ,0.79467 ,0.92878 ,1.06511 
10JAN19,0.26344 ,0.34167 ,0.53978 ,0.62622 ,0.66544 ,0.79467 ,0.92878 ,1.06511 
09JAN19,0.26333 ,0.34167 ,0.53967 ,0.62611 ,0.66533 ,0.79456 ,0.92878 ,1.06500 
08JAN19,0.26344 ,0.34167 ,0.53978 ,0.62622 ,0.66533 ,0.79467 ,0.92878 ,1.06511 
07JAN19,0.26322 ,0.34167 ,0.53956 ,0.62611 ,0.66511 ,0.79456 ,0.92878 ,1.06500 
04JAN19,0.26333 ,0.34167 ,0.53978 ,0.62622 ,0.66522 ,0.79467 ,0.92878 ,1.06511 
03JAN19,0.26333 ,0.34167 ,0.53978 ,0.62622 ,0.66522 ,0.79467 ,0.92878 ,1.06511 
02JAN19,0.26344 ,0.34167 ,0.53978 ,0.62622 ,0.66522 ,0.79467 ,0.92878 ,1.06511 
======================================================================,,,,,,,,
