中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   SEP- 2019 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
27SEP19,0.26600 ,0.34233 ,0.54578 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
26SEP19,0.26589 ,0.34222 ,0.54611 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06500 
25SEP19,0.26600 ,0.34233 ,0.54622 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06511 
24SEP19,0.26589 ,0.34222 ,0.54611 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06500 
23SEP19,0.26578 ,0.34211 ,0.54600 ,0.62611 ,0.66811 ,0.79378 ,0.92889 ,1.06489 
20SEP19,0.26589 ,0.34222 ,0.54611 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06500 
19SEP19,0.26600 ,0.34233 ,0.54622 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06511 
18SEP19,0.26600 ,0.34233 ,0.54622 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06511 
17SEP19,0.26589 ,0.34222 ,0.54567 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
16SEP19,0.26589 ,0.34222 ,0.54567 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
12SEP19,0.26600 ,0.34233 ,0.54578 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
11SEP19,0.26578 ,0.34211 ,0.54556 ,0.62611 ,0.66811 ,0.79378 ,0.92889 ,1.06478 
10SEP19,0.26578 ,0.34211 ,0.54556 ,0.62611 ,0.66811 ,0.79378 ,0.92889 ,1.06478 
09SEP19,0.26589 ,0.34222 ,0.54567 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
06SEP19,0.26600 ,0.34233 ,0.54578 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
05SEP19,0.26589 ,0.34222 ,0.54567 ,0.62622 ,0.66811 ,0.79389 ,0.92889 ,1.06489 
04SEP19,0.26600 ,0.34233 ,0.54578 ,0.62633 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
03SEP19,0.26600 ,0.34233 ,0.54578 ,0.62644 ,0.66811 ,0.79400 ,0.92889 ,1.06500 
02SEP19,0.26622 ,0.34233 ,0.54600 ,0.62656 ,0.66833 ,0.79422 ,0.92889 ,1.06522 
======================================================================,,,,,,,,
