中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   MAY- 2019 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
31-May-19,0.26211,0.342,0.54044,0.62467,0.66478,0.794,0.92889,1.065
30-May-19,0.26222,0.342,0.54044,0.62467,0.66489,0.79411,0.92889,1.06511
29-May-19,0.26222,0.342,0.54044,0.62422,0.66489,0.79389,0.92889,1.06511
28-May-19,0.26233,0.342,0.54044,0.62433,0.665,0.794,0.92889,1.06522
27-May-19,0.26222,0.342,0.54033,0.62422,0.66489,0.79389,0.92889,1.06511
24-May-19,0.26211,0.342,0.54033,0.62411,0.66478,0.79378,0.92889,1.065
23-May-19,0.26189,0.34178,0.54033,0.62389,0.66456,0.79356,0.92889,1.06478
22-May-19,0.262,0.34189,0.54033,0.624,0.66467,0.79367,0.92889,1.06489
21-May-19,0.26211,0.342,0.54033,0.62411,0.66478,0.79378,0.92889,1.065
20-May-19,0.262,0.34189,0.54033,0.624,0.66467,0.79367,0.92889,1.06489
17-May-19,0.26211,0.342,0.54033,0.62411,0.66478,0.79378,0.92889,1.065
16-May-19,0.262,0.34189,0.54033,0.624,0.66467,0.79367,0.92889,1.06489
15-May-19,0.26211,0.342,0.54033,0.62411,0.66478,0.79378,0.92889,1.065
14-May-19,0.26211,0.342,0.54033,0.62422,0.66478,0.79378,0.92889,1.065
13-May-19,0.262,0.34189,0.54033,0.62411,0.66467,0.79367,0.92889,1.06489
10-May-19,0.26189,0.34178,0.54033,0.624,0.66456,0.79356,0.92889,1.06478
9-May-19,0.262,0.34189,0.54033,0.62411,0.66467,0.79367,0.92889,1.06489
8-May-19,0.26222,0.342,0.54033,0.62433,0.66489,0.79389,0.92889,1.06511
7-May-19,0.26211,0.342,0.54011,0.62433,0.66478,0.79378,0.92889,1.065
6-May-19,0.262,0.34189,0.54011,0.62422,0.66467,0.79367,0.92889,1.06489
3-May-19,0.26189,0.34178,0.54011,0.62411,0.66456,0.79356,0.92889,1.06478
2-May-19,0.262,0.34189,0.54011,0.62422,0.66467,0.79367,0.92889,1.06489
======================================================================,,,,,,,,
