交易日期,到期天數,model1
2021/08/12,6,0.033124066641067096
2021/08/13,5,0.0464494096198205
2021/08/16,2,0.045558058466377914
2021/08/17,1,0.15103154990629175
2021/08/19,27,0.03684477323961438
2021/08/20,26,0.09293855558956172
2021/08/23,23,0.055086902201175056
2021/08/24,22,0.043509433833308
2021/08/25,21,0.10103522345557486
2021/08/26,20,0.056082338655377977
2021/08/27,19,0.04472399198960196
2021/08/30,16,0.0030160939755469475
2021/08/31,15,0.044879168715088076
2021/09/01,14,0.013356699324276819
2021/09/02,13,0.011934998678261265
2021/09/03,12,0.060603636528835866
2021/09/06,9,0.028221853324146534
2021/09/07,8,0.020782418233234994
2021/09/08,7,0.0930705200369216
2021/09/09,6,0.051430121134316956
2021/09/10,5,0.035997989211819695
2021/09/13,2,0.02316342570149875
2021/09/14,1,0.1037363245125391
2021/09/16,34,0.034461713876186434
2021/09/17,33,0.07707504968689712
2021/09/22,28,0.083468655200098
2021/09/23,27,0.10178055030634336
2021/09/24,26,0.011496383335543965
2021/09/27,23,0.08674938120748511
2021/09/28,22,0.03931102970973259
2021/09/29,21,0.056971884622925135
2021/09/30,20,0.09621163648755386
2021/10/01,19,0.09051622781557754
2021/10/04,16,0.14014649433839788
2021/10/05,15,0.17746561050153667
2021/10/06,14,0.15685740084399213
2021/10/07,13,0.14039077779361203
2021/10/08,12,0.0940142687508083
2021/10/12,8,0.1768742424695419
2021/10/13,7,0.0315943599613976
2021/10/14,6,0.0383584032479956
2021/10/15,5,0.03766422611355117
2021/10/18,2,0.05039287158306779
2021/10/19,1,0.08602091302195788
2021/10/21,27,0.010523692636504255
2021/10/22,26,0.011878861145018934
2021/10/25,23,0.001876498108121528
2021/10/26,22,0.0165477392008755
2021/10/27,21,0.02717237317106391
2021/10/28,20,0.03520099748944787
2021/10/29,19,0.06237168255221512
2021/11/01,16,0.026822248615038975
2021/11/02,15,0.06578244637400414
2021/11/03,14,0.01815799761657029
2021/11/04,13,0.061738220100578604
2021/11/05,12,0.023998081664467482
2021/11/08,9,0.02473447929387272
2021/11/09,8,0.005177092423603966
2021/11/10,7,0.00521664144333085
2021/11/11,6,0.014752422970207587
2021/11/12,5,0.004931517876216335
2021/11/15,2,0.012785990555275064
2021/11/16,1,0.04694903898983799
2021/11/18,27,0.01345254463101906
2021/11/19,26,0.012195941162850332
2021/11/22,23,0.014974053094002647
2021/11/23,22,0.017910441475757388
2021/11/24,21,0.020719398426126683
2021/11/25,20,0.05018045009791908
2021/11/26,19,0.043299952326424335
2021/11/29,16,0.11577285314980924
2021/11/30,15,0.039053815898511764
2021/12/01,14,0.0768115258937212
2021/12/02,13,0.03596670039706877
2021/12/03,12,0.06277018899772517
2021/12/06,9,0.05986709522856694
2021/12/07,8,0.04484622753985055
2021/12/08,7,0.037379200637156836
2021/12/09,6,0.03431066621276339
2021/12/10,5,0.02015887361977512
2021/12/13,2,0.04395079309944166
2021/12/14,1,0.08861299309661305
2021/12/16,34,0.018379191137117574
2021/12/17,33,0.009340251197978265
2021/12/20,30,0.021384167009379295
2021/12/21,29,0.029771638106189394
2021/12/22,28,0.02434260710828033
2021/12/23,27,0.03385627626984419
2021/12/24,26,0.0662150853644853
2021/12/27,23,0.041173850877852324
2021/12/28,22,0.025789749764772645
2021/12/29,21,0.04181034436725546
2021/12/30,20,0.03505080257114946
2022/01/03,16,0.02896525370578882
2022/01/04,15,0.006883902590983706
2022/01/05,14,0.04450949000348238
2022/01/06,13,0.06808479382609624
2022/01/07,12,0.0968414115102776
2022/01/10,9,0.06185344447436164
2022/01/11,8,0.02609204651283957
2022/01/12,7,0.017974098359869982
2022/01/13,6,0.09441102174000193
2022/01/14,5,0.07019567018106947
2022/01/17,2,0.06349537315585764
2022/01/18,1,0.04691574519103925
2022/01/20,27,0.038290785378530034
2022/01/21,26,0.0501322658935041
2022/01/24,23,0.08298616384665589
2022/01/25,22,0.0534520074114565
2022/01/26,21,0.05458337624419543
2022/02/07,9,0.03270878034705341
2022/02/08,8,0.021127140439707672
2022/02/09,7,0.014871066921191936
2022/02/10,6,0.09310657597348238
2022/02/11,5,0.08497174834721447
2022/02/14,2,0.052247658437380044
2022/02/15,1,0.10603219601901982
2022/02/17,27,0.030078814623208154
2022/02/18,26,0.12582622984117506
2022/02/21,23,0.042308770933992663
2022/02/22,22,0.04864557110278796
2022/02/23,21,0.03181675043709123
2022/02/24,20,0.033967755287901934
2022/02/25,19,0.09168316120966225
2022/03/01,15,0.05238413004469412
2022/03/02,14,0.10616703913942263
2022/03/03,13,0.06388290847508511
2022/03/04,12,0.0381975341174223
2022/03/07,9,0.07447347835643103
2022/03/08,8,0.018219281553864684
2022/03/09,7,0.03971361654716293
2022/03/10,6,0.032525559778860895
2022/03/11,5,0.09290746449754628
2022/03/14,2,0.109585069779617
2022/03/15,1,0.105681156200355
2022/03/17,34,0.022634109816056912
2022/03/18,33,0.019926750179585517
2022/03/21,30,0.07310262408398702
2022/03/22,29,0.06114174453263906
2022/03/23,28,0.04951311646953845
2022/03/24,27,0.03244271436914799
2022/03/25,26,0.00648926733865965
2022/03/28,23,0.023617578125008854
2022/03/29,22,0.02001907312549333
2022/03/30,21,0.05193192490330215
2022/03/31,20,0.039307252619132226
2022/04/01,19,0.021885405390371482
2022/04/06,14,0.019912930552759264
2022/04/07,13,0.004860900640906592
2022/04/08,12,0.02497249595749289
2022/04/11,9,0.04951461142801488
2022/04/12,8,0.04600053870823722
2022/04/13,7,0.05882850580595646
2022/04/14,6,0.014056802835323274
2022/04/15,5,0.06631813196360407
2022/04/18,2,0.046501103412134155
2022/04/19,1,0.07296525098777884
2022/04/21,27,0.03535138136623636
2022/04/22,26,0.017756883718617517
2022/04/25,23,0.009332735040178687
2022/04/26,22,0.02749589780601843
2022/04/27,21,0.013606802652755951
2022/04/28,20,0.0265997929272875
2022/04/29,19,0.041658603636255835
2022/05/03,15,0.024593671260467773
2022/05/04,14,0.054248202998564414
2022/05/05,13,0.016012570203946138
2022/05/06,12,0.03789996321839895
2022/05/09,9,0.036517640149383315
2022/05/10,8,0.024577119817811723
2022/05/11,7,0.04285020418722564
2022/05/12,6,0.04813534996638737
2022/05/13,5,0.07347602896785921
2022/05/16,2,0.031531869950956394
2022/05/17,1,0.061695642118686764
2022/05/19,27,0.02312994930904432
2022/05/20,26,0.03035488473034259
2022/05/23,23,0.027549380949604192
2022/05/24,22,0.020815736005712623
2022/05/25,21,0.0324455884124802
2022/05/26,20,0.023192883610203517
2022/05/27,19,0.02983767106877452
2022/05/30,16,0.03526759999889811
2022/05/31,15,0.04012284551775207
2022/06/01,14,0.03435815797826544
2022/06/02,13,0.01598538256543422
2022/06/06,9,0.02439350002764569
2022/06/07,8,0.032134664534012515
2022/06/08,7,0.029613517049059346
2022/06/09,6,0.05380921802095974
2022/06/10,5,0.07015461047616195
2022/06/13,2,0.09153984225023083
2022/06/14,1,0.03882002269996213
2022/06/16,34,0.03658214082150199
2022/06/17,33,0.06143627715292211
2022/06/20,30,0.04340289264295753
2022/06/21,29,0.0729311149486252
2022/06/22,28,0.10068096660658621
2022/06/23,27,0.06708258276318517
2022/06/24,26,0.09793717824462188
2022/06/27,23,0.04658800777042928
2022/06/28,22,0.04344991698203648
2022/06/29,21,0.05756689311131535
2022/06/30,20,0.05499236678186204
2022/07/01,19,0.09642490766514213
2022/07/04,16,0.04837419074939234
2022/07/05,15,0.052330519199102705
2022/07/06,14,0.09012757508061045
2022/07/07,13,0.12471147018761
2022/07/08,12,0.042506968022765226
2022/07/11,9,0.09252674453202055
2022/07/12,8,0.04749470533382108
2022/07/13,7,0.016683432629054286
2022/07/14,6,0.01663452687079663
2022/07/15,5,0.08870900430908016
2022/07/18,2,0.08069956656643179
