model,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value
ANN(29),-4.4802,.0001,-1.7082,.0991,1.3668,.1740,1.5311,.1276,1.4824,.1399
