model,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value
LSTM-LSTM,-1.4642,0.1547,-3.1930,0.0036,1.4391,0.1524,3.4733,0.0007,6.4677,<.0001
