2012/09/19,Wed,0.15,0.18,0.22,0.30,0.38,0.66,0.99
2012/09/20,Thu,0.15,0.18,0.22,0.30,0.37,0.66,0.99
2012/09/21,Fri,0.15,0.18,0.22,0.30,0.37,0.66,0.98
2012/09/24,Mon,0.15,0.18,0.22,0.30,0.37,0.65,0.98
2012/09/25,Tue,0.15,0.18,0.22,0.29,0.36,0.65,0.98
2012/09/26,Wed,0.15,0.18,0.22,0.29,0.36,0.64,0.97
2012/09/27,Thu,0.15,0.18,0.21,0.29,0.36,0.64,0.98
2012/09/28,Fri,0.15,0.18,0.21,0.29,0.36,0.64,0.97
2012/10/01,Mon,0.15,0.18,0.21,0.29,0.36,0.63,0.97
2012/10/02,Tue,0.15,0.18,0.21,0.29,0.35,0.63,0.96
2012/10/03,Wed,0.15,0.18,0.22,0.29,0.35,0.62,0.96
2012/10/04,Thu,0.15,0.18,0.22,0.29,0.35,0.62,0.96
2012/10/05,Fri,0.15,0.18,0.22,0.29,0.35,0.62,0.95
2012/10/08,Mon,0.15,0.18,0.22,0.29,0.35,0.62,0.95
2012/10/09,Tue,0.15,0.18,0.22,0.28,0.35,0.62,0.95
2012/10/10,Wed,0.15,0.18,0.21,0.28,0.34,0.61,0.94
2012/10/11,Thu,0.15,0.18,0.21,0.28,0.34,0.60,0.94
2012/10/12,Fri,0.15,0.18,0.21,0.28,0.33,0.60,0.94
2012/10/15,Mon,0.15,0.18,0.21,0.27,0.33,0.59,0.93
2012/10/16,Tue,0.15,0.18,0.21,0.27,0.32,0.58,0.92
2012/10/17,Wed,0.15,0.18,0.21,0.26,0.32,0.57,0.91
2012/10/18,Thu,0.15,0.18,0.21,0.26,0.32,0.57,0.90
2012/10/19,Fri,0.15,0.18,0.21,0.26,0.32,0.56,0.90
2012/10/22,Mon,0.15,0.18,0.21,0.26,0.32,0.56,0.89
2012/10/23,Tue,0.15,0.18,0.21,0.26,0.32,0.55,0.89
2012/10/24,Wed,0.15,0.18,0.21,0.26,0.31,0.55,0.88
2012/10/25,Thu,0.15,0.18,0.21,0.26,0.31,0.55,0.88
2012/10/26,Fri,0.15,0.18,0.21,0.26,0.31,0.54,0.88
2012/10/29,Mon,0.15,0.18,0.21,0.26,0.31,0.54,0.88
2012/10/30,Tue,0.15,0.18,0.21,0.26,0.31,0.54,0.88
2012/10/31,Wed,0.16,0.18,0.21,0.26,0.31,0.54,0.88
2012/11/01,Thu,0.15,0.18,0.21,0.26,0.31,0.54,0.88
2012/11/02,Fri,0.16,0.18,0.21,0.26,0.31,0.54,0.88
2012/11/05,Mon,0.16,0.18,0.21,0.26,0.31,0.54,0.87
2012/11/06,Tue,0.15,0.18,0.21,0.26,0.31,0.53,0.87
2012/11/07,Wed,0.15,0.18,0.21,0.26,0.31,0.53,0.87
2012/11/08,Thu,0.15,0.18,0.21,0.26,0.31,0.53,0.86
2012/11/09,Fri,0.15,0.18,0.21,0.26,0.31,0.53,0.86
2012/11/12,Mon,0.15,0.18,0.21,0.26,0.31,0.53,0.86
2012/11/13,Tue,0.15,0.18,0.21,0.26,0.31,0.52,0.86
2012/11/14,Wed,0.15,0.18,0.21,0.26,0.31,0.52,0.86
2012/11/15,Thu,0.15,0.18,0.21,0.26,0.31,0.52,0.86
2012/11/16,Fri,0.15,0.18,0.21,0.26,0.31,0.53,0.86
2012/11/19,Mon,0.15,0.18,0.21,0.26,0.31,0.53,0.86
2012/11/20,Tue,0.15,0.18,0.21,0.26,0.31,0.53,0.86
2012/11/21,Wed,0.15,0.18,0.21,0.26,0.31,0.53,0.86
2012/11/22,Thu,0.15,0.18,0.21,0.26,0.31,0.53,0.86
2012/11/23,Fri,0.15,0.18,0.21,0.26,0.31,0.53,0.86
2012/11/26,Mon,0.16,0.18,0.21,0.26,0.31,0.53,0.86
2012/11/27,Tue,0.16,0.19,0.21,0.26,0.31,0.53,0.86
2012/11/28,Wed,0.16,0.19,0.21,0.26,0.31,0.53,0.86
2012/11/29,Thu,0.16,0.19,0.21,0.26,0.31,0.53,0.86
2012/11/30,Fri,0.16,0.19,0.21,0.26,0.31,0.53,0.86
2012/12/03,Mon,0.16,0.19,0.21,0.26,0.31,0.53,0.86
2012/12/04,Tue,0.16,0.19,0.21,0.26,0.31,0.53,0.86
2012/12/05,Wed,0.16,0.19,0.21,0.26,0.31,0.53,0.86
2012/12/06,Thu,0.16,0.19,0.21,0.26,0.31,0.52,0.85
2012/12/07,Fri,0.16,0.19,0.21,0.26,0.31,0.52,0.85
2012/12/10,Mon,0.16,0.19,0.21,0.26,0.31,0.52,0.85
2012/12/11,Tue,0.16,0.18,0.21,0.26,0.31,0.52,0.85
2012/12/12,Wed,0.16,0.18,0.21,0.26,0.31,0.51,0.85
2012/12/13,Thu,0.16,0.18,0.21,0.26,0.31,0.51,0.85
2012/12/14,Fri,0.16,0.18,0.21,0.26,0.31,0.51,0.84
2012/12/17,Mon,0.16,0.19,0.21,0.26,0.31,0.51,0.84
2012/12/18,Tue,0.16,0.19,0.21,0.25,0.31,0.51,0.84
2012/12/19,Wed,0.16,0.19,0.21,0.25,0.31,0.51,0.84
2012/12/20,Thu,0.16,0.19,0.21,0.25,0.31,0.51,0.84
2012/12/21,Fri,0.16,0.19,0.21,0.25,0.31,0.51,0.84
