2017/01/03,Tue,0.70,0.72,0.77,0.82,1.00,1.32,1.69
2017/01/04,Wed,0.69,0.72,0.77,0.82,1.01,1.32,1.69
2017/01/05,Thu,0.69,0.72,0.77,0.82,1.01,1.32,1.69
2017/01/06,Fri,0.69,0.72,0.76,0.83,1.01,1.32,1.68
2017/01/09,Mon,0.69,0.72,0.76,0.83,1.01,1.33,1.70
2017/01/10,Tue,0.69,0.72,0.77,0.83,1.02,1.33,1.70
2017/01/11,Wed,0.69,0.72,0.77,0.83,1.02,1.33,1.70
2017/01/12,Thu,0.69,0.72,0.77,0.83,1.02,1.33,1.70
2017/01/13,Fri,0.69,0.72,0.77,0.83,1.02,1.33,1.70
2017/01/16,Mon,0.69,0.72,0.77,0.84,1.02,1.33,1.70
2017/01/17,Tue,0.69,0.72,0.77,0.84,1.02,1.33,1.70
2017/01/18,Wed,0.69,0.72,0.78,0.85,1.03,1.34,1.71
2017/01/19,Thu,0.69,0.72,0.78,0.85,1.04,1.35,1.73
2017/01/20,Fri,0.69,0.72,0.78,0.85,1.04,1.36,1.73
2017/01/23,Mon,0.69,0.72,0.77,0.85,1.04,1.35,1.72
2017/01/24,Tue,0.69,0.72,0.77,0.84,1.03,1.35,1.71
2017/01/25,Wed,0.69,0.72,0.78,0.85,1.04,1.36,1.72
2017/01/26,Thu,0.69,0.72,0.78,0.84,1.04,1.36,1.73
2017/01/27,Fri,0.69,0.72,0.78,0.84,1.04,1.36,1.72
2017/01/30,Mon,0.69,0.72,0.78,0.84,1.03,1.36,1.72
2017/01/31,Tue,0.69,0.72,0.78,0.84,1.03,1.35,1.71
2017/02/01,Wed,0.69,0.72,0.78,0.84,1.03,1.35,1.72
2017/02/02,Thu,0.69,0.72,0.78,0.84,1.03,1.35,1.71
2017/02/03,Fri,0.69,0.72,0.78,0.84,1.03,1.35,1.71
2017/02/06,Mon,0.69,0.72,0.78,0.84,1.04,1.34,1.71
2017/02/07,Tue,0.69,0.72,0.77,0.84,1.04,1.34,1.71
2017/02/08,Wed,0.69,0.72,0.77,0.84,1.03,1.34,1.70
2017/02/09,Thu,0.69,0.72,0.77,0.84,1.03,1.33,1.69
2017/02/10,Fri,0.69,0.71,0.77,0.85,1.04,1.34,1.70
2017/02/13,Mon,0.69,0.72,0.77,0.85,1.04,1.34,1.71
2017/02/14,Tue,0.69,0.71,0.77,0.85,1.04,1.34,1.71
2017/02/15,Wed,0.69,0.72,0.77,0.85,1.04,1.34,1.72
2017/02/16,Thu,0.69,0.72,0.78,0.86,1.06,1.36,1.75
2017/02/17,Fri,0.69,0.71,0.78,0.85,1.05,1.36,1.74
2017/02/20,Mon,0.69,0.71,0.78,0.85,1.05,1.36,1.74
2017/02/21,Tue,0.69,0.71,0.78,0.85,1.05,1.36,1.75
2017/02/22,Wed,0.68,0.71,0.78,0.85,1.05,1.36,1.75
2017/02/23,Thu,0.68,0.71,0.78,0.85,1.05,1.36,1.74
2017/02/24,Fri,0.68,0.71,0.78,0.85,1.05,1.36,1.74
2017/02/27,Mon,0.68,0.71,0.78,0.85,1.05,1.36,1.74
2017/02/28,Tue,0.68,0.71,0.79,0.86,1.06,1.37,1.76
2017/03/01,Wed,0.68,0.71,0.81,0.89,1.09,1.41,1.79
2017/03/02,Thu,0.68,0.71,0.83,0.91,1.10,1.42,1.80
2017/03/03,Fri,0.68,0.71,0.83,0.91,1.10,1.42,1.81
2017/03/06,Mon,0.68,0.71,0.85,0.93,1.11,1.42,1.80
2017/03/07,Tue,0.68,0.71,0.85,0.93,1.11,1.42,1.80
2017/03/08,Wed,0.68,0.73,0.86,0.93,1.11,1.42,1.80
2017/03/09,Thu,0.68,0.82,0.88,0.95,1.12,1.43,1.81
2017/03/10,Fri,0.68,0.85,0.89,0.96,1.12,1.43,1.82
2017/03/13,Mon,0.68,0.88,0.91,0.97,1.13,1.43,1.82
2017/03/14,Tue,0.69,0.91,0.93,0.98,1.14,1.43,1.82
2017/03/15,Wed,0.69,0.92,0.94,0.99,1.15,1.44,1.83
2017/03/16,Thu,0.93,0.95,0.98,1.02,1.15,1.43,1.81
2017/03/17,Fri,0.92,0.95,0.98,1.02,1.15,1.43,1.81
2017/03/20,Mon,0.93,0.95,0.98,1.02,1.16,1.43,1.82
2017/03/21,Tue,0.93,0.95,0.98,1.02,1.16,1.43,1.82
2017/03/22,Wed,0.93,0.94,0.98,1.02,1.16,1.43,1.81
2017/03/23,Thu,0.93,0.94,0.98,1.02,1.15,1.43,1.80
2017/03/24,Fri,0.93,0.94,0.98,1.02,1.15,1.43,1.80
2017/03/27,Mon,0.92,0.94,0.98,1.02,1.15,1.42,1.80
2017/03/28,Tue,0.93,0.94,0.98,1.02,1.15,1.42,1.80
2017/03/29,Wed,0.93,0.95,0.98,1.02,1.15,1.42,1.79
2017/03/30,Thu,0.93,0.96,0.98,1.03,1.15,1.42,1.79
2017/03/31,Fri,0.92,0.95,0.98,1.02,1.15,1.42,1.80
2017/04/03,Mon,0.93,0.95,0.98,1.03,1.15,1.43,1.80
2017/04/04,Tue,0.93,0.95,0.99,1.03,1.15,1.43,1.79
2017/04/05,Wed,0.93,0.95,0.99,1.03,1.15,1.42,1.80
2017/04/06,Thu,0.93,0.95,0.99,1.03,1.16,1.43,1.80
2017/04/07,Fri,0.93,0.95,0.99,1.03,1.16,1.43,1.80
2017/04/11,Tue,0.93,0.95,0.99,1.03,1.16,1.42,1.79
2017/04/12,Wed,0.93,0.95,0.99,1.03,1.16,1.41,1.78
2017/04/13,Thu,0.93,0.95,0.99,1.03,1.16,1.40,1.77
2017/04/18,Tue,0.93,0.95,0.99,1.04,1.16,1.40,1.76
2017/04/19,Wed,0.93,0.95,0.99,1.04,1.16,1.39,1.74
2017/04/20,Thu,0.93,0.94,0.99,1.04,1.15,1.39,1.74
2017/04/21,Fri,0.93,0.94,0.99,1.04,1.16,1.40,1.74
2017/04/24,Mon,0.93,0.94,0.99,1.05,1.17,1.42,1.77
2017/04/25,Tue,0.93,0.94,0.99,1.04,1.17,1.42,1.77
2017/04/26,Wed,0.93,0.95,0.99,1.04,1.17,1.43,1.78
2017/04/27,Thu,0.93,0.95,0.99,1.04,1.17,1.43,1.78
2017/04/28,Fri,0.93,0.95,0.99,1.04,1.17,1.43,1.77
2017/05/02,Tue,0.93,0.95,0.99,1.04,1.17,1.43,1.78
2017/05/03,Wed,0.93,0.95,0.99,1.05,1.17,1.43,1.77
2017/05/04,Thu,0.93,0.95,0.99,1.06,1.18,1.44,1.78
2017/05/05,Fri,0.93,0.95,0.99,1.06,1.18,1.43,1.78
2017/05/08,Mon,0.93,0.95,0.99,1.07,1.18,1.44,1.79
2017/05/09,Tue,0.93,0.95,0.99,1.07,1.18,1.45,1.79
2017/05/10,Wed,0.93,0.95,0.99,1.07,1.18,1.44,1.79
2017/05/11,Thu,0.93,0.95,0.99,1.08,1.18,1.44,1.79
2017/05/12,Fri,0.93,0.95,0.99,1.08,1.18,1.44,1.77
2017/05/15,Mon,0.93,0.95,1.00,1.08,1.18,1.42,1.75
2017/05/16,Tue,0.93,0.95,1.00,1.08,1.18,1.42,1.75
2017/05/17,Wed,0.93,0.95,1.00,1.08,1.18,1.41,1.73
2017/05/18,Thu,0.93,0.95,1.01,1.08,1.17,1.40,1.70
2017/05/19,Fri,0.93,0.95,1.02,1.10,1.19,1.42,1.72
2017/05/22,Mon,0.93,0.95,1.03,1.10,1.19,1.42,1.73
2017/05/23,Tue,0.93,0.95,1.02,1.10,1.19,1.41,1.72
2017/05/24,Wed,0.93,0.95,1.03,1.11,1.20,1.42,1.73
2017/05/25,Thu,0.93,0.95,1.04,1.12,1.20,1.42,1.72
2017/05/26,Fri,0.93,0.95,1.04,1.12,1.20,1.41,1.72
2017/05/30,Tue,0.93,0.95,1.05,1.11,1.20,1.41,1.72
2017/05/31,Wed,0.93,0.95,1.06,1.13,1.21,1.42,1.72
2017/06/01,Thu,0.93,0.95,1.08,1.13,1.22,1.42,1.73
2017/06/02,Fri,0.93,0.95,1.09,1.14,1.22,1.43,1.73
2017/06/05,Mon,0.93,0.95,1.08,1.14,1.22,1.42,1.73
