model,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value
ANN(29),-3.6866,.0010,-1.6913,.1023,3.4880,.0007,1.5821,.1155,4.7363,<.0001
