model,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value
CNN-LSTM(15),0.9846,0.3336,2.8067,0.0092,-1.3996,0.1639,-2.4920,0.0136,-4.9424,<.0001
