model,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value,T Stat.,P-value
ANN(29),11.8835,<.0001,6.3614,<.0001,1.4733,.1430,.2904,.7719,0.2564,.7979
