交易日期,到期日期,履約價,買賣權,成交量,收盤價,結算價,期貨成交量,期貨開盤價,期貨最高價,期貨最低價,期貨收盤價,期貨結算價,到期天數,無風險利率,隱含波動率(結算價),隱含波動率(收盤價)
2014/02/13,2014/09/17,9600.0,call,141,10.5,10.5,33,8138,8138,8103,8105,8105,216,0.0110499999999999,0.1198124410030508,0.1198124410030508
2014/02/14,2014/09/17,6600.0,put,250,21.0,21.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.1711077715147243,0.1711077715147243
2014/02/14,2014/09/17,6800.0,put,229,34.0,34.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.1688998564093566,0.1688998564093566
2014/02/14,2014/09/17,7000.0,put,158,47.5,47.5,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.16155287732796755,0.16155287732796755
2014/02/14,2014/09/17,7200.0,put,150,68.0,68.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.15573966219967614,0.15573966219967614
2014/02/14,2014/09/17,7400.0,put,123,95.0,95.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.14928576863242798,0.14928576863242798
2014/02/14,2014/09/17,7600.0,put,71,137.0,137.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.1457630379804663,0.1457630379804663
2014/02/14,2014/09/17,7800.0,put,95,188.0,188.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.14022126419184425,0.14022126419184425
2014/02/14,2014/09/17,8000.0,put,85,248.0,256.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.13556966392284062,0.13224411068581685
2014/02/14,2014/09/17,8400.0,call,71,225.0,225.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.12982405995907953,0.12982405995907953
2014/02/14,2014/09/17,8600.0,call,42,157.0,157.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.12849854259029844,0.12849854259029844
2014/02/14,2014/09/17,8800.0,call,213,99.0,99.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.12377559075417839,0.12377559075417839
2014/02/14,2014/09/17,8800.0,put,30,660.0,725.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.1232969948921387,0.08374130498209988
2014/02/14,2014/09/17,9000.0,call,242,64.0,64.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.12321124681726865,0.12321124681726865
2014/02/14,2014/09/17,9200.0,call,391,38.0,38.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.12102245816911099,0.12102245816911099
2014/02/14,2014/09/17,9400.0,call,323,19.0,19.0,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.11597608192477248,0.11597608192477248
2014/02/14,2014/09/17,9600.0,call,160,8.6,8.6,90,8146,8228,8146,8169,8169,215,0.0110499999999999,0.11145890175824436,0.11145890175824436
2014/02/17,2014/09/17,6600.0,put,151,21.0,21.0,64,8206,8220,8186,8195,8195,212,0.0110499999999999,0.17429254029560298,0.17429254029560298
2014/02/17,2014/09/17,6800.0,put,142,33.0,33.0,64,8206,8220,8186,8195,8195,212,0.0110499999999999,0.1710241445990245,0.1710241445990245
2014/02/17,2014/09/17,7000.0,put,47,47.0,47.0,64,8206,8220,8186,8195,8195,212,0.0110499999999999,0.1645487861804703,0.1645487861804703
2014/02/17,2014/09/17,7200.0,put,53,66.0,66.0,64,8206,8220,8186,8195,8195,212,0.0110499999999999,0.1578703500039313,0.1578703500039313
2014/02/17,2014/09/17,7400.0,put,72,94.0,94.0,64,8206,8220,8186,8195,8195,212,0.0110499999999999,0.15255133285025776,0.15255133285025776
2014/02/17,2014/09/17,7600.0,put,50,129.0,129.0,64,8206,8220,8186,8195,8195,212,0.0110499999999999,0.14579508159726265,0.14579508159726265
2014/02/17,2014/09/17,8800.0,call,63,105.0,105.0,64,8206,8220,8186,8195,8195,212,0.0110499999999999,0.12459258010632021,0.12459258010632021
2014/02/17,2014/09/17,9000.0,call,70,66.0,66.0,64,8206,8220,8186,8195,8195,212,0.0110499999999999,0.12258492409595959,0.12258492409595959
2014/02/17,2014/09/17,9200.0,call,457,40.5,40.5,64,8206,8220,8186,8195,8195,212,0.0110499999999999,0.12154638783695855,0.12154638783695855
2014/02/17,2014/09/17,9400.0,call,197,21.5,21.5,64,8206,8220,8186,8195,8195,212,0.0110499999999999,0.11779918857542049,0.11779918857542049
2014/02/17,2014/09/17,9600.0,call,128,11.0,11.0,64,8206,8220,8186,8195,8195,212,0.0110499999999999,0.11525232000682276,0.11525232000682276
2014/02/17,2014/09/17,9800.0,call,72,6.6,6.6,64,8206,8220,8186,8195,8195,212,0.0110499999999999,0.11691405335757285,0.11691405335757285
2014/02/18,2014/09/17,6600.0,put,248,21.0,21.0,35,8201,8235,8179,8235,8235,211,0.0110499999999999,0.1777377580836112,0.1777377580836112
2014/02/18,2014/09/17,6800.0,put,109,30.0,30.0,35,8201,8235,8179,8235,8235,211,0.0110499999999999,0.17087250668153364,0.17087250668153364
2014/02/18,2014/09/17,7200.0,put,44,64.0,64.0,35,8201,8235,8179,8235,8235,211,0.0110499999999999,0.16057214943463025,0.16057214943463025
2014/02/18,2014/09/17,8600.0,call,57,180.0,180.0,35,8201,8235,8179,8235,8235,211,0.0110499999999999,0.1302015835722002,0.1302015835722002
2014/02/18,2014/09/17,8600.0,put,31,570.0,545.0,35,8201,8235,8179,8235,8235,211,0.0110499999999999,0.1312106933772304,0.14198118095879142
2014/02/18,2014/09/17,8800.0,call,34,119.0,119.0,35,8201,8235,8179,8235,8235,211,0.0110499999999999,0.12691743412106934,0.12691743412106934
2014/02/18,2014/09/17,9000.0,call,134,75.0,75.0,35,8201,8235,8179,8235,8235,211,0.0110499999999999,0.12408006057453898,0.12408006057453898
2014/02/18,2014/09/17,9200.0,call,105,45.5,45.5,35,8201,8235,8179,8235,8235,211,0.0110499999999999,0.12201940156818418,0.12201940156818418
2014/02/18,2014/09/17,9400.0,call,157,25.0,25.0,35,8201,8235,8179,8235,8235,211,0.0110499999999999,0.11875521736362149,0.11875521736362149
2014/02/18,2014/09/17,9600.0,call,185,14.0,14.0,35,8201,8235,8179,8235,8235,211,0.0110499999999999,0.11775231482552215,0.11775231482552215
2014/02/20,2014/09/17,6600.0,put,193,21.5,21.5,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.1739989014573765,0.1739989014573765
2014/02/20,2014/09/17,6800.0,put,69,30.5,30.5,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.1665025608246508,0.1665025608246508
2014/02/20,2014/09/17,7000.0,put,56,45.5,45.5,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.16145781024094885,0.16145781024094885
2014/02/20,2014/09/17,7200.0,put,100,64.0,64.0,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.15437784777237587,0.15437784777237587
2014/02/20,2014/09/17,7400.0,put,109,93.0,93.0,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.1496005279918305,0.1496005279918305
2014/02/20,2014/09/17,7600.0,put,53,132.0,132.0,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.14458537593578114,0.14458537593578114
2014/02/20,2014/09/17,8200.0,put,143,340.0,340.0,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.13116341983920252,0.13116341983920252
2014/02/20,2014/09/17,8400.0,put,77,450.0,450.0,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.1285112817468127,0.1285112817468127
2014/02/20,2014/09/17,8800.0,call,54,100.0,100.0,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.12667911844729604,0.12667911844729604
2014/02/20,2014/09/17,9000.0,call,121,57.0,61.0,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.12350110622991882,0.12078482027085952
2014/02/20,2014/09/17,9200.0,call,135,35.5,35.5,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.12099201893572341,0.12099201893572341
2014/02/20,2014/09/17,9400.0,call,139,16.5,16.5,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.11460171777762142,0.11460171777762142
2014/02/20,2014/09/17,9600.0,call,100,9.7,9.7,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.11578139499605516,0.11578139499605516
2014/02/20,2014/09/17,9800.0,call,31,5.5,5.5,56,8175,8215,8164,8164,8164,209,0.0110499999999999,0.11659011645322412,0.11659011645322412
2014/02/21,2014/09/17,6600.0,put,338,16.5,16.5,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.173097365145751,0.173097365145751
2014/02/21,2014/09/17,6800.0,put,242,26.0,26.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.16923099791828677,0.16923099791828677
2014/02/21,2014/09/17,7000.0,put,207,39.0,39.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.1643655994713489,0.1643655994713489
2014/02/21,2014/09/17,7200.0,put,154,55.0,55.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.15745937655993406,0.15745937655993406
2014/02/21,2014/09/17,7400.0,put,96,78.0,78.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.1512662065731674,0.1512662065731674
2014/02/21,2014/09/17,7600.0,put,164,111.0,111.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.14601218695644225,0.14601218695644225
2014/02/21,2014/09/17,7800.0,put,187,156.0,156.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.1410982901881887,0.1410982901881887
2014/02/21,2014/09/17,8000.0,put,91,218.0,218.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.1374563266088872,0.1374563266088872
2014/02/21,2014/09/17,8200.0,put,101,295.0,295.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.1330335587578317,0.1330335587578317
2014/02/21,2014/09/17,8400.0,call,42,266.0,266.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.1313313378776419,0.1313313378776419
2014/02/21,2014/09/17,8600.0,call,121,183.0,183.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.12739256535097862,0.12739256535097862
2014/02/21,2014/09/17,8600.0,put,32,520.0,520.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.13044275101589942,0.13044275101589942
2014/02/21,2014/09/17,8800.0,call,1297,123.0,123.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.12549992422246564,0.12549992422246564
2014/02/21,2014/09/17,9000.0,call,218,78.0,78.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.12305413590210201,0.12305413590210201
2014/02/21,2014/09/17,9200.0,call,847,46.5,46.5,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.12043184875883328,0.12043184875883328
2014/02/21,2014/09/17,9400.0,call,771,26.0,26.0,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.1178531855484375,0.1178531855484375
2014/02/21,2014/09/17,9600.0,call,438,13.5,13.5,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.11523790406118395,0.11523790406118395
2014/02/21,2014/09/17,9800.0,call,228,6.8,6.8,112,8224,8275,8224,8268,8268,208,0.0110499999999999,0.11353513628830293,0.11353513628830293
2014/02/24,2014/09/17,6600.0,put,153,17.0,17.0,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.1727568560680617,0.1727568560680617
2014/02/24,2014/09/17,6800.0,put,118,27.5,27.5,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.16977393785789402,0.16977393785789402
2014/02/24,2014/09/17,7000.0,put,175,41.0,41.0,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.16463761042484168,0.16463761042484168
2014/02/24,2014/09/17,7200.0,put,117,57.0,57.0,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.15696441533324587,0.15696441533324587
2014/02/24,2014/09/17,7400.0,put,62,82.0,82.0,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.15140170026910213,0.15140170026910213
2014/02/24,2014/09/17,7600.0,put,95,116.0,116.0,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.14575501811602193,0.14575501811602193
2014/02/24,2014/09/17,7800.0,put,79,164.0,164.0,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.14127373675383165,0.14127373675383165
2014/02/24,2014/09/17,8000.0,put,38,233.0,233.0,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.13946550115806652,0.13946550115806652
2014/02/24,2014/09/17,8200.0,put,30,313.0,313.0,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.1348749241690612,0.1348749241690612
2014/02/24,2014/09/17,9000.0,call,44,69.0,69.0,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.12238794920327323,0.12238794920327323
2014/02/24,2014/09/17,9200.0,call,103,40.0,40.0,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.11951654836194728,0.11951654836194728
2014/02/24,2014/09/17,9400.0,call,96,22.0,22.0,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.117175248027637,0.117175248027637
2014/02/24,2014/09/17,9600.0,call,117,9.5,9.5,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.11138005226599099,0.11138005226599099
2014/02/24,2014/09/17,9800.0,call,31,6.2,6.2,60,8272,8279,8218,8233,8233,205,0.0110499999999999,0.11511842192846385,0.11511842192846385
2014/02/25,2014/09/17,6600.0,put,199,14.5,14.5,55,8260,8292,8248,8255,8255,204,0.0110499999999999,0.16963699030052742,0.16963699030052742
2014/02/25,2014/09/17,6800.0,put,157,25.5,25.5,55,8260,8292,8248,8255,8255,204,0.0110499999999999,0.16910657293343415,0.16910657293343415
2014/02/25,2014/09/17,7000.0,put,37,38.0,38.0,55,8260,8292,8248,8255,8255,204,0.0110499999999999,0.16373450125153444,0.16373450125153444
2014/02/25,2014/09/17,7200.0,put,114,54.0,54.0,55,8260,8292,8248,8255,8255,204,0.0110499999999999,0.1568934465588209,0.1568934465588209
2014/02/25,2014/09/17,7400.0,put,126,77.0,77.0,55,8260,8292,8248,8255,8255,204,0.0110499999999999,0.1506827548130853,0.1506827548130853
2014/02/25,2014/09/17,7600.0,put,72,111.0,111.0,55,8260,8292,8248,8255,8255,204,0.0110499999999999,0.14590360071360928,0.14590360071360928
2014/02/25,2014/09/17,7800.0,put,33,153.0,153.0,55,8260,8292,8248,8255,8255,204,0.0110499999999999,0.13926635273944493,0.13926635273944493
2014/02/25,2014/09/17,8000.0,put,52,218.0,218.0,55,8260,8292,8248,8255,8255,204,0.0110499999999999,0.13676773793927438,0.13676773793927438
2014/02/25,2014/09/17,8600.0,call,41,176.0,176.0,55,8260,8292,8248,8255,8255,204,0.0110499999999999,0.12757072641759776,0.12757072641759776
2014/02/25,2014/09/17,9000.0,call,41,71.0,71.0,55,8260,8292,8248,8255,8255,204,0.0110499999999999,0.12148263071916819,0.12148263071916819
2014/02/25,2014/09/17,9200.0,call,93,42.5,42.5,55,8260,8292,8248,8255,8255,204,0.0110499999999999,0.11972644501222711,0.11972644501222711
2014/02/25,2014/09/17,9400.0,call,145,22.5,22.5,55,8260,8292,8248,8255,8255,204,0.0110499999999999,0.1161793058074047,0.1161793058074047
2014/02/25,2014/09/17,9600.0,call,86,11.5,11.5,55,8260,8292,8248,8255,8255,204,0.0110499999999999,0.11388239523278762,0.11388239523278762
2014/02/26,2014/09/17,6600.0,put,125,16.0,16.0,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.17536678813598444,0.17536678813598444
2014/02/26,2014/09/17,6800.0,put,319,23.5,23.5,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.1688233408482733,0.1688233408482733
2014/02/26,2014/09/17,7000.0,put,105,36.0,36.0,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.16440062391014332,0.16440062391014332
2014/02/26,2014/09/17,7200.0,put,291,51.0,51.0,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.1573689780794726,0.1573689780794726
2014/02/26,2014/09/17,7400.0,put,261,74.0,74.0,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.1519657176713659,0.1519657176713659
2014/02/26,2014/09/17,7600.0,put,92,106.0,106.0,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.146767963818972,0.146767963818972
2014/02/26,2014/09/17,7800.0,put,101,147.0,147.0,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.1404901830991096,0.1404901830991096
2014/02/26,2014/09/17,8000.0,put,41,209.0,209.0,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.1376287777508619,0.1376287777508619
2014/02/26,2014/09/17,8400.0,put,52,373.0,373.0,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.1265230220401792,0.1265230220401792
2014/02/26,2014/09/17,8600.0,call,40,185.0,185.0,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.12730799960988867,0.12730799960988867
2014/02/26,2014/09/17,9000.0,call,175,74.0,74.0,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.12034085077077326,0.12034085077077326
2014/02/26,2014/09/17,9200.0,call,139,43.0,43.0,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.1175774046795036,0.1175774046795036
2014/02/26,2014/09/17,9400.0,call,146,24.5,24.5,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.11624988374649584,0.11624988374649584
2014/02/26,2014/09/17,9600.0,call,94,12.5,12.5,76,8236,8305,8236,8284,8284,203,0.0110499999999999,0.11371972598623034,0.11371972598623034
2014/02/27,2014/09/17,6600.0,put,84,14.5,14.5,85,8286,8310,8283,8305,8305,202,0.0110499999999999,0.17411874073164707,0.17411874073164707
2014/02/27,2014/09/17,6800.0,put,133,21.0,21.0,85,8286,8310,8283,8305,8305,202,0.0110499999999999,0.1668890712686695,0.1668890712686695
2014/02/27,2014/09/17,7000.0,put,116,34.0,34.0,85,8286,8310,8283,8305,8305,202,0.0110499999999999,0.16427248329144126,0.16427248329144126
2014/02/27,2014/09/17,7200.0,put,50,48.5,48.5,85,8286,8310,8283,8305,8305,202,0.0110499999999999,0.1574344566093842,0.1574344566093842
2014/02/27,2014/09/17,7400.0,put,72,70.0,70.0,85,8286,8310,8283,8305,8305,202,0.0110499999999999,0.1516112288921563,0.1516112288921563
2014/02/27,2014/09/17,7600.0,put,202,99.0,99.0,85,8286,8310,8283,8305,8305,202,0.0110499999999999,0.14540379472598133,0.14540379472598133
2014/02/27,2014/09/17,7800.0,put,53,139.0,139.0,85,8286,8310,8283,8305,8305,202,0.0110499999999999,0.1395493336522327,0.1395493336522327
2014/02/27,2014/09/17,8800.0,call,99,125.0,125.0,85,8286,8310,8283,8305,8305,202,0.0110499999999999,0.12337155621539636,0.12337155621539636
2014/02/27,2014/09/17,9000.0,call,141,77.0,77.0,85,8286,8310,8283,8305,8305,202,0.0110499999999999,0.12002568897507426,0.12002568897507426
2014/02/27,2014/09/17,9200.0,call,89,44.0,44.0,85,8286,8310,8283,8305,8305,202,0.0110499999999999,0.11658122125123342,0.11658122125123342
2014/02/27,2014/09/17,9400.0,call,177,23.5,23.5,85,8286,8310,8283,8305,8305,202,0.0110499999999999,0.11359810327998743,0.11359810327998743
2014/02/27,2014/09/17,9600.0,call,107,11.5,11.5,85,8286,8310,8283,8305,8305,202,0.0110499999999999,0.11063611608649922,0.11063611608649922
2014/02/27,2014/09/17,9800.0,call,60,5.7,6.1,85,8286,8310,8283,8305,8305,202,0.0110499999999999,0.11069884898511305,0.10954040358264658
2014/03/03,2014/09/17,6600.0,put,242,15.0,15.0,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.1726037687833701,0.1726037687833701
2014/03/03,2014/09/17,6800.0,put,123,22.5,22.5,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.16632314774777748,0.16632314774777748
2014/03/03,2014/09/17,7000.0,put,127,36.5,35.5,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.1625607743637176,0.1637044156620726
2014/03/03,2014/09/17,7200.0,put,228,52.0,52.0,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.15661259250403545,0.15661259250403545
2014/03/03,2014/09/17,7400.0,put,195,74.0,74.0,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.14986455113144706,0.14986455113144706
2014/03/03,2014/09/17,7600.0,put,196,108.0,108.0,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.14527746433871966,0.14527746433871966
2014/03/03,2014/09/17,7800.0,put,77,153.0,153.0,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.1401230922130489,0.1401230922130489
2014/03/03,2014/09/17,8000.0,put,34,215.0,215.0,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.13605264475522338,0.13605264475522338
2014/03/03,2014/09/17,8200.0,put,159,295.0,295.0,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.13218189770291436,0.13218189770291436
2014/03/03,2014/09/17,8400.0,put,30,406.0,406.0,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.13322288635248716,0.13322288635248716
2014/03/03,2014/09/17,8600.0,call,30,164.0,164.0,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.12548148516749824,0.12548148516749824
2014/03/03,2014/09/17,8800.0,call,212,109.0,109.0,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.12441090658455911,0.12441090658455911
2014/03/03,2014/09/17,9000.0,call,160,66.0,66.0,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.1211436485522635,0.1211436485522635
2014/03/03,2014/09/17,9200.0,call,165,38.0,38.0,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.1186237358763333,0.1186237358763333
2014/03/03,2014/09/17,9400.0,call,50,20.0,20.0,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.1156219601634337,0.1156219601634337
2014/03/03,2014/09/17,9600.0,call,50,9.2,9.2,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.11172081898650453,0.11172081898650453
2014/03/03,2014/09/17,9800.0,call,69,5.4,5.4,104,8265,8265,8200,8246,8246,198,0.0110499999999999,0.11378613829439072,0.11378613829439072
2014/03/05,2014/09/17,6600.0,put,137,13.0,13.0,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.17269833784222635,0.17269833784222635
2014/03/05,2014/09/17,6800.0,put,328,20.0,20.0,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.16709128168861417,0.16709128168861417
2014/03/05,2014/09/17,7000.0,put,198,31.0,31.0,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.1623899163032302,0.1623899163032302
2014/03/05,2014/09/17,7200.0,put,294,45.0,45.0,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.1557429281373322,0.1557429281373322
2014/03/05,2014/09/17,7400.0,put,136,67.0,67.0,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.15083960831304075,0.15083960831304075
2014/03/05,2014/09/17,7600.0,put,176,96.0,96.0,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.14485363773127333,0.14485363773127333
2014/03/05,2014/09/17,7800.0,put,204,136.0,136.0,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.13906764911709626,0.13906764911709626
2014/03/05,2014/09/17,8000.0,put,75,195.0,195.0,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.1357385283852476,0.1357385283852476
2014/03/05,2014/09/17,8200.0,put,60,266.0,266.0,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.13014167644799077,0.13014167644799077
2014/03/05,2014/09/17,8800.0,call,36,113.0,113.0,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.120344816410955,0.120344816410955
2014/03/05,2014/09/17,9000.0,call,181,68.0,68.0,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.11726995357163003,0.11726995357163003
2014/03/05,2014/09/17,9200.0,call,89,38.5,38.5,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.11466245169233749,0.11466245169233749
2014/03/05,2014/09/17,9400.0,call,67,20.5,20.5,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.1124650130788621,0.1124650130788621
2014/03/05,2014/09/17,9600.0,call,39,9.7,9.7,107,8287,8322,8287,8297,8297,196,0.0110499999999999,0.10948386389497433,0.10948386389497433
2014/03/06,2014/09/17,6600.0,put,269,12.5,12.5,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.17740504197639131,0.17740504197639131
2014/03/06,2014/09/17,6800.0,put,160,19.0,19.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.1716532311199811,0.1716532311199811
2014/03/06,2014/09/17,7000.0,put,312,27.0,27.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.16391455301815566,0.16391455301815566
2014/03/06,2014/09/17,7200.0,put,410,39.0,39.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.15700849346798176,0.15700849346798176
2014/03/06,2014/09/17,7400.0,put,232,56.0,56.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.1501893007589239,0.1501893007589239
2014/03/06,2014/09/17,7600.0,put,331,82.0,82.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.14486742359693106,0.14486742359693106
2014/03/06,2014/09/17,7800.0,put,302,117.0,117.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.13900844157220418,0.13900844157220418
2014/03/06,2014/09/17,8000.0,put,670,168.0,168.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.1348317906077327,0.1348317906077327
2014/03/06,2014/09/17,8200.0,put,284,236.0,236.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.1309982562821848,0.1309982562821848
2014/03/06,2014/09/17,8400.0,call,187,297.0,297.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.12765913302093226,0.12765913302093226
2014/03/06,2014/09/17,8400.0,put,218,326.0,326.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.12854868740249872,0.12854868740249872
2014/03/06,2014/09/17,8600.0,call,327,205.0,205.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.12387793714423086,0.12387793714423086
2014/03/06,2014/09/17,8800.0,call,540,133.0,133.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.11996710409780173,0.11996710409780173
2014/03/06,2014/09/17,8800.0,put,49,560.0,560.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.12115276145585832,0.12115276145585832
2014/03/06,2014/09/17,9000.0,call,353,81.0,81.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.1164695714254892,0.1164695714254892
2014/03/06,2014/09/17,9200.0,call,381,47.0,47.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.11404906339400564,0.11404906339400564
2014/03/06,2014/09/17,9400.0,call,398,23.0,23.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.10907852458907052,0.10907852458907052
2014/03/06,2014/09/17,9600.0,call,174,12.0,12.0,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.10820758430002654,0.10820758430002654
2014/03/06,2014/09/17,9800.0,call,161,6.6,6.6,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.10925794139180486,0.10925794139180486
2014/03/06,2014/09/17,10000.0,call,64,3.3,3.3,120,8302,8381,8302,8373,8373,195,0.0110499999999999,0.1091823835106422,0.1091823835106422
2014/03/07,2014/09/17,6600.0,put,487,13.0,13.0,129,8398,8445,8355,8381,8380,194,0.0110499999999999,0.17960538411398488,0.1796773155224729
2014/03/07,2014/09/17,6800.0,put,294,20.0,20.0,129,8398,8445,8355,8381,8380,194,0.0110499999999999,0.1744274133105763,0.17450475916347666
2014/03/07,2014/09/17,7000.0,put,289,26.5,26.5,129,8398,8445,8355,8381,8380,194,0.0110499999999999,0.16421594382911783,0.16429809233139758
2014/03/07,2014/09/17,7200.0,put,666,40.0,40.0,129,8398,8445,8355,8381,8380,194,0.0110499999999999,0.15909291636216236,0.1591825492867336
