中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   JUN- 2020 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
30JUN21,0.17033 ,0.24067 ,0.38733 ,0.43989 ,0.47989 ,0.56878 ,0.70022 ,0.84011 
29JUN21,0.17033 ,0.24067 ,0.38733 ,0.43989 ,0.47989 ,0.56878 ,0.70022 ,0.84011 
28JUN21,0.17033 ,0.24056 ,0.38733 ,0.43978 ,0.47978 ,0.56867 ,0.70011 ,0.84000 
25JUN21,0.17033 ,0.24056 ,0.38733 ,0.43978 ,0.47978 ,0.56867 ,0.70011 ,0.84000 
24JUN21,0.17044 ,0.24078 ,0.38744 ,0.44000 ,0.47989 ,0.56889 ,0.70033 ,0.84022 
23JUN21,0.17044 ,0.24078 ,0.38744 ,0.44000 ,0.47989 ,0.56889 ,0.70033 ,0.84022 
22JUN21,0.17033 ,0.24067 ,0.38733 ,0.43989 ,0.47989 ,0.56878 ,0.70022 ,0.84011 
21JUN21,0.17033 ,0.24056 ,0.38733 ,0.43978 ,0.47978 ,0.56867 ,0.70011 ,0.84000 
18JUN21,0.17033 ,0.24067 ,0.38733 ,0.43989 ,0.47978 ,0.56878 ,0.70022 ,0.84011 
17JUN21,0.17033 ,0.24056 ,0.38733 ,0.43989 ,0.47978 ,0.56878 ,0.70022 ,0.84011 
16JUN21,0.17022 ,0.24044 ,0.38722 ,0.43978 ,0.47978 ,0.56867 ,0.70011 ,0.84000 
15JUN21,0.17022 ,0.24044 ,0.38722 ,0.43978 ,0.47978 ,0.56856 ,0.70011 ,0.84000 
11JUN21,0.17022 ,0.24033 ,0.38722 ,0.43967 ,0.47978 ,0.56844 ,0.70000 ,0.83989 
10JUN21,0.17022 ,0.24033 ,0.38667 ,0.43967 ,0.47978 ,0.56844 ,0.70000 ,0.83989 
09JUN21,0.17022 ,0.24033 ,0.38667 ,0.43967 ,0.47978 ,0.56844 ,0.70000 ,0.83989 
08JUN21,0.17022 ,0.24033 ,0.38667 ,0.43956 ,0.47967 ,0.56844 ,0.69989 ,0.83978 
07JUN21,0.17022 ,0.24044 ,0.38667 ,0.43978 ,0.47978 ,0.56867 ,0.70011 ,0.84000 
04JUN21,0.17022 ,0.24044 ,0.38667 ,0.43978 ,0.47978 ,0.56867 ,0.70011 ,0.84011 
03JUN21,0.17022 ,0.24033 ,0.38667 ,0.43967 ,0.47978 ,0.56856 ,0.70000 ,0.84000 
02JUN21,0.17022 ,0.24033 ,0.38667 ,0.43967 ,0.47978 ,0.56856 ,0.70011 ,0.84000 
01JUN21,0.17022 ,0.24044 ,0.38667 ,0.43978 ,0.47978 ,0.56867 ,0.70022 ,0.84011 
======================================================================,,,,,,,,
