中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，MAY-2021）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
31MAY21,0.17022 ,0.24044 ,0.38667 ,0.43978 ,0.47978 ,0.56867 ,0.70022 ,0.84011 
28MAY21,0.17022 ,0.24044 ,0.38667 ,0.43978 ,0.47978 ,0.56867 ,0.70022 ,0.84011 
27MAY21,0.17022 ,0.24033 ,0.38667 ,0.43967 ,0.47978 ,0.56856 ,0.70011 ,0.84000 
26MAY21,0.17022 ,0.24033 ,0.38667 ,0.43967 ,0.47978 ,0.56856 ,0.70011 ,0.84000 
25MAY21,0.17022 ,0.24044 ,0.38667 ,0.43978 ,0.47978 ,0.56856 ,0.70022 ,0.84011 
24MAY21,0.17022 ,0.24033 ,0.38667 ,0.43967 ,0.47978 ,0.56844 ,0.70011 ,0.84000 
21MAY21,0.17022 ,0.24033 ,0.38667 ,0.43956 ,0.47967 ,0.56833 ,0.70000 ,0.83989 
20MAY21,0.17022 ,0.24033 ,0.38667 ,0.43967 ,0.47978 ,0.56844 ,0.70011 ,0.84000 
19MAY21,0.17022 ,0.24033 ,0.38667 ,0.43967 ,0.47978 ,0.56844 ,0.70011 ,0.84000 
18MAY21,0.17022 ,0.24033 ,0.38667 ,0.43956 ,0.47967 ,0.56833 ,0.70000 ,0.83989 
17MAY21,0.17022 ,0.24033 ,0.38667 ,0.43956 ,0.47967 ,0.56833 ,0.70000 ,0.83989 
14MAY21,0.17022 ,0.24033 ,0.38667 ,0.43967 ,0.47978 ,0.56844 ,0.70011 ,0.84000 
13MAY21,0.17022 ,0.24033 ,0.38667 ,0.43956 ,0.47967 ,0.56844 ,0.70000 ,0.83989 
12MAY21,0.17022 ,0.24044 ,0.38667 ,0.43967 ,0.47978 ,0.56856 ,0.70011 ,0.84000 
11MAY21,0.17044 ,0.24056 ,0.38678 ,0.43967 ,0.47967 ,0.56856 ,0.70022 ,0.84000 
10MAY21,0.17078 ,0.24089 ,0.38711 ,0.44000 ,0.47978 ,0.56856 ,0.70056 ,0.84000 
07MAY21,0.17078 ,0.24089 ,0.38711 ,0.44011 ,0.47989 ,0.56867 ,0.70067 ,0.84011 
06MAY21,0.17078 ,0.24089 ,0.38711 ,0.44011 ,0.47989 ,0.56867 ,0.70067 ,0.84011 
05MAY21,0.17078 ,0.24089 ,0.38711 ,0.44011 ,0.47989 ,0.56878 ,0.70067 ,0.84011 
04MAY21,0.17078 ,0.24089 ,0.38711 ,0.44000 ,0.47978 ,0.56867 ,0.70056 ,0.84000 
03MAY21,0.17078 ,0.24089 ,0.38722 ,0.44011 ,0.47989 ,0.56878 ,0.70067 ,0.84011 
======================================================================,,,,,,,,
