中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，FEB 2021）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
26FEB21,0.17022 ,0.24033 ,0.38600 ,0.43967 ,0.47978 ,0.56867 ,0.70067 ,0.84044 
25FEB21,0.17022 ,0.24033 ,0.38600 ,0.43956 ,0.47967 ,0.56856 ,0.70056 ,0.84033 
24FEB21,0.17022 ,0.24033 ,0.38600 ,0.43956 ,0.47967 ,0.56856 ,0.70056 ,0.84044 
23FEB21,0.17022 ,0.24044 ,0.38600 ,0.43978 ,0.47978 ,0.56878 ,0.70078 ,0.84067 
22FEB21,0.17022 ,0.24033 ,0.38600 ,0.43967 ,0.47978 ,0.56867 ,0.70067 ,0.84056 
20FEB21,0.17022 ,0.24033 ,0.38600 ,0.43967 ,0.47978 ,0.56867 ,0.70067 ,0.84056 
19FEB21,0.17022 ,0.24044 ,0.38600 ,0.43978 ,0.47978 ,0.56878 ,0.70078 ,0.84067 
18FEB21,0.17022 ,0.24044 ,0.38600 ,0.43967 ,0.47978 ,0.56867 ,0.70067 ,0.84056 
17FEB21,0.17022 ,0.24056 ,0.38600 ,0.43989 ,0.47978 ,0.56878 ,0.70078 ,0.84067 
09FEB21,0.17033 ,0.24067 ,0.38611 ,0.44000 ,0.47978 ,0.56889 ,0.70089 ,0.84078 
08FEB21,0.17033 ,0.24067 ,0.38611 ,0.44000 ,0.47978 ,0.56889 ,0.70089 ,0.84078 
05FEB21,0.17022 ,0.24056 ,0.38600 ,0.43989 ,0.47978 ,0.56878 ,0.70078 ,0.84067 
04FEB21,0.17022 ,0.24056 ,0.38600 ,0.43989 ,0.47978 ,0.56878 ,0.70078 ,0.84067 
03FEB21,0.17033 ,0.24056 ,0.38611 ,0.44000 ,0.47978 ,0.56889 ,0.70089 ,0.84078 
02FEB21,0.17022 ,0.24044 ,0.38600 ,0.43989 ,0.47978 ,0.56878 ,0.70078 ,0.84056 
01FEB21,0.17022 ,0.24033 ,0.38600 ,0.43978 ,0.47978 ,0.56867 ,0.70067 ,0.84044 
======================================================================,,,,,,,,
