中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   JUN- 2022 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
30JUN22,0.52222 ,0.62722 ,0.77478 ,0.82878 ,0.86911 ,0.95989 ,1.07989 ,1.22144 
29JUN22,0.52222 ,0.62722 ,0.77478 ,0.82878 ,0.86911 ,0.95989 ,1.07989 ,1.22144 
28JUN22,0.52222 ,0.62722 ,0.77467 ,0.82867 ,0.86911 ,0.95989 ,1.07989 ,1.22144 
27JUN22,0.52189 ,0.62711 ,0.77444 ,0.82844 ,0.86889 ,0.95956 ,1.07967 ,1.22144 
24JUN22,0.52067 ,0.62700 ,0.77400 ,0.82778 ,0.86822 ,0.95889 ,1.07911 ,1.22144 
23JUN22,0.51944 ,0.62633 ,0.77300 ,0.82689 ,0.86711 ,0.95789 ,1.07867 ,1.22122 
22JUN22,0.51789 ,0.62533 ,0.77189 ,0.82567 ,0.86533 ,0.95678 ,1.07911 ,1.22144 
21JUN22,0.51733 ,0.62478 ,0.77089 ,0.82478 ,0.86467 ,0.95644 ,1.07911 ,1.22144 
20JUN22,0.51667 ,0.62478 ,0.77067 ,0.82422 ,0.86411 ,0.95567 ,1.07911 ,1.22144 
17JUN22,0.51622 ,0.62511 ,0.77033 ,0.82256 ,0.86400 ,0.95511 ,1.07900 ,1.22111 
16JUN22,0.38678 ,0.49700 ,0.64200 ,0.69267 ,0.73289 ,0.82289 ,0.95011 ,1.09167 
15JUN22,0.38789 ,0.49700 ,0.64189 ,0.69256 ,0.73278 ,0.82289 ,0.95011 ,1.09167 
14JUN22,0.38544 ,0.49700 ,0.64133 ,0.69244 ,0.73244 ,0.82278 ,0.95011 ,1.09167 
13JUN22,0.38511 ,0.49700 ,0.64122 ,0.69233 ,0.73222 ,0.82256 ,0.95011 ,1.09178 
10JUN22,0.38278 ,0.49700 ,0.64011 ,0.69122 ,0.73000 ,0.82144 ,0.95011 ,1.09289 
09JUN22,0.38267 ,0.49700 ,0.64011 ,0.69122 ,0.73000 ,0.82144 ,0.95011 ,1.09289 
08JUN22,0.38244 ,0.49678 ,0.63989 ,0.69122 ,0.73000 ,0.82144 ,0.95011 ,1.09289 
07JUN22,0.38244 ,0.49678 ,0.63989 ,0.69122 ,0.73000 ,0.82122 ,0.95011 ,1.09289 
06JUN22,0.38244 ,0.49678 ,0.63989 ,0.69122 ,0.73000 ,0.82122 ,0.95011 ,1.09289 
02JUN22,0.38244 ,0.49678 ,0.63989 ,0.69122 ,0.73000 ,0.82111 ,0.95011 ,1.09289 
01JUN22,0.38244 ,0.49678 ,0.63989 ,0.69122 ,0.73000 ,0.82000 ,0.95011 ,1.09289 
======================================================================,,,,,,,,
