中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，DEC-2022）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
30DEC22,1.01067 ,1.12000 ,1.24878 ,1.29878 ,1.35878 ,1.40378 ,1.47433 ,1.59000 
29DEC22,1.01067 ,1.12000 ,1.24878 ,1.29878 ,1.35878 ,1.40378 ,1.47433 ,1.59000 
28DEC22,1.01067 ,1.12000 ,1.24878 ,1.29878 ,1.35878 ,1.40378 ,1.47433 ,1.59000 
27DEC22,1.01067 ,1.12000 ,1.24878 ,1.29878 ,1.35878 ,1.40378 ,1.47433 ,1.59000 
26DEC22,1.01067 ,1.12000 ,1.24878 ,1.29878 ,1.35878 ,1.40378 ,1.47433 ,1.59000 
23DEC22,1.01056 ,1.12000 ,1.24878 ,1.29878 ,1.35878 ,1.40378 ,1.47433 ,1.59000 
22DEC22,1.01044 ,1.12000 ,1.24878 ,1.29878 ,1.35878 ,1.40378 ,1.47433 ,1.59000 
21DEC22,1.00933 ,1.11978 ,1.24856 ,1.29867 ,1.35856 ,1.40367 ,1.47378 ,1.59000 
20DEC22,1.00933 ,1.11778 ,1.24744 ,1.29811 ,1.35733 ,1.40300 ,1.47378 ,1.58978 
19DEC22,1.00900 ,1.11533 ,1.24733 ,1.29778 ,1.35600 ,1.40222 ,1.47378 ,1.58844 
16DEC22,1.00611 ,1.11278 ,1.24600 ,1.29544 ,1.35378 ,1.40044 ,1.47378 ,1.58611 
15DEC22,0.87989 ,0.98433 ,1.11878 ,1.16889 ,1.22933 ,1.27433 ,1.34922 ,1.46000 
14DEC22,0.87933 ,0.98356 ,1.11600 ,1.16733 ,1.22933 ,1.27433 ,1.34800 ,1.46000 
13DEC22,0.87889 ,0.98167 ,1.11422 ,1.16600 ,1.22922 ,1.27356 ,1.34733 ,1.46000 
12DEC22,0.87889 ,0.97956 ,1.11311 ,1.16422 ,1.22811 ,1.27233 ,1.34589 ,1.46000 
09DEC22,0.87856 ,0.97878 ,1.11289 ,1.16311 ,1.22778 ,1.27089 ,1.34522 ,1.46000 
08DEC22,0.87589 ,0.97678 ,1.11111 ,1.16289 ,1.22467 ,1.26956 ,1.34400 ,1.46000 
07DEC22,0.87344 ,0.97622 ,1.11000 ,1.16056 ,1.22178 ,1.26800 ,1.34300 ,1.46000 
06DEC22,0.87056 ,0.97578 ,1.10978 ,1.15978 ,1.22056 ,1.26722 ,1.34233 ,1.46000 
05DEC22,0.87000 ,0.97167 ,1.10833 ,1.15833 ,1.22000 ,1.26544 ,1.34056 ,1.46000 
02DEC22,0.87000 ,0.97000 ,1.10478 ,1.15544 ,1.21933 ,1.26433 ,1.34000 ,1.46000 
01DEC22,0.87000 ,0.97000 ,1.10300 ,1.15356 ,1.21911 ,1.26356 ,1.34000 ,1.46000 
======================================================================,,,,,,,,
