中華民國銀行公會金融業拆款中心,,,,,,,,
台北金融業拆款定盤利率（TAIBOR，   SEP- 2022 ）,,,,,,,,
日期,一星期,二星期,一個月,二個月,三個月,六個月,九個月,一年期
30SEP22,0.70656 ,0.80278 ,0.92678 ,0.98489 ,1.04689 ,1.12400 ,1.22378 ,1.36622 
29SEP22,0.70156 ,0.79978 ,0.92300 ,0.98222 ,1.04067 ,1.12256 ,1.22167 ,1.36556 
28SEP22,0.69667 ,0.79422 ,0.92056 ,0.97967 ,1.03556 ,1.11911 ,1.22022 ,1.36267 
27SEP22,0.68978 ,0.78911 ,0.91600 ,0.97478 ,1.02333 ,1.11133 ,1.21511 ,1.35956 
26SEP22,0.67611 ,0.77911 ,0.91322 ,0.97144 ,1.01722 ,1.10422 ,1.21211 ,1.35578 
23SEP22,0.66189 ,0.76800 ,0.90800 ,0.96633 ,1.00878 ,1.09678 ,1.20867 ,1.35078 
22SEP22,0.53189 ,0.63833 ,0.77833 ,0.83589 ,0.87689 ,0.96567 ,1.08089 ,1.22322 
21SEP22,0.53189 ,0.63833 ,0.77833 ,0.83589 ,0.87689 ,0.96556 ,1.08089 ,1.22322 
20SEP22,0.53178 ,0.63811 ,0.77833 ,0.83578 ,0.87667 ,0.96544 ,1.08089 ,1.22311 
19SEP22,0.53178 ,0.63800 ,0.77833 ,0.83578 ,0.87667 ,0.96544 ,1.08089 ,1.22300 
16SEP22,0.53156 ,0.63656 ,0.77833 ,0.83556 ,0.87678 ,0.96544 ,1.08089 ,1.22244 
15SEP22,0.53078 ,0.63644 ,0.77833 ,0.83500 ,0.87789 ,0.96500 ,1.08078 ,1.22233 
14SEP22,0.53011 ,0.63644 ,0.77833 ,0.83500 ,0.87789 ,0.96500 ,1.08078 ,1.22233 
13SEP22,0.52944 ,0.63633 ,0.77822 ,0.83489 ,0.87800 ,0.96489 ,1.08078 ,1.22244 
12SEP22,0.52944 ,0.63622 ,0.77800 ,0.83444 ,0.87444 ,0.96444 ,1.08078 ,1.22256 
08SEP22,0.52933 ,0.63611 ,0.77800 ,0.83444 ,0.87444 ,0.96444 ,1.08078 ,1.22256 
07SEP22,0.52933 ,0.63611 ,0.77800 ,0.83444 ,0.87444 ,0.96444 ,1.08067 ,1.22256 
06SEP22,0.52867 ,0.63600 ,0.77800 ,0.83444 ,0.87444 ,0.96444 ,1.08011 ,1.22256 
05SEP22,0.52811 ,0.63533 ,0.77789 ,0.83422 ,0.87433 ,0.96433 ,1.08000 ,1.22278 
02SEP22,0.52811 ,0.63522 ,0.77778 ,0.83389 ,0.87422 ,0.96422 ,1.08000 ,1.22278 
01SEP22,0.52811 ,0.63522 ,0.77767 ,0.83267 ,0.87422 ,0.96422 ,1.08000 ,1.22267 
======================================================================,,,,,,,,
