交易日期,到期天數,上市天數(交易日),model1
2021/08/06,12,13,0.0033510259669115
2021/08/09,9,14,0.002862726539114
2021/08/10,8,15,0.000866415170588
2021/08/11,7,16,0.0023041395767257
2021/08/12,6,17,0.0008624693318355
2021/08/13,5,18,0.0010465351055105
2021/08/16,2,19,0.0215905777902986
2021/08/17,1,20,0.0652101368439182
2021/08/19,27,2,0.0080504821194935
2021/08/20,26,3,0.0048985401164951
2021/08/23,23,4,0.0074655775748642
2021/08/24,22,5,0.0133998925167901
2021/08/25,21,6,0.0073202125416355
2021/08/26,20,7,0.0062227053073967
2021/08/27,19,8,0.0084499031359908
2021/08/30,16,9,0.0059813394666528
2021/08/31,15,10,0.0061143432932833
2021/09/01,14,11,0.0074778795584843
2021/09/02,13,12,0.0058141877751984
2021/09/03,12,13,0.0040593249294689
2021/09/06,9,14,0.0054084835523623
2021/09/07,8,15,0.0063335195918894
2021/09/08,7,16,0.0039886458200733
2021/09/09,6,17,0.004282094996309
2021/09/10,5,18,0.0044999502370349
2021/09/13,2,19,0.0044158528976196
2021/09/14,1,20,0.0225385571879324
2021/09/16,34,2,0.00941770730614
2021/09/17,33,3,0.004249433864024
2021/09/22,28,4,0.0033690557969667
2021/09/23,27,5,0.0021333541608261
2021/09/24,26,6,0.0019983782032001
2021/09/27,23,7,0.0014039751435913
2021/09/28,22,8,0.0015364497681564
2021/09/29,21,9,0.0009387314777807
2021/09/30,20,10,0.0009864181400734
2021/10/01,19,11,0.0030162614100905
2021/10/04,16,12,0.0019473919310841
2021/10/05,15,13,0.002992219410653
2021/10/06,14,14,0.0049402746200689
2021/10/07,13,15,0.0034754943592019
2021/10/08,12,16,0.0053021300349013
2021/10/12,8,17,0.0036677848143104
2021/10/13,7,18,0.0034724322054791
2021/10/14,6,19,0.0032143967675707
2021/10/15,5,20,0.0031210662407571
2021/10/18,2,21,0.0127439247309374
2021/10/19,1,22,0.0216788622644258
2021/10/21,27,2,0.0087350686184554
2021/10/22,26,3,0.0031150954491136
2021/10/25,23,4,0.0054332665171379
2021/10/26,22,5,0.0038127178181304
2021/10/27,21,6,0.0048582406855305
2021/10/28,20,7,0.00287403706103
2021/10/29,19,8,0.0015263556943715
2021/11/01,16,9,0.0032412708940593
2021/11/02,15,10,0.0015521453858802
2021/11/03,14,11,0.0028594753535591
2021/11/04,13,12,0.0020221333197844
2021/11/05,12,13,0.0039666110043053
2021/11/08,9,14,0.0064667651934335
2021/11/09,8,15,0.0040451041618771
2021/11/10,7,16,0.0032515577376514
2021/11/11,6,17,0.0015193040483865
2021/11/12,5,18,0.003748900412025
2021/11/15,2,19,0.0078914224737555
2021/11/16,1,20,0.0412527223296034
2021/11/18,27,2,0.0008231716856099
2021/11/19,26,3,0.0009008125074074
2021/11/22,23,4,0.0008403918629285
2021/11/23,22,5,0.0008457277073654
2021/11/24,21,6,0.0005648464147987
2021/11/25,20,7,0.0003382396008539
2021/11/26,19,8,0.0010789406019695
2021/11/29,16,9,0.0023330000547498
2021/11/30,15,10,0.0018350741935529
2021/12/01,14,11,0.003464921325986
2021/12/02,13,12,0.0044097201196896
2021/12/03,12,13,0.0036260471025658
2021/12/06,9,14,0.0029091077559766
2021/12/07,8,15,0.0071140118823418
2021/12/08,7,16,0.002334454466844
2021/12/09,6,17,0.0023715199692084
2021/12/10,5,18,0.0045233219095066
2021/12/13,2,19,0.0136970201955002
2021/12/14,1,20,0.0292892844861292
2021/12/16,34,2,0.0060964059299472
2021/12/17,33,3,0.0014557286642067
2021/12/20,30,4,0.0011182821837753
2021/12/21,29,5,0.0010807291047395
2021/12/22,28,6,0.0006862397564901
2021/12/23,27,7,0.0014933183368883
