交易日期,到期天數,model1
2021/08/12,6,0.0006492830981029041
2021/08/13,5,0.00251473192684234
2021/08/16,2,0.010878696417349433
2021/08/17,1,0.032334120481015666
2021/08/19,27,0.0018179935848656428
2021/08/20,26,0.0015817276964492043
2021/08/23,23,0.0016340978608929686
2021/08/24,22,0.0002453098270360897
2021/08/25,21,0.0001166029210502893
2021/08/26,20,8.177798738830049e-05
2021/08/27,19,0.0005032221476236558
2021/08/30,16,0.00013158011767880093
2021/08/31,15,0.00011481239523900136
2021/09/01,14,0.00014718802787893733
2021/09/02,13,0.00025529062482958616
2021/09/03,12,0.0002501272345462737
2021/09/06,9,0.0009358476118830325
2021/09/07,8,0.0006874032749919194
2021/09/08,7,0.004184199658203461
2021/09/09,6,0.0017320742003647139
2021/09/10,5,0.0021163370736008956
2021/09/13,2,0.004214649241263949
2021/09/14,1,0.004669955719241467
2021/09/16,34,0.0003429823200700278
2021/09/17,33,0.0004038707473390474
2021/09/22,28,0.001572023631180147
2021/09/23,27,0.0004690061770452997
2021/09/24,26,0.00016346293696358136
2021/09/27,23,0.0003318039540599911
2021/09/28,22,0.0004643911969533246
2021/09/29,21,0.0016450734671652305
2021/09/30,20,0.00019299600137089626
2021/10/01,19,0.004620035143581075
2021/10/04,16,0.0003660730409188482
2021/10/05,15,0.0004379845073082817
2021/10/06,14,0.0007926976107063182
2021/10/07,13,0.0003329389909923178
2021/10/08,12,0.00018067347966639188
2021/10/12,8,0.0029560958823218893
2021/10/13,7,0.0005234968633104579
2021/10/14,6,0.0009553911919020384
2021/10/15,5,0.004317434408385271
2021/10/18,2,0.0033012224053876682
2021/10/19,1,0.004133382497372434
2021/10/21,27,0.00106453254889718
2021/10/22,26,0.0004440124678047796
2021/10/25,23,9.902724595083221e-05
2021/10/26,22,0.00020001648044658992
2021/10/27,21,0.000421091728449869
2021/10/28,20,0.0005411842393430837
2021/10/29,19,0.0004139321165054973
2021/11/01,16,0.0004923803475695792
2021/11/02,15,0.00043508390640641554
2021/11/03,14,0.0001930003198785543
2021/11/04,13,0.0002896053299041591
2021/11/05,12,0.00024084681639528456
2021/11/08,9,0.0002070533017597267
2021/11/09,8,0.000286850515304834
2021/11/10,7,0.0009238474940449325
2021/11/11,6,0.00010722448928826941
2021/11/12,5,0.0005918223550927823
2021/11/15,2,0.001030657768490243
2021/11/16,1,0.01801527632153135
2021/11/18,27,0.0003735424902711249
2021/11/19,26,0.00020656271506670968
2021/11/22,23,0.0002563258236169107
2021/11/23,22,0.00042616394834909643
2021/11/24,21,0.00032533565062801517
2021/11/25,20,0.0002166188410597183
2021/11/26,19,0.002871652094787961
2021/11/29,16,0.0020369655316101742
2021/11/30,15,0.00021256704656154446
2021/12/01,14,0.0003603551101449121
2021/12/02,13,0.00018867475187254564
2021/12/03,12,0.0003027368825672273
2021/12/06,9,0.00019366530462633613
2021/12/07,8,0.00016509542421443659
2021/12/08,7,8.781051778955913e-05
2021/12/09,6,0.0006397204254330975
2021/12/10,5,0.0005312688362008321
2021/12/13,2,0.004867416851346778
2021/12/14,1,0.014343538033821447
2021/12/16,34,0.0004346453497875449
2021/12/17,33,0.0007789100086656118
2021/12/20,30,0.0013552318695415374
2021/12/21,29,0.00028082443825472623
2021/12/22,28,0.00042887817674465396
2021/12/23,27,0.00019934195042019845
2021/12/24,26,0.00019750328469597033
2021/12/27,23,0.00019547834166315208
2021/12/28,22,0.00010584876291145507
2021/12/29,21,0.00017804416492762432
2021/12/30,20,0.0002375091755097378
2022/01/03,16,0.00020327691657800562
2022/01/04,15,0.0025438699896465702
2022/01/05,14,0.0009580946302838465
2022/01/06,13,0.002939769117449597
2022/01/07,12,0.001089089893548149
2022/01/10,9,0.0002383055814793207
2022/01/11,8,0.00018617101046991078
2022/01/12,7,0.0008228400990742625
2022/01/13,6,0.0006065129063145313
2022/01/14,5,0.0018118387281465028
2022/01/17,2,0.001990333897477021
2022/01/18,1,0.008288756347673095
2022/01/20,27,0.0008380841886164023
2022/01/21,26,0.0016677628121430144
2022/01/24,23,0.0010077837409289566
2022/01/25,22,0.0017627465334908224
2022/01/26,21,0.001883280443507982
2022/02/07,9,0.0008071743522685274
2022/02/08,8,0.0002804786083635875
2022/02/09,7,0.0016461006093328344
2022/02/10,6,0.000714560531297473
2022/02/11,5,0.007000347499770557
2022/02/14,2,0.008998081311349606
2022/02/15,1,0.005735966185869535
2022/02/17,27,0.0014427169941327311
2022/02/18,26,0.0002076319374336482
2022/02/21,23,0.0003103502030829315
2022/02/22,22,0.0007518714526740595
2022/02/23,21,0.0003906271535732486
2022/02/24,20,0.005741365389598177
2022/02/25,19,0.00033401696263504163
2022/03/01,15,0.0003216369584454435
2022/03/02,14,0.000541356819422553
2022/03/03,13,0.00019594741496596518
2022/03/04,12,0.0024709734663777246
2022/03/07,9,0.008045162094232023
2022/03/08,8,0.0007684307848097392
2022/03/09,7,0.0018709532310991755
2022/03/10,6,0.0007842320732489038
2022/03/11,5,0.00031351211235029915
2022/03/14,2,0.002611733710087491
2022/03/15,1,0.017700684415861388
2022/03/17,34,0.0008435882840347769
2022/03/18,33,0.0007638753526034053
2022/03/21,30,0.0004983450446442977
2022/03/22,29,0.00022320208279065458
2022/03/23,28,0.0004509558290680304
2022/03/24,27,0.0003177920023217603
2022/03/25,26,0.000347044420140359
2022/03/28,23,0.00045404438966700864
2022/03/29,22,0.00035084529442358216
2022/03/30,21,0.00022159506229260347
2022/03/31,20,0.00044537567880420216
2022/04/01,19,0.00028499723840047205
2022/04/06,14,0.0005289579092437816
